x,Адаптивный шаг,Фиксированный шаг,Точное решение,Ошибка адапт.,Ошибка фикс.
4.2704466679e-01,-8.5134131720e-01,0.0000000000e+00,-8.5134131721e-01,7.7023942779e-12,8.5134131721e-01
4.2895966679e-01,-8.4808691611e-01,0.0000000000e+00,-8.4808691612e-01,7.7581274738e-12,8.4808691612e-01
4.3087466679e-01,-8.4484495554e-01,0.0000000000e+00,-8.4484495555e-01,7.8185236063e-12,8.4484495555e-01
4.3278966679e-01,-8.4161538793e-01,0.0000000000e+00,-8.4161538794e-01,7.8757000921e-12,8.4161538794e-01
4.3470466679e-01,-8.3839816591e-01,0.0000000000e+00,-8.3839816592e-01,7.9328765779e-12,8.3839816592e-01
4.3661966679e-01,-8.3519324228e-01,0.0000000000e+00,-8.3519324229e-01,7.9863893276e-12,8.3519324229e-01
4.3853466679e-01,-8.3200057003e-01,0.0000000000e+00,-8.3200057004e-01,8.0397910551e-12,8.3200057004e-01
4.4044966679e-01,-8.2882010233e-01,0.0000000000e+00,-8.2882010234e-01,8.0935258495e-12,8.2882010234e-01
4.4236466679e-01,-8.2565179253e-01,0.0000000000e+00,-8.2565179253e-01,8.1452622425e-12,8.2565179253e-01
4.4427966679e-01,-8.2249559414e-01,0.0000000000e+00,-8.2249559415e-01,8.1979978361e-12,8.2249559415e-01
4.4619466679e-01,-8.1935146087e-01,0.0000000000e+00,-8.1935146088e-01,8.2537310320e-12,8.1935146088e-01
4.4810966679e-01,-8.1621934660e-01,0.0000000000e+00,-8.1621934661e-01,8.3104634285e-12,8.1621934661e-01
4.5002466679e-01,-8.1309920539e-01,0.0000000000e+00,-8.1309920540e-01,8.3580919963e-12,8.1309920540e-01
4.5193966679e-01,-8.0999099146e-01,0.0000000000e+00,-8.0999099147e-01,8.4079410101e-12,8.0999099147e-01
4.5385466679e-01,-8.0689465923e-01,0.0000000000e+00,-8.0689465924e-01,8.4563467340e-12,8.0689465924e-01
4.5576966679e-01,-8.0381016326e-01,0.0000000000e+00,-8.0381016327e-01,8.5027540564e-12,8.0381016327e-01
4.5768466679e-01,-8.0073745832e-01,0.0000000000e+00,-8.0073745833e-01,8.5551565832e-12,8.0073745833e-01
4.5959966679e-01,-7.9767649934e-01,0.0000000000e+00,-7.9767649935e-01,8.6047835524e-12,7.9767649935e-01
4.6151466679e-01,-7.9462724140e-01,0.0000000000e+00,-7.9462724141e-01,8.6570750568e-12,7.9462724141e-01
4.6342966679e-01,-7.9158963979e-01,0.0000000000e+00,-7.9158963980e-01,8.7034823792e-12,7.9158963980e-01
4.6534466679e-01,-7.8856364994e-01,0.0000000000e+00,-7.8856364994e-01,8.7505558355e-12,7.8856364994e-01
4.6725966679e-01,-7.8554922746e-01,0.0000000000e+00,-7.8554922747e-01,8.8036244961e-12,7.8554922747e-01
4.6917466679e-01,-7.8254632814e-01,0.0000000000e+00,-7.8254632815e-01,8.8503648854e-12,7.8254632815e-01
4.7108966679e-01,-7.7955490793e-01,0.0000000000e+00,-7.7955490794e-01,8.8943297172e-12,7.7955490794e-01
4.7300466679e-01,-7.7657492295e-01,0.0000000000e+00,-7.7657492296e-01,8.9387386382e-12,7.7657492296e-01
4.7491966679e-01,-7.7360632948e-01,0.0000000000e+00,-7.7360632949e-01,8.9859231167e-12,7.7360632949e-01
4.7683466679e-01,-7.7064908398e-01,0.0000000000e+00,-7.7064908399e-01,9.0329965730e-12,7.7064908399e-01
4.7874966679e-01,-7.6770314306e-01,0.0000000000e+00,-7.6770314307e-01,9.0739638026e-12,7.6770314307e-01
4.8066466679e-01,-7.6476846352e-01,0.0000000000e+00,-7.6476846353e-01,9.1165963667e-12,7.6476846353e-01
4.8257966679e-01,-7.6184500231e-01,0.0000000000e+00,-7.6184500232e-01,9.1592289309e-12,7.6184500232e-01
4.8449466679e-01,-7.5893271654e-01,0.0000000000e+00,-7.5893271655e-01,9.2001961605e-12,7.5893271655e-01
4.8640966679e-01,-7.5603156349e-01,0.0000000000e+00,-7.5603156350e-01,9.2426066800e-12,7.5603156350e-01
4.8832466679e-01,-7.5314150060e-01,0.0000000000e+00,-7.5314150061e-01,9.2880148017e-12,7.5314150061e-01
4.9023966679e-01,-7.5026248549e-01,0.0000000000e+00,-7.5026248550e-01,9.3347551910e-12,7.5026248550e-01
4.9215466679e-01,-7.4739447592e-01,0.0000000000e+00,-7.4739447592e-01,9.3777208221e-12,7.4739447592e-01
4.9406966679e-01,-7.4453742981e-01,0.0000000000e+00,-7.4453742982e-01,9.4151353380e-12,7.4453742982e-01
4.9598466679e-01,-7.4169130526e-01,0.0000000000e+00,-7.4169130527e-01,9.4561025676e-12,7.4169130527e-01
4.9789966679e-01,-7.3885606052e-01,0.0000000000e+00,-7.3885606053e-01,9.4944052620e-12,7.3885606053e-01
4.9981466679e-01,-7.3603165400e-01,0.0000000000e+00,-7.3603165401e-01,9.5368157815e-12,7.3603165401e-01
5.0172966679e-01,-7.3321804427e-01,0.0000000000e+00,-7.3321804428e-01,9.4335650402e-12,7.3321804428e-01
5.0364466679e-01,-7.3041519005e-01,0.0000000000e+00,-7.3041519006e-01,9.3162144665e-12,7.3041519006e-01
5.0555966679e-01,-7.2762305023e-01,0.0000000000e+00,-7.2762305024e-01,9.2083007885e-12,7.2762305024e-01
5.0747466679e-01,-7.2484158386e-01,0.0000000000e+00,-7.2484158387e-01,9.0958351961e-12,7.2484158387e-01
5.0938966679e-01,-7.2207075013e-01,0.0000000000e+00,-7.2207075013e-01,8.9830365368e-12,7.2207075013e-01
5.1130466679e-01,-7.1931050839e-01,0.0000000000e+00,-7.1931050840e-01,8.8680174315e-12,7.1931050840e-01
5.1321966679e-01,-7.1656081816e-01,0.0000000000e+00,-7.1656081817e-01,8.7573281959e-12,7.1656081817e-01
5.1513466679e-01,-7.1382163910e-01,0.0000000000e+00,-7.1382163911e-01,8.6431972690e-12,7.1382163911e-01
5.1704966679e-01,-7.1109293104e-01,0.0000000000e+00,-7.1109293105e-01,8.5350615464e-12,7.1109293105e-01
5.1896466679e-01,-7.0837465393e-01,0.0000000000e+00,-7.0837465394e-01,8.4194873295e-12,7.0837465394e-01
5.2087966679e-01,-7.0566676792e-01,0.0000000000e+00,-7.0566676793e-01,8.3060225364e-12,7.0566676793e-01
5.2279466679e-01,-7.0296923328e-01,0.0000000000e+00,-7.0296923328e-01,8.2004403268e-12,7.0296923328e-01
5.2470966679e-01,-7.0028201043e-01,0.0000000000e+00,-7.0028201044e-01,8.0988549200e-12,7.0028201044e-01
5.2662466679e-01,-6.9760505996e-01,0.0000000000e+00,-6.9760505997e-01,7.9900530636e-12,6.9760505997e-01
5.2853966679e-01,-6.9493834261e-01,0.0000000000e+00,-6.9493834261e-01,7.8870243669e-12,6.9493834261e-01
5.3045466679e-01,-6.9228181924e-01,0.0000000000e+00,-6.9228181925e-01,7.7827744249e-12,6.9228181925e-01
5.3236966679e-01,-6.8963545091e-01,0.0000000000e+00,-6.8963545091e-01,7.6800787951e-12,6.8963545091e-01
5.3428466679e-01,-6.8699919877e-01,0.0000000000e+00,-6.8699919878e-01,7.5750516970e-12,6.8699919878e-01
5.3619966679e-01,-6.8437302418e-01,0.0000000000e+00,-6.8437302419e-01,7.4684702867e-12,6.8437302419e-01
5.3811466679e-01,-6.8175688859e-01,0.0000000000e+00,-6.8175688860e-01,7.3634431885e-12,6.8175688860e-01
5.4002966679e-01,-6.7915075364e-01,0.0000000000e+00,-6.7915075365e-01,7.2628569825e-12,6.7915075365e-01
5.4194466679e-01,-6.7655458110e-01,0.0000000000e+00,-6.7655458111e-01,7.1593841966e-12,6.7655458111e-01
5.4385966679e-01,-6.7396833288e-01,0.0000000000e+00,-6.7396833289e-01,7.0524697193e-12,6.7396833289e-01
5.4577466679e-01,-6.7139197105e-01,0.0000000000e+00,-6.7139197106e-01,6.9488859111e-12,6.7139197106e-01
5.4768966679e-01,-6.6882545781e-01,0.0000000000e+00,-6.6882545782e-01,6.8520744634e-12,6.6882545782e-01
5.4960466679e-01,-6.6626875552e-01,0.0000000000e+00,-6.6626875552e-01,6.7498229228e-12,6.6626875552e-01
5.5151966679e-01,-6.6372182667e-01,0.0000000000e+00,-6.6372182667e-01,6.6492367168e-12,6.6372182667e-01
5.5343466679e-01,-6.6118463390e-01,0.0000000000e+00,-6.6118463390e-01,6.5504268676e-12,6.6118463390e-01
5.5534966679e-01,-6.5865713999e-01,0.0000000000e+00,-6.5865714000e-01,6.4509508846e-12,6.5865714000e-01
5.5726466679e-01,-6.5613930787e-01,0.0000000000e+00,-6.5613930788e-01,6.3475891210e-12,6.5613930788e-01
5.5917966679e-01,-6.5363110060e-01,0.0000000000e+00,-6.5363110061e-01,6.2518878963e-12,6.5363110061e-01
5.6109466679e-01,-6.5113248140e-01,0.0000000000e+00,-6.5113248140e-01,6.1550764485e-12,6.5113248140e-01
5.6300966679e-01,-6.4864341360e-01,0.0000000000e+00,-6.4864341361e-01,6.0607074914e-12,6.4864341361e-01
5.6492466679e-01,-6.4616386070e-01,0.0000000000e+00,-6.4616386071e-01,5.9685589804e-12,6.4616386071e-01
5.6683966679e-01,-6.4369378633e-01,0.0000000000e+00,-6.4369378633e-01,5.8794080715e-12,6.4369378633e-01
5.6875466679e-01,-6.4123315424e-01,0.0000000000e+00,-6.4123315425e-01,5.7873705828e-12,6.4123315425e-01
5.7066966679e-01,-6.3878192836e-01,0.0000000000e+00,-6.3878192836e-01,5.6958882055e-12,6.3878192836e-01
5.7258466679e-01,-6.3634007271e-01,0.0000000000e+00,-6.3634007272e-01,5.6006310700e-12,6.3634007272e-01
5.7449966679e-01,-6.3390755148e-01,0.0000000000e+00,-6.3390755149e-01,5.5033755331e-12,6.3390755149e-01
5.7641466679e-01,-6.3148432899e-01,0.0000000000e+00,-6.3148432900e-01,5.4166671148e-12,6.3148432900e-01
5.7832966679e-01,-6.2907036970e-01,0.0000000000e+00,-6.2907036970e-01,5.3288484736e-12,6.2907036970e-01
5.8024466679e-01,-6.2666563818e-01,0.0000000000e+00,-6.2666563819e-01,5.2345905388e-12,6.2666563819e-01
5.8215966679e-01,-6.2427009917e-01,0.0000000000e+00,-6.2427009918e-01,5.1469939422e-12,6.2427009918e-01
5.8407466679e-01,-6.2188371753e-01,0.0000000000e+00,-6.2188371754e-01,5.0585091671e-12,6.2188371754e-01
5.8598966679e-01,-6.1950645825e-01,0.0000000000e+00,-6.1950645826e-01,4.9740211949e-12,6.1950645826e-01
5.8790466679e-01,-6.1713828646e-01,0.0000000000e+00,-6.1713828646e-01,4.8855364199e-12,6.1713828646e-01
5.8981966679e-01,-6.1477916742e-01,0.0000000000e+00,-6.1477916742e-01,4.7986059570e-12,6.1477916742e-01
5.9173466679e-01,-6.1242906652e-01,0.0000000000e+00,-6.1242906653e-01,4.7113424273e-12,6.1242906653e-01
5.9364966679e-01,-6.1008794930e-01,0.0000000000e+00,-6.1008794930e-01,4.6322945479e-12,6.1008794930e-01
5.9556466679e-01,-6.0775578141e-01,0.0000000000e+00,-6.0775578141e-01,4.5429215945e-12,6.0775578141e-01
5.9747966679e-01,-6.0543252863e-01,0.0000000000e+00,-6.0543252864e-01,4.4636516705e-12,6.0543252864e-01
5.9939466679e-01,-6.0311815690e-01,0.0000000000e+00,-6.0311815690e-01,4.3794967652e-12,6.0311815690e-01
6.0130966679e-01,-6.0081263226e-01,0.0000000000e+00,-6.0081263226e-01,4.2957859492e-12,6.0081263226e-01
6.0322466679e-01,-5.9851592088e-01,0.0000000000e+00,-5.9851592089e-01,4.2065240180e-12,5.9851592089e-01
6.0513966679e-01,-5.9622798909e-01,0.0000000000e+00,-5.9622798910e-01,4.1274761386e-12,5.9622798910e-01
6.0705466679e-01,-5.9394880332e-01,0.0000000000e+00,-5.9394880333e-01,4.0425440773e-12,5.9394880333e-01
6.0896966679e-01,-5.9167833014e-01,0.0000000000e+00,-5.9167833014e-01,3.9647174432e-12,5.9167833014e-01
6.1088466679e-01,-5.8941653623e-01,0.0000000000e+00,-5.8941653624e-01,3.8815617387e-12,5.8941653624e-01
6.1279966679e-01,-5.8716338843e-01,0.0000000000e+00,-5.8716338844e-01,3.8008485248e-12,5.8716338844e-01
6.1471466679e-01,-5.8491885368e-01,0.0000000000e+00,-5.8491885369e-01,3.7239100692e-12,5.8491885369e-01
6.1662966679e-01,-5.8268289906e-01,0.0000000000e+00,-5.8268289906e-01,3.6508573942e-12,5.8268289906e-01
6.1854466679e-01,-5.8045549176e-01,0.0000000000e+00,-5.8045549177e-01,3.5719205371e-12,5.8045549177e-01
6.2045966679e-01,-5.7823659912e-01,0.0000000000e+00,-5.7823659912e-01,3.4905411894e-12,5.7823659912e-01
6.2237466679e-01,-5.7602618858e-01,0.0000000000e+00,-5.7602618859e-01,3.4167113583e-12,5.7602618859e-01
6.2428966679e-01,-5.7382422773e-01,0.0000000000e+00,-5.7382422773e-01,3.3416602818e-12,5.7382422773e-01
6.2620466679e-01,-5.7163068425e-01,0.0000000000e+00,-5.7163068426e-01,3.2638336478e-12,5.7163068426e-01
6.2811966679e-01,-5.6944552598e-01,0.0000000000e+00,-5.6944552599e-01,3.1868951922e-12,5.6944552599e-01
6.3003466679e-01,-5.6726872086e-01,0.0000000000e+00,-5.6726872086e-01,3.1111779819e-12,5.6726872086e-01
6.3194966679e-01,-5.6510023696e-01,0.0000000000e+00,-5.6510023696e-01,3.0404567752e-12,5.6510023696e-01
6.3386466679e-01,-5.6294004246e-01,0.0000000000e+00,-5.6294004247e-01,2.9699576132e-12,5.6294004247e-01
6.3577966679e-01,-5.6078810569e-01,0.0000000000e+00,-5.6078810569e-01,2.8944624475e-12,5.6078810569e-01
6.3769466679e-01,-5.5864439507e-01,0.0000000000e+00,-5.5864439507e-01,2.8272939545e-12,5.5864439507e-01
6.3960966679e-01,-5.5650887916e-01,0.0000000000e+00,-5.5650887916e-01,2.7526869673e-12,5.5650887916e-01
6.4152466679e-01,-5.5438152663e-01,0.0000000000e+00,-5.5438152664e-01,2.6793012253e-12,5.5438152664e-01
6.4343966679e-01,-5.5226230629e-01,0.0000000000e+00,-5.5226230629e-01,2.6099122863e-12,5.5226230629e-01
6.4535466679e-01,-5.5015118703e-01,0.0000000000e+00,-5.5015118703e-01,2.5364155221e-12,5.5015118703e-01
6.4726966679e-01,-5.4804813789e-01,0.0000000000e+00,-5.4804813789e-01,2.4685808953e-12,5.4804813789e-01
6.4918466679e-01,-5.4595312803e-01,0.0000000000e+00,-5.4595312803e-01,2.3979707109e-12,5.4595312803e-01
6.5109966679e-01,-5.4386612671e-01,0.0000000000e+00,-5.4386612671e-01,2.3222535006e-12,5.4386612671e-01
6.5301466679e-01,-5.4178710331e-01,0.0000000000e+00,-5.4178710331e-01,2.2490898033e-12,5.4178710331e-01
6.5492966679e-01,-5.3971602735e-01,0.0000000000e+00,-5.3971602735e-01,2.1843638009e-12,5.3971602735e-01
6.5684466679e-01,-5.3765286843e-01,0.0000000000e+00,-5.3765286844e-01,2.1124213490e-12,5.3765286844e-01
6.5875966679e-01,-5.3559759631e-01,0.0000000000e+00,-5.3559759631e-01,2.0422552538e-12,5.3559759631e-01
6.6067466679e-01,-5.3355018082e-01,0.0000000000e+00,-5.3355018082e-01,1.9696466680e-12,5.3355018082e-01
6.6258966679e-01,-5.3151059193e-01,0.0000000000e+00,-5.3151059193e-01,1.9040324872e-12,5.3151059193e-01
6.6450466679e-01,-5.2947879973e-01,0.0000000000e+00,-5.2947879973e-01,1.8378631950e-12,5.2947879973e-01
6.6641966679e-01,-5.2745477441e-01,0.0000000000e+00,-5.2745477441e-01,1.7696955013e-12,5.2745477441e-01
6.6833466679e-01,-5.2543848628e-01,0.0000000000e+00,-5.2543848628e-01,1.7041923428e-12,5.2543848628e-01
6.7024966679e-01,-5.2342990576e-01,0.0000000000e+00,-5.2342990576e-01,1.6344703369e-12,5.2342990576e-01
6.7216466679e-01,-5.2142900340e-01,0.0000000000e+00,-5.2142900340e-01,1.5722978475e-12,5.2142900340e-01
6.7407966679e-01,-5.1943574983e-01,0.0000000000e+00,-5.1943574983e-01,1.5070167336e-12,5.1943574983e-01
6.7599466679e-01,-5.1745011583e-01,0.0000000000e+00,-5.1745011583e-01,1.4466206011e-12,5.1745011583e-01
6.7790966679e-01,-5.1547207225e-01,0.0000000000e+00,-5.1547207226e-01,1.3818945988e-12,5.1547207226e-01
6.7982466679e-01,-5.1350159010e-01,0.0000000000e+00,-5.1350159010e-01,1.3271606036e-12,5.1350159010e-01
6.8173966679e-01,-5.1153864046e-01,0.0000000000e+00,-5.1153864046e-01,1.2626566459e-12,5.1153864046e-01
6.8365466679e-01,-5.0958319453e-01,0.0000000000e+00,-5.0958319454e-01,1.2011502903e-12,5.0958319454e-01
6.8556966679e-01,-5.0763522364e-01,0.0000000000e+00,-5.0763522365e-01,1.1416423362e-12,5.0763522365e-01
6.8748466679e-01,-5.0569469921e-01,0.0000000000e+00,-5.0569469922e-01,1.0818013152e-12,5.0569469922e-01
6.8939966679e-01,-5.0376159278e-01,0.0000000000e+00,-5.0376159278e-01,1.0286216323e-12,5.0376159278e-01
6.9131466679e-01,-5.0183587598e-01,0.0000000000e+00,-5.0183587598e-01,9.6556096452e-13,5.0183587598e-01
6.9322966679e-01,-4.9991752057e-01,0.0000000000e+00,-4.9991752057e-01,9.0283336363e-13,4.9991752057e-01
6.9514466679e-01,-4.9800649841e-01,0.0000000000e+00,-4.9800649841e-01,8.4454665483e-13,4.9800649841e-01
6.9705966679e-01,-4.9610278147e-01,0.0000000000e+00,-4.9610278147e-01,7.8609341259e-13,4.9610278147e-01
6.9897466679e-01,-4.9420634181e-01,0.0000000000e+00,-4.9420634181e-01,7.2730710343e-13,4.9420634181e-01
7.0088966679e-01,-4.9231715163e-01,0.0000000000e+00,-4.9231715163e-01,6.6957550615e-13,4.9231715163e-01
7.0280466679e-01,-4.9043518321e-01,0.0000000000e+00,-4.9043518321e-01,6.1428639953e-13,4.9043518321e-01
7.0471966679e-01,-4.8856040894e-01,0.0000000000e+00,-4.8856040895e-01,5.5722093606e-13,4.8856040895e-01
7.0663466679e-01,-4.8669280133e-01,0.0000000000e+00,-4.8669280133e-01,5.0026649490e-13,4.8669280133e-01
7.0854966679e-01,-4.8483233297e-01,0.0000000000e+00,-4.8483233297e-01,4.4458881021e-13,4.8483233297e-01
7.1046466679e-01,-4.8297897658e-01,0.0000000000e+00,-4.8297897658e-01,3.9102054927e-13,4.8297897658e-01
7.1237966679e-01,-4.8113270497e-01,0.0000000000e+00,-4.8113270497e-01,3.3767433294e-13,4.8113270497e-01
7.1429466679e-01,-4.7929349105e-01,0.0000000000e+00,-4.7929349105e-01,2.8232971516e-13,4.7929349105e-01
7.1620966679e-01,-4.7746130785e-01,0.0000000000e+00,-4.7746130785e-01,2.2781776465e-13,4.7746130785e-01
7.1812466679e-01,-4.7563612849e-01,0.0000000000e+00,-4.7563612849e-01,1.7669199437e-13,4.7563612849e-01
7.2003966679e-01,-4.7381792620e-01,0.0000000000e+00,-4.7381792620e-01,1.2295719998e-13,4.7381792620e-01
7.2195466679e-01,-4.7200667430e-01,0.0000000000e+00,-4.7200667430e-01,7.1498362786e-14,4.7200667430e-01
7.2386966679e-01,-4.7020234623e-01,0.0000000000e+00,-4.7020234623e-01,2.0705659409e-14,4.7020234623e-01
7.2578466679e-01,-4.6840491552e-01,0.0000000000e+00,-4.6840491552e-01,3.2918112680e-14,4.6840491552e-01
7.2769966679e-01,-4.6661435581e-01,0.0000000000e+00,-4.6661435581e-01,8.3155704544e-14,4.6661435581e-01
7.2961466679e-01,-4.6483064082e-01,0.0000000000e+00,-4.6483064082e-01,1.3478107519e-13,4.6483064082e-01
7.3152966679e-01,-4.6305374439e-01,0.0000000000e+00,-4.6305374439e-01,1.8590684547e-13,4.6305374439e-01
7.3344466679e-01,-4.6128364047e-01,0.0000000000e+00,-4.6128364047e-01,2.3819834993e-13,4.6128364047e-01
7.3535966679e-01,-4.5952030307e-01,0.0000000000e+00,-4.5952030307e-01,2.8821389719e-13,4.5952030307e-01
7.3727466679e-01,-4.5776370634e-01,0.0000000000e+00,-4.5776370634e-01,3.3650859876e-13,4.5776370634e-01
7.3918966679e-01,-4.5601382451e-01,0.0000000000e+00,-4.5601382451e-01,3.8563596760e-13,4.5601382451e-01
7.4110466679e-01,-4.5427063190e-01,0.0000000000e+00,-4.5427063190e-01,4.3276493500e-13,4.5427063190e-01
7.4301966679e-01,-4.5253410296e-01,0.0000000000e+00,-4.5253410296e-01,4.7950532434e-13,4.5253410296e-01
7.4493466679e-01,-4.5080421220e-01,0.0000000000e+00,-4.5080421220e-01,5.2852167087e-13,4.5080421220e-01
7.4684966679e-01,-4.4908093425e-01,0.0000000000e+00,-4.4908093425e-01,5.7565063827e-13,4.4908093425e-01
7.4876466679e-01,-4.4736424383e-01,0.0000000000e+00,-4.4736424383e-01,6.2255756106e-13,4.4736424383e-01
7.5067966679e-01,-4.4565411577e-01,0.0000000000e+00,-4.4565411576e-01,6.6879835003e-13,4.4565411576e-01
7.5259466679e-01,-4.4395052496e-01,0.0000000000e+00,-4.4395052496e-01,7.1365136023e-13,4.4395052496e-01
7.5450966679e-01,-4.4225344643e-01,0.0000000000e+00,-4.4225344643e-01,7.5922601539e-13,4.4225344643e-01
7.5642466679e-01,-4.4056285528e-01,0.0000000000e+00,-4.4056285528e-01,8.0413453674e-13,4.4056285528e-01
7.5833966679e-01,-4.3887872671e-01,0.0000000000e+00,-4.3887872671e-01,8.5009776996e-13,4.3887872671e-01
7.6025466679e-01,-4.3720103601e-01,0.0000000000e+00,-4.3720103601e-01,8.9350749022e-13,4.3720103601e-01
7.6216966679e-01,-4.3552975858e-01,0.0000000000e+00,-4.3552975858e-01,9.3619556552e-13,4.3552975858e-01
7.6408466679e-01,-4.3386486991e-01,0.0000000000e+00,-4.3386486991e-01,9.7749586203e-13,4.3386486991e-01
7.6599966679e-01,-4.3220634556e-01,0.0000000000e+00,-4.3220634556e-01,1.0232925618e-12,4.3220634556e-01
7.6791466679e-01,-4.3055416121e-01,0.0000000000e+00,-4.3055416120e-01,1.0639822356e-12,4.3055416120e-01
7.6982966679e-01,-4.2890829262e-01,0.0000000000e+00,-4.2890829262e-01,1.1065037775e-12,4.2890829262e-01
7.7174466679e-01,-4.2726871565e-01,0.0000000000e+00,-4.2726871565e-01,1.1486367413e-12,4.2726871565e-01
7.7365966679e-01,-4.2563540625e-01,0.0000000000e+00,-4.2563540625e-01,1.1913803277e-12,4.2563540625e-01
7.7557466679e-01,-4.2400834047e-01,0.0000000000e+00,-4.2400834047e-01,1.2325696019e-12,4.2400834047e-01
7.7748966680e-01,-4.2238749443e-01,0.0000000000e+00,-4.2238749442e-01,1.2735368315e-12,4.2238749442e-01
7.7940466680e-01,-4.2077284435e-01,0.0000000000e+00,-4.2077284435e-01,1.3141709942e-12,4.2077284435e-01
7.8131966680e-01,-4.1916436656e-01,0.0000000000e+00,-4.1916436656e-01,1.3540835120e-12,4.1916436656e-01
7.8323466680e-01,-4.1756203745e-01,0.0000000000e+00,-4.1756203745e-01,1.3962164758e-12,4.1756203745e-01
7.8514966680e-01,-4.1596583353e-01,0.0000000000e+00,-4.1596583353e-01,1.4340750809e-12,4.1596583353e-01
7.8706466680e-01,-4.1437573138e-01,0.0000000000e+00,-4.1437573138e-01,1.4752088440e-12,4.1437573138e-01
7.8897966680e-01,-4.1279170767e-01,0.0000000000e+00,-4.1279170767e-01,1.5150658506e-12,4.1279170767e-01
7.9089466680e-01,-4.1121373917e-01,0.0000000000e+00,-4.1121373917e-01,1.5542567233e-12,4.1121373917e-01
7.9280966680e-01,-4.0964180273e-01,0.0000000000e+00,-4.0964180272e-01,1.5924483954e-12,4.0964180272e-01
7.9472466680e-01,-4.0807587529e-01,0.0000000000e+00,-4.0807587529e-01,1.6333601138e-12,4.0807587529e-01
7.9663966680e-01,-4.0651593388e-01,0.0000000000e+00,-4.0651593388e-01,1.6717738305e-12,4.0651593388e-01
7.9855466680e-01,-4.0496195562e-01,0.0000000000e+00,-4.0496195562e-01,1.7100210137e-12,4.0496195562e-01
8.0046966680e-01,-4.0341391772e-01,0.0000000000e+00,-4.0341391771e-01,1.7501555760e-12,4.0341391771e-01
8.0238466680e-01,-4.0187179746e-01,0.0000000000e+00,-4.0187179745e-01,1.7886248038e-12,4.0187179745e-01
8.0429966680e-01,-4.0033557222e-01,0.0000000000e+00,-4.0033557222e-01,1.8260393198e-12,4.0033557222e-01
8.0621466680e-01,-3.9880521948e-01,0.0000000000e+00,-3.9880521947e-01,1.8633428134e-12,3.9880521947e-01
8.0812966680e-01,-3.9728071677e-01,0.0000000000e+00,-3.9728071677e-01,1.9030887977e-12,3.9728071677e-01
8.1004466680e-01,-3.9576204175e-01,0.0000000000e+00,-3.9576204174e-01,1.9373946891e-12,3.9576204174e-01
8.1195966680e-01,-3.9424917212e-01,0.0000000000e+00,-3.9424917212e-01,1.9728663148e-12,3.9424917212e-01
8.1387466680e-01,-3.9274208570e-01,0.0000000000e+00,-3.9274208570e-01,2.0075607843e-12,3.9274208570e-01
8.1578966680e-01,-3.9124076039e-01,0.0000000000e+00,-3.9124076039e-01,2.0443091664e-12,3.9124076039e-01
8.1770466680e-01,-3.8974517415e-01,0.0000000000e+00,-3.8974517415e-01,2.0809465262e-12,3.8974517415e-01
8.1961966680e-01,-3.8825530506e-01,0.0000000000e+00,-3.8825530505e-01,2.1168622411e-12,3.8825530505e-01
8.2153466680e-01,-3.8677113124e-01,0.0000000000e+00,-3.8677113124e-01,2.1527224447e-12,3.8677113124e-01
8.2344966680e-01,-3.8529263095e-01,0.0000000000e+00,-3.8529263094e-01,2.1859181132e-12,3.8529263094e-01
8.2536466680e-01,-3.8381978248e-01,0.0000000000e+00,-3.8381978247e-01,2.2212787165e-12,3.8381978247e-01
8.2727966680e-01,-3.8235256423e-01,0.0000000000e+00,-3.8235256422e-01,2.2553070522e-12,3.8235256422e-01
8.2919466680e-01,-3.8089095467e-01,0.0000000000e+00,-3.8089095467e-01,2.2870594307e-12,3.8089095467e-01
8.3110966680e-01,-3.7943493238e-01,0.0000000000e+00,-3.7943493238e-01,2.3199220323e-12,3.7943493238e-01
8.3302466680e-01,-3.7798447599e-01,0.0000000000e+00,-3.7798447598e-01,2.3562263252e-12,3.7798447598e-01
8.3493966680e-01,-3.7653956421e-01,0.0000000000e+00,-3.7653956421e-01,2.3895330159e-12,3.7653956421e-01
8.3685466680e-01,-3.7510017587e-01,0.0000000000e+00,-3.7510017587e-01,2.4203417048e-12,3.7510017587e-01
8.3876966680e-01,-3.7366628984e-01,0.0000000000e+00,-3.7366628984e-01,2.4537594179e-12,3.7366628984e-01
8.4068466680e-01,-3.7223788509e-01,0.0000000000e+00,-3.7223788509e-01,2.4853452629e-12,3.7223788509e-01
8.4259966680e-01,-3.7081494067e-01,0.0000000000e+00,-3.7081494067e-01,2.5170421303e-12,3.7081494067e-01
8.4451466680e-01,-3.6939743570e-01,0.0000000000e+00,-3.6939743570e-01,2.5475732635e-12,3.6939743570e-01
8.4642966680e-01,-3.6798534940e-01,0.0000000000e+00,-3.6798534939e-01,2.5775492851e-12,3.6798534939e-01
8.4834466680e-01,-3.6657866104e-01,0.0000000000e+00,-3.6657866103e-01,2.6065816172e-12,3.6657866103e-01
8.5025966680e-01,-3.6517734999e-01,0.0000000000e+00,-3.6517734999e-01,2.6363355943e-12,3.6517734999e-01
8.5217466680e-01,-3.6378139570e-01,0.0000000000e+00,-3.6378139569e-01,2.6655899710e-12,3.6378139569e-01
8.5408966680e-01,-3.6239077768e-01,0.0000000000e+00,-3.6239077768e-01,2.6965651934e-12,3.6239077768e-01
8.5600466680e-01,-3.6100547555e-01,0.0000000000e+00,-3.6100547555e-01,2.7262081481e-12,3.6100547555e-01
