x,u_numerical,u_analytical
0.00000000,0.94679337,0.95105652
0.12500000,0.96908049,0.97236992
0.25000000,0.98539292,0.98768834
0.37500000,0.99563007,0.99691733
0.50000000,0.99972882,1.00000000
0.62500000,0.99766392,0.99691733
0.75000000,0.98944809,0.98768834
0.87500000,0.97513198,0.97236992
1.00000000,0.95480386,0.95105652
1.12500000,0.92858905,0.92387953
1.25000000,0.89664919,0.89100652
1.37500000,0.85918118,0.85264016
1.50000000,0.81641604,0.80901699
1.62500000,0.76861742,0.76040597
1.75000000,0.71608002,0.70710678
1.87500000,0.65912775,0.64944805
2.00000000,0.59811173,0.58778525
2.12500000,0.53340816,0.52249856
2.25000000,0.46541595,0.45399050
2.37500000,0.39455429,0.38268343
2.50000000,0.32126008,0.30901699
2.62500000,0.24598519,0.23344536
2.75000000,0.16919372,0.15643447
2.87500000,0.09135912,0.07845910
3.00000000,0.01296125,0.00000000
3.12500000,-0.06551652,-0.07845910
3.25000000,-0.14359037,-0.15643447
3.37500000,-0.22077893,-0.23344536
3.50000000,-0.29660631,-0.30901699
3.62500000,-0.37060502,-0.38268343
3.75000000,-0.44231883,-0.45399050
3.87500000,-0.51130559,-0.52249856
4.00000000,-0.57713999,-0.58778525
4.12500000,-0.63941612,-0.64944805
4.25000000,-0.69775004,-0.70710678
4.37500000,-0.75178210,-0.76040597
4.50000000,-0.80117918,-0.80901699
4.62500000,-0.84563671,-0.85264016
4.75000000,-0.88488062,-0.89100652
4.87500000,-0.91866894,-0.92387953
5.00000000,-0.94679337,-0.95105652
5.12500000,-0.96908049,-0.97236992
5.25000000,-0.98539292,-0.98768834
5.37500000,-0.99563007,-0.99691733
5.50000000,-0.99972882,-1.00000000
5.62500000,-0.99766392,-0.99691733
5.75000000,-0.98944809,-0.98768834
5.87500000,-0.97513198,-0.97236992
6.00000000,-0.95480386,-0.95105652
6.12500000,-0.92858905,-0.92387953
6.25000000,-0.89664919,-0.89100652
6.37500000,-0.85918118,-0.85264016
6.50000000,-0.81641604,-0.80901699
6.62500000,-0.76861742,-0.76040597
6.75000000,-0.71608002,-0.70710678
6.87500000,-0.65912775,-0.64944805
7.00000000,-0.59811173,-0.58778525
7.12500000,-0.53340816,-0.52249856
7.25000000,-0.46541595,-0.45399050
7.37500000,-0.39455429,-0.38268343
7.50000000,-0.32126008,-0.30901699
7.62500000,-0.24598519,-0.23344536
7.75000000,-0.16919372,-0.15643447
7.87500000,-0.09135912,-0.07845910
8.00000000,-0.01296125,-0.00000000
8.12500000,0.06551652,0.07845910
8.25000000,0.14359037,0.15643447
8.37500000,0.22077893,0.23344536
8.50000000,0.29660631,0.30901699
8.62500000,0.37060502,0.38268343
8.75000000,0.44231883,0.45399050
8.87500000,0.51130559,0.52249856
9.00000000,0.57713999,0.58778525
9.12500000,0.63941612,0.64944805
9.25000000,0.69775004,0.70710678
9.37500000,0.75178210,0.76040597
9.50000000,0.80117918,0.80901699
9.62500000,0.84563671,0.85264016
9.75000000,0.88488062,0.89100652
9.87500000,0.91866894,0.92387953
10.00000000,0.94679337,0.95105652
10.12500000,0.96908049,0.97236992
10.25000000,0.98539292,0.98768834
10.37500000,0.99563007,0.99691733
10.50000000,0.99972882,1.00000000
10.62500000,0.99766392,0.99691733
10.75000000,0.98944809,0.98768834
10.87500000,0.97513198,0.97236992
11.00000000,0.95480386,0.95105652
11.12500000,0.92858905,0.92387953
11.25000000,0.89664919,0.89100652
11.37500000,0.85918118,0.85264016
11.50000000,0.81641604,0.80901699
11.62500000,0.76861742,0.76040597
11.75000000,0.71608002,0.70710678
11.87500000,0.65912775,0.64944805
12.00000000,0.59811173,0.58778525
12.12500000,0.53340816,0.52249856
12.25000000,0.46541595,0.45399050
12.37500000,0.39455429,0.38268343
12.50000000,0.32126008,0.30901699
12.62500000,0.24598519,0.23344536
12.75000000,0.16919372,0.15643447
12.87500000,0.09135912,0.07845910
13.00000000,0.01296125,0.00000000
13.12500000,-0.06551652,-0.07845910
13.25000000,-0.14359037,-0.15643447
13.37500000,-0.22077893,-0.23344536
13.50000000,-0.29660631,-0.30901699
13.62500000,-0.37060502,-0.38268343
13.75000000,-0.44231883,-0.45399050
13.87500000,-0.51130559,-0.52249856
14.00000000,-0.57713999,-0.58778525
14.12500000,-0.63941612,-0.64944805
14.25000000,-0.69775004,-0.70710678
14.37500000,-0.75178210,-0.76040597
14.50000000,-0.80117918,-0.80901699
14.62500000,-0.84563671,-0.85264016
14.75000000,-0.88488062,-0.89100652
14.87500000,-0.91866894,-0.92387953
15.00000000,-0.94679337,-0.95105652
15.12500000,-0.96908049,-0.97236992
15.25000000,-0.98539292,-0.98768834
15.37500000,-0.99563007,-0.99691733
15.50000000,-0.99972882,-1.00000000
15.62500000,-0.99766392,-0.99691733
15.75000000,-0.98944809,-0.98768834
15.87500000,-0.97513198,-0.97236992
16.00000000,-0.95480386,-0.95105652
16.12500000,-0.92858905,-0.92387953
16.25000000,-0.89664919,-0.89100652
16.37500000,-0.85918118,-0.85264016
16.50000000,-0.81641604,-0.80901699
16.62500000,-0.76861742,-0.76040597
16.75000000,-0.71608002,-0.70710678
16.87500000,-0.65912775,-0.64944805
17.00000000,-0.59811173,-0.58778525
17.12500000,-0.53340816,-0.52249856
17.25000000,-0.46541595,-0.45399050
17.37500000,-0.39455429,-0.38268343
17.50000000,-0.32126008,-0.30901699
17.62500000,-0.24598519,-0.23344536
17.75000000,-0.16919372,-0.15643447
17.87500000,-0.09135912,-0.07845910
18.00000000,-0.01296125,0.00000000
18.12500000,0.06551652,0.07845910
18.25000000,0.14359037,0.15643447
18.37500000,0.22077893,0.23344536
18.50000000,0.29660631,0.30901699
18.62500000,0.37060502,0.38268343
18.75000000,0.44231883,0.45399050
18.87500000,0.51130559,0.52249856
