t,x(t),dx/dt
2.6600000004e+02,2.4624313196e+02,8.4094142513e-01
2.6610000004e+02,2.4632722235e+02,8.4086643553e-01
2.6620000004e+02,2.4641130525e+02,8.4079142730e-01
2.6630000004e+02,2.4649538064e+02,8.4071640045e-01
2.6640000004e+02,2.4657944853e+02,8.4064135494e-01
2.6650000004e+02,2.4666350891e+02,8.4056629076e-01
2.6660000004e+02,2.4674756178e+02,8.4049120790e-01
2.6670000004e+02,2.4683160715e+02,8.4041610634e-01
2.6680000004e+02,2.4691564500e+02,8.4034098608e-01
2.6690000004e+02,2.4699967535e+02,8.4026584708e-01
2.6700000004e+02,2.4708369817e+02,8.4019068934e-01
2.6710000004e+02,2.4716771348e+02,8.4011551285e-01
2.6720000004e+02,2.4725172127e+02,8.4004031758e-01
2.6730000004e+02,2.4733572155e+02,8.3996510353e-01
2.6740000004e+02,2.4741971429e+02,8.3988987067e-01
2.6750000004e+02,2.4750369952e+02,8.3981461900e-01
2.6760000004e+02,2.4758767722e+02,8.3973934849e-01
2.6770000004e+02,2.4767164739e+02,8.3966405913e-01
2.6780000004e+02,2.4775561003e+02,8.3958875091e-01
2.6790000004e+02,2.4783956514e+02,8.3951342382e-01
2.6800000004e+02,2.4792351271e+02,8.3943807782e-01
2.6810000004e+02,2.4800745275e+02,8.3936271292e-01
2.6820000004e+02,2.4809138525e+02,8.3928732909e-01
2.6830000004e+02,2.4817531022e+02,8.3921192633e-01
2.6840000004e+02,2.4825922764e+02,8.3913650461e-01
2.6850000004e+02,2.4834313752e+02,8.3906106391e-01
2.6860000004e+02,2.4842703985e+02,8.3898560423e-01
2.6870000004e+02,2.4851093464e+02,8.3891012555e-01
2.6880000004e+02,2.4859482188e+02,8.3883462785e-01
2.6890000004e+02,2.4867870156e+02,8.3875911112e-01
2.6900000004e+02,2.4876257370e+02,8.3868357534e-01
2.6910000004e+02,2.4884643828e+02,8.3860802050e-01
2.6920000004e+02,2.4893029530e+02,8.3853244658e-01
2.6930000004e+02,2.4901414477e+02,8.3845685356e-01
2.6940000004e+02,2.4909798667e+02,8.3838124143e-01
2.6950000004e+02,2.4918182101e+02,8.3830561018e-01
2.6960000004e+02,2.4926564779e+02,8.3822995978e-01
2.6970000004e+02,2.4934946701e+02,8.3815429023e-01
2.6980000004e+02,2.4943327865e+02,8.3807860150e-01
2.6990000003e+02,2.4951708273e+02,8.3800289359e-01
2.7000000003e+02,2.4960087923e+02,8.3792716647e-01
2.7010000003e+02,2.4968466816e+02,8.3785142013e-01
2.7020000003e+02,2.4976844951e+02,8.3777565456e-01
2.7030000003e+02,2.4985222329e+02,8.3769986973e-01
2.7040000003e+02,2.4993598948e+02,8.3762406564e-01
2.7050000003e+02,2.5001974810e+02,8.3754824226e-01
2.7060000003e+02,2.5010349913e+02,8.3747239958e-01
2.7070000003e+02,2.5018724258e+02,8.3739653759e-01
2.7080000003e+02,2.5027097844e+02,8.3732065627e-01
2.7090000003e+02,2.5035470671e+02,8.3724475560e-01
2.7100000003e+02,2.5043842739e+02,8.3716883557e-01
2.7110000003e+02,2.5052214048e+02,8.3709289616e-01
2.7120000003e+02,2.5060584597e+02,8.3701693735e-01
2.7130000003e+02,2.5068954386e+02,8.3694095913e-01
2.7140000003e+02,2.5077323416e+02,8.3686496149e-01
2.7150000003e+02,2.5085691686e+02,8.3678894440e-01
2.7160000003e+02,2.5094059195e+02,8.3671290786e-01
2.7170000003e+02,2.5102425944e+02,8.3663685184e-01
2.7180000003e+02,2.5110791932e+02,8.3656077633e-01
2.7190000003e+02,2.5119157159e+02,8.3648468131e-01
2.7200000003e+02,2.5127521625e+02,8.3640856677e-01
2.7210000003e+02,2.5135885330e+02,8.3633243268e-01
2.7220000003e+02,2.5144248274e+02,8.3625627905e-01
2.7230000003e+02,2.5152610456e+02,8.3618010584e-01
2.7240000003e+02,2.5160971876e+02,8.3610391304e-01
2.7250000003e+02,2.5169332534e+02,8.3602770064e-01
2.7260000003e+02,2.5177692430e+02,8.3595146861e-01
2.7270000003e+02,2.5186051563e+02,8.3587521695e-01
2.7280000003e+02,2.5194409934e+02,8.3579894564e-01
2.7290000003e+02,2.5202767542e+02,8.3572265466e-01
2.7300000003e+02,2.5211124387e+02,8.3564634399e-01
2.7310000003e+02,2.5219480469e+02,8.3557001362e-01
2.7320000003e+02,2.5227835787e+02,8.3549366352e-01
2.7330000003e+02,2.5236190342e+02,8.3541729370e-01
2.7340000003e+02,2.5244544133e+02,8.3534090412e-01
2.7350000003e+02,2.5252897160e+02,8.3526449477e-01
2.7360000003e+02,2.5261249423e+02,8.3518806564e-01
2.7370000003e+02,2.5269600921e+02,8.3511161670e-01
2.7380000003e+02,2.5277951655e+02,8.3503514795e-01
2.7390000002e+02,2.5286301624e+02,8.3495865936e-01
2.7400000002e+02,2.5294650828e+02,8.3488215092e-01
2.7410000002e+02,2.5302999267e+02,8.3480562262e-01
2.7420000002e+02,2.5311346941e+02,8.3472907443e-01
2.7430000002e+02,2.5319693849e+02,8.3465250633e-01
2.7440000002e+02,2.5328039991e+02,8.3457591832e-01
2.7450000002e+02,2.5336385367e+02,8.3449931038e-01
2.7460000002e+02,2.5344729977e+02,8.3442268248e-01
2.7470000002e+02,2.5353073821e+02,8.3434603461e-01
2.7480000002e+02,2.5361416898e+02,8.3426936676e-01
2.7490000002e+02,2.5369759208e+02,8.3419267891e-01
2.7500000002e+02,2.5378100751e+02,8.3411597104e-01
2.7510000002e+02,2.5386441527e+02,8.3403924313e-01
2.7520000002e+02,2.5394781536e+02,8.3396249517e-01
2.7530000002e+02,2.5403120777e+02,8.3388572714e-01
2.7540000002e+02,2.5411459250e+02,8.3380893902e-01
2.7550000002e+02,2.5419796956e+02,8.3373213080e-01
2.7560000002e+02,2.5428133893e+02,8.3365530246e-01
2.7570000002e+02,2.5436470062e+02,8.3357845398e-01
2.7580000002e+02,2.5444805462e+02,8.3350158535e-01
2.7590000002e+02,2.5453140093e+02,8.3342469655e-01
2.7600000002e+02,2.5461473956e+02,8.3334778755e-01
2.7610000002e+02,2.5469807049e+02,8.3327085836e-01
2.7620000002e+02,2.5478139373e+02,8.3319390893e-01
2.7630000002e+02,2.5486470927e+02,8.3311693927e-01
2.7640000002e+02,2.5494801712e+02,8.3303994935e-01
2.7650000002e+02,2.5503131726e+02,8.3296293916e-01
2.7660000002e+02,2.5511460970e+02,8.3288590867e-01
2.7670000002e+02,2.5519789444e+02,8.3280885788e-01
2.7680000002e+02,2.5528117148e+02,8.3273178675e-01
2.7690000002e+02,2.5536444080e+02,8.3265469529e-01
2.7700000002e+02,2.5544770241e+02,8.3257758346e-01
2.7710000002e+02,2.5553095632e+02,8.3250045126e-01
2.7720000002e+02,2.5561420250e+02,8.3242329866e-01
2.7730000002e+02,2.5569744097e+02,8.3234612564e-01
2.7740000002e+02,2.5578067173e+02,8.3226893220e-01
2.7750000002e+02,2.5586389476e+02,8.3219171831e-01
2.7760000002e+02,2.5594711007e+02,8.3211448395e-01
2.7770000002e+02,2.5603031766e+02,8.3203722911e-01
2.7780000002e+02,2.5611351752e+02,8.3195995376e-01
2.7790000001e+02,2.5619670965e+02,8.3188265790e-01
2.7800000001e+02,2.5627989405e+02,8.3180534151e-01
2.7810000001e+02,2.5636307071e+02,8.3172800456e-01
2.7820000001e+02,2.5644623965e+02,8.3165064703e-01
2.7830000001e+02,2.5652940084e+02,8.3157326892e-01
2.7840000001e+02,2.5661255430e+02,8.3149587021e-01
2.7850000001e+02,2.5669570002e+02,8.3141845087e-01
2.7860000001e+02,2.5677883799e+02,8.3134101088e-01
2.7870000001e+02,2.5686196822e+02,8.3126355024e-01
2.7880000001e+02,2.5694509070e+02,8.3118606892e-01
2.7890000001e+02,2.5702820543e+02,8.3110856691e-01
2.7900000001e+02,2.5711131241e+02,8.3103104418e-01
2.7910000001e+02,2.5719441164e+02,8.3095350072e-01
2.7920000001e+02,2.5727750311e+02,8.3087593651e-01
2.7930000001e+02,2.5736058683e+02,8.3079835153e-01
2.7940000001e+02,2.5744366278e+02,8.3072074577e-01
2.7950000001e+02,2.5752673097e+02,8.3064311921e-01
2.7960000001e+02,2.5760979140e+02,8.3056547182e-01
2.7970000001e+02,2.5769284407e+02,8.3048780360e-01
2.7980000001e+02,2.5777588896e+02,8.3041011452e-01
2.7990000001e+02,2.5785892609e+02,8.3033240457e-01
2.8000000001e+02,2.5794195544e+02,8.3025467372e-01
2.8010000001e+02,2.5802497702e+02,8.3017692196e-01
2.8020000001e+02,2.5810799083e+02,8.3009914927e-01
2.8030000001e+02,2.5819099685e+02,8.3002135563e-01
2.8040000001e+02,2.5827399510e+02,8.2994354103e-01
2.8050000001e+02,2.5835698556e+02,8.2986570544e-01
2.8060000001e+02,2.5843996824e+02,8.2978784885e-01
2.8070000001e+02,2.5852294313e+02,8.2970997124e-01
2.8080000001e+02,2.5860591023e+02,8.2963207259e-01
2.8090000001e+02,2.5868886954e+02,8.2955415289e-01
2.8100000001e+02,2.5877182106e+02,8.2947621211e-01
2.8110000001e+02,2.5885476478e+02,8.2939825023e-01
2.8120000001e+02,2.5893770071e+02,8.2932026724e-01
2.8130000001e+02,2.5902062884e+02,8.2924226312e-01
2.8140000001e+02,2.5910354916e+02,8.2916423785e-01
2.8150000001e+02,2.5918646168e+02,8.2908619142e-01
2.8160000001e+02,2.5926936640e+02,8.2900812379e-01
2.8170000001e+02,2.5935226331e+02,8.2893003496e-01
2.8180000000e+02,2.5943515241e+02,8.2885192491e-01
2.8190000000e+02,2.5951803369e+02,8.2877379362e-01
2.8200000000e+02,2.5960090716e+02,8.2869564106e-01
2.8210000000e+02,2.5968377282e+02,8.2861746722e-01
2.8220000000e+02,2.5976663066e+02,8.2853927209e-01
2.8230000000e+02,2.5984948067e+02,8.2846105564e-01
2.8240000000e+02,2.5993232287e+02,8.2838281785e-01
2.8250000000e+02,2.6001515724e+02,8.2830455871e-01
2.8260000000e+02,2.6009798378e+02,8.2822627820e-01
2.8270000000e+02,2.6018080249e+02,8.2814797629e-01
2.8280000000e+02,2.6026361337e+02,8.2806965297e-01
2.8290000000e+02,2.6034641642e+02,8.2799130822e-01
2.8300000000e+02,2.6042921163e+02,8.2791294202e-01
2.8310000000e+02,2.6051199901e+02,8.2783455436e-01
2.8320000000e+02,2.6059477854e+02,8.2775614520e-01
2.8330000000e+02,2.6067755024e+02,8.2767771455e-01
2.8340000000e+02,2.6076031409e+02,8.2759926236e-01
2.8350000000e+02,2.6084307009e+02,8.2752078863e-01
2.8360000000e+02,2.6092581824e+02,8.2744229334e-01
2.8370000000e+02,2.6100855855e+02,8.2736377647e-01
2.8380000000e+02,2.6109129100e+02,8.2728523800e-01
2.8390000000e+02,2.6117401559e+02,8.2720667790e-01
2.8400000000e+02,2.6125673233e+02,8.2712809616e-01
2.8410000000e+02,2.6133944121e+02,8.2704949277e-01
2.8420000000e+02,2.6142214223e+02,8.2697086770e-01
2.8430000000e+02,2.6150483539e+02,8.2689222093e-01
2.8440000000e+02,2.6158752067e+02,8.2681355244e-01
2.8450000000e+02,2.6167019810e+02,8.2673486222e-01
2.8460000000e+02,2.6175286765e+02,8.2665615024e-01
2.8470000000e+02,2.6183552932e+02,8.2657741648e-01
2.8480000000e+02,2.6191818313e+02,8.2649866093e-01
2.8490000000e+02,2.6200082906e+02,8.2641988357e-01
2.8500000000e+02,2.6208346710e+02,8.2634108437e-01
2.8510000000e+02,2.6216609727e+02,8.2626226332e-01
2.8520000000e+02,2.6224871956e+02,8.2618342040e-01
2.8530000000e+02,2.6233133396e+02,8.2610455558e-01
2.8540000000e+02,2.6241394047e+02,8.2602566886e-01
2.8550000000e+02,2.6249653909e+02,8.2594676020e-01
2.8560000000e+02,2.6257912982e+02,8.2586782959e-01
2.8570000000e+02,2.6266171265e+02,8.2578887701e-01
2.8579999999e+02,2.6274428759e+02,8.2570990244e-01
2.8589999999e+02,2.6282685463e+02,8.2563090585e-01
2.8599999999e+02,2.6290941377e+02,8.2555188724e-01
2.8609999999e+02,2.6299196501e+02,8.2547284658e-01
2.8619999999e+02,2.6307450834e+02,8.2539378385e-01
2.8629999999e+02,2.6315704377e+02,8.2531469903e-01
2.8639999999e+02,2.6323957128e+02,8.2523559210e-01
2.8649999999e+02,2.6332209088e+02,8.2515646303e-01
2.8659999999e+02,2.6340460257e+02,8.2507731182e-01
2.8669999999e+02,2.6348710635e+02,8.2499813844e-01
2.8679999999e+02,2.6356960220e+02,8.2491894287e-01
2.8689999999e+02,2.6365209013e+02,8.2483972509e-01
2.8699999999e+02,2.6373457014e+02,8.2476048508e-01
2.8709999999e+02,2.6381704223e+02,8.2468122282e-01
2.8719999999e+02,2.6389950639e+02,8.2460193829e-01
2.8729999999e+02,2.6398196262e+02,8.2452263147e-01
2.8739999999e+02,2.6406441091e+02,8.2444330234e-01
2.8749999999e+02,2.6414685128e+02,8.2436395088e-01
2.8759999999e+02,2.6422928370e+02,8.2428457707e-01
2.8769999999e+02,2.6431170819e+02,8.2420518089e-01
2.8779999999e+02,2.6439412474e+02,8.2412576231e-01
2.8789999999e+02,2.6447653334e+02,8.2404632132e-01
2.8799999999e+02,2.6455893400e+02,8.2396685790e-01
2.8809999999e+02,2.6464132671e+02,8.2388737203e-01
2.8819999999e+02,2.6472371148e+02,8.2380786368e-01
2.8829999999e+02,2.6480608829e+02,8.2372833284e-01
2.8839999999e+02,2.6488845714e+02,8.2364877948e-01
2.8849999999e+02,2.6497081804e+02,8.2356920359e-01
2.8859999999e+02,2.6505317098e+02,8.2348960515e-01
2.8869999999e+02,2.6513551596e+02,8.2340998412e-01
2.8879999999e+02,2.6521785298e+02,8.2333034050e-01
2.8889999999e+02,2.6530018203e+02,8.2325067427e-01
2.8899999999e+02,2.6538250311e+02,8.2317098539e-01
2.8909999999e+02,2.6546481622e+02,8.2309127386e-01
2.8919999999e+02,2.6554712137e+02,8.2301153964e-01
2.8929999999e+02,2.6562941853e+02,8.2293178273e-01
2.8939999999e+02,2.6571170772e+02,8.2285200309e-01
2.8949999999e+02,2.6579398893e+02,8.2277220071e-01
2.8959999999e+02,2.6587626216e+02,8.2269237557e-01
2.8969999998e+02,2.6595852741e+02,8.2261252764e-01
2.8979999998e+02,2.6604078467e+02,8.2253265691e-01
2.8989999998e+02,2.6612303394e+02,8.2245276335e-01
2.8999999998e+02,2.6620527522e+02,8.2237284694e-01
2.9009999998e+02,2.6628750851e+02,8.2229290767e-01
2.9019999998e+02,2.6636973380e+02,8.2221294550e-01
2.9029999998e+02,2.6645195109e+02,8.2213296043e-01
2.9039999998e+02,2.6653416039e+02,8.2205295242e-01
2.9049999998e+02,2.6661636168e+02,8.2197292146e-01
2.9059999998e+02,2.6669855497e+02,8.2189286753e-01
2.9069999998e+02,2.6678074026e+02,8.2181279060e-01
2.9079999998e+02,2.6686291753e+02,8.2173269065e-01
2.9089999998e+02,2.6694508679e+02,8.2165256766e-01
2.9099999998e+02,2.6702724804e+02,8.2157242162e-01
2.9109999998e+02,2.6710940128e+02,8.2149225249e-01
2.9119999998e+02,2.6719154649e+02,8.2141206026e-01
2.9129999998e+02,2.6727368369e+02,8.2133184491e-01
2.9139999998e+02,2.6735581286e+02,8.2125160641e-01
2.9149999998e+02,2.6743793401e+02,8.2117134475e-01
2.9159999998e+02,2.6752004713e+02,8.2109105989e-01
2.9169999998e+02,2.6760215222e+02,8.2101075183e-01
2.9179999998e+02,2.6768424928e+02,8.2093042053e-01
2.9189999998e+02,2.6776633830e+02,8.2085006598e-01
2.9199999998e+02,2.6784841929e+02,8.2076968816e-01
2.9209999998e+02,2.6793049224e+02,8.2068928704e-01
2.9219999998e+02,2.6801255715e+02,8.2060886260e-01
2.9229999998e+02,2.6809461401e+02,8.2052841481e-01
2.9239999998e+02,2.6817666283e+02,8.2044794367e-01
2.9249999998e+02,2.6825870360e+02,8.2036744914e-01
2.9259999998e+02,2.6834073632e+02,8.2028693121e-01
2.9269999998e+02,2.6842276099e+02,8.2020638984e-01
2.9279999998e+02,2.6850477760e+02,8.2012582503e-01
2.9289999998e+02,2.6858678615e+02,8.2004523674e-01
2.9299999998e+02,2.6866878664e+02,8.1996462496e-01
2.9309999998e+02,2.6875077907e+02,8.1988398967e-01
2.9319999998e+02,2.6883276344e+02,8.1980333083e-01
2.9329999998e+02,2.6891473974e+02,8.1972264844e-01
2.9339999998e+02,2.6899670797e+02,8.1964194246e-01
2.9349999998e+02,2.6907866813e+02,8.1956121288e-01
2.9359999998e+02,2.6916062021e+02,8.1948045966e-01
2.9369999997e+02,2.6924256422e+02,8.1939968280e-01
2.9379999997e+02,2.6932450015e+02,8.1931888227e-01
2.9389999997e+02,2.6940642799e+02,8.1923805804e-01
2.9399999997e+02,2.6948834776e+02,8.1915721010e-01
2.9409999997e+02,2.6957025944e+02,8.1907633842e-01
2.9419999997e+02,2.6965216302e+02,8.1899544297e-01
2.9429999997e+02,2.6973405852e+02,8.1891452374e-01
2.9439999997e+02,2.6981594593e+02,8.1883358071e-01
2.9449999997e+02,2.6989782524e+02,8.1875261384e-01
2.9459999997e+02,2.6997969645e+02,8.1867162312e-01
2.9469999997e+02,2.7006155956e+02,8.1859060853e-01
2.9479999997e+02,2.7014341457e+02,8.1850957004e-01
2.9489999997e+02,2.7022526148e+02,8.1842850763e-01
2.9499999997e+02,2.7030710027e+02,8.1834742128e-01
2.9509999997e+02,2.7038893096e+02,8.1826631096e-01
2.9519999997e+02,2.7047075353e+02,8.1818517665e-01
2.9529999997e+02,2.7055256799e+02,8.1810401833e-01
2.9539999997e+02,2.7063437434e+02,8.1802283598e-01
2.9549999997e+02,2.7071617256e+02,8.1794162957e-01
2.9559999997e+02,2.7079796266e+02,8.1786039908e-01
2.9569999997e+02,2.7087974464e+02,8.1777914449e-01
2.9579999997e+02,2.7096151849e+02,8.1769786577e-01
2.9589999997e+02,2.7104328421e+02,8.1761656290e-01
2.9599999997e+02,2.7112504180e+02,8.1753523585e-01
2.9609999997e+02,2.7120679126e+02,8.1745388462e-01
2.9619999997e+02,2.7128853258e+02,8.1737250916e-01
2.9629999997e+02,2.7137026576e+02,8.1729110946e-01
2.9639999997e+02,2.7145199080e+02,8.1720968549e-01
2.9649999997e+02,2.7153370769e+02,8.1712823724e-01
2.9659999997e+02,2.7161541644e+02,8.1704676467e-01
2.9669999997e+02,2.7169711705e+02,8.1696526777e-01
2.9679999997e+02,2.7177880950e+02,8.1688374651e-01
2.9689999997e+02,2.7186049380e+02,8.1680220087e-01
2.9699999997e+02,2.7194216994e+02,8.1672063082e-01
2.9709999997e+02,2.7202383792e+02,8.1663903634e-01
2.9719999997e+02,2.7210549774e+02,8.1655741741e-01
2.9729999997e+02,2.7218714940e+02,8.1647577400e-01
2.9739999997e+02,2.7226879290e+02,8.1639410609e-01
2.9749999997e+02,2.7235042822e+02,8.1631241365e-01
2.9759999997e+02,2.7243205538e+02,8.1623069667e-01
2.9769999996e+02,2.7251367436e+02,8.1614895512e-01
2.9779999996e+02,2.7259528517e+02,8.1606718897e-01
2.9789999996e+02,2.7267688780e+02,8.1598539820e-01
2.9799999996e+02,2.7275848225e+02,8.1590358279e-01
2.9809999996e+02,2.7284006851e+02,8.1582174271e-01
2.9819999996e+02,2.7292164660e+02,8.1573987794e-01
2.9829999996e+02,2.7300321649e+02,8.1565798845e-01
2.9839999996e+02,2.7308477819e+02,8.1557607422e-01
2.9849999996e+02,2.7316633170e+02,8.1549413524e-01
2.9859999996e+02,2.7324787702e+02,8.1541217146e-01
2.9869999996e+02,2.7332941414e+02,8.1533018287e-01
2.9879999996e+02,2.7341094305e+02,8.1524816945e-01
2.9889999996e+02,2.7349246377e+02,8.1516613116e-01
2.9899999996e+02,2.7357397628e+02,8.1508406799e-01
2.9909999996e+02,2.7365548058e+02,8.1500197992e-01
2.9919999996e+02,2.7373697668e+02,8.1491986690e-01
2.9929999996e+02,2.7381846456e+02,8.1483772894e-01
2.9939999996e+02,2.7389994422e+02,8.1475556599e-01
2.9949999996e+02,2.7398141567e+02,8.1467337803e-01
2.9959999996e+02,2.7406287890e+02,8.1459116504e-01
2.9969999996e+02,2.7414433390e+02,8.1450892700e-01
2.9979999996e+02,2.7422578068e+02,8.1442666387e-01
2.9989999996e+02,2.7430721923e+02,8.1434437564e-01
2.9999999996e+02,2.7438864955e+02,8.1426206228e-01
3.0009999996e+02,2.7447007164e+02,8.1417972377e-01
3.0019999996e+02,2.7455148550e+02,8.1409736008e-01
3.0029999996e+02,2.7463289111e+02,8.1401497118e-01
3.0039999996e+02,2.7471428849e+02,8.1393255706e-01
3.0049999996e+02,2.7479567763e+02,8.1385011768e-01
3.0059999996e+02,2.7487705851e+02,8.1376765302e-01
3.0069999996e+02,2.7495843116e+02,8.1368516306e-01
3.0079999996e+02,2.7503979555e+02,8.1360264777e-01
3.0089999996e+02,2.7512115168e+02,8.1352010712e-01
3.0099999996e+02,2.7520249957e+02,8.1343754110e-01
3.0109999996e+02,2.7528383919e+02,8.1335494967e-01
3.0119999996e+02,2.7536517056e+02,8.1327233282e-01
3.0129999996e+02,2.7544649366e+02,8.1318969051e-01
3.0139999996e+02,2.7552780849e+02,8.1310702271e-01
3.0149999996e+02,2.7560911506e+02,8.1302432942e-01
3.0159999995e+02,2.7569041336e+02,8.1294161059e-01
3.0169999995e+02,2.7577170338e+02,8.1285886621e-01
3.0179999995e+02,2.7585298513e+02,8.1277609625e-01
3.0189999995e+02,2.7593425860e+02,8.1269330068e-01
3.0199999995e+02,2.7601552379e+02,8.1261047948e-01
3.0209999995e+02,2.7609678070e+02,8.1252763261e-01
3.0219999995e+02,2.7617802932e+02,8.1244476007e-01
3.0229999995e+02,2.7625926965e+02,8.1236186182e-01
3.0239999995e+02,2.7634050169e+02,8.1227893783e-01
3.0249999995e+02,2.7642172543e+02,8.1219598808e-01
3.0259999995e+02,2.7650294088e+02,8.1211301255e-01
3.0269999995e+02,2.7658414803e+02,8.1203001120e-01
3.0279999995e+02,2.7666534688e+02,8.1194698401e-01
3.0289999995e+02,2.7674653743e+02,8.1186393097e-01
3.0299999995e+02,2.7682771967e+02,8.1178085203e-01
3.0309999995e+02,2.7690889360e+02,8.1169774717e-01
3.0319999995e+02,2.7699005922e+02,8.1161461637e-01
3.0329999995e+02,2.7707121652e+02,8.1153145961e-01
3.0339999995e+02,2.7715236551e+02,8.1144827685e-01
3.0349999995e+02,2.7723350618e+02,8.1136506807e-01
3.0359999995e+02,2.7731463852e+02,8.1128183324e-01
3.0369999995e+02,2.7739576254e+02,8.1119857234e-01
3.0379999995e+02,2.7747687824e+02,8.1111528534e-01
3.0389999995e+02,2.7755798560e+02,8.1103197221e-01
3.0399999995e+02,2.7763908463e+02,8.1094863294e-01
3.0409999995e+02,2.7772017532e+02,8.1086526748e-01
3.0419999995e+02,2.7780125768e+02,8.1078187582e-01
3.0429999995e+02,2.7788233170e+02,8.1069845793e-01
3.0439999995e+02,2.7796339737e+02,8.1061501378e-01
3.0449999995e+02,2.7804445470e+02,8.1053154334e-01
3.0459999995e+02,2.7812550368e+02,8.1044804659e-01
3.0469999995e+02,2.7820654431e+02,8.1036452351e-01
3.0479999995e+02,2.7828757658e+02,8.1028097406e-01
3.0489999995e+02,2.7836860050e+02,8.1019739822e-01
3.0499999995e+02,2.7844961606e+02,8.1011379595e-01
3.0509999995e+02,2.7853062326e+02,8.1003016725e-01
3.0519999995e+02,2.7861162210e+02,8.0994651207e-01
3.0529999995e+02,2.7869261256e+02,8.0986283039e-01
3.0539999995e+02,2.7877359466e+02,8.0977912219e-01
3.0549999995e+02,2.7885456839e+02,8.0969538743e-01
3.0559999994e+02,2.7893553374e+02,8.0961162609e-01
3.0569999994e+02,2.7901649071e+02,8.0952783814e-01
3.0579999994e+02,2.7909743930e+02,8.0944402356e-01
3.0589999994e+02,2.7917837952e+02,8.0936018231e-01
3.0599999994e+02,2.7925931134e+02,8.0927631438e-01
3.0609999994e+02,2.7934023478e+02,8.0919241972e-01
3.0619999994e+02,2.7942114982e+02,8.0910849833e-01
3.0629999994e+02,2.7950205648e+02,8.0902455016e-01
3.0639999994e+02,2.7958295473e+02,8.0894057519e-01
3.0649999994e+02,2.7966384459e+02,8.0885657339e-01
3.0659999994e+02,2.7974472605e+02,8.0877254474e-01
3.0669999994e+02,2.7982559910e+02,8.0868848921e-01
3.0679999994e+02,2.7990646374e+02,8.0860440677e-01
3.0689999994e+02,2.7998731998e+02,8.0852029738e-01
3.0699999994e+02,2.8006816780e+02,8.0843616104e-01
3.0709999994e+02,2.8014900721e+02,8.0835199770e-01
3.0719999994e+02,2.8022983820e+02,8.0826780733e-01
3.0729999994e+02,2.8031066077e+02,8.0818358992e-01
3.0739999994e+02,2.8039147492e+02,8.0809934543e-01
3.0749999994e+02,2.8047228064e+02,8.0801507384e-01
3.0759999994e+02,2.8055307793e+02,8.0793077511e-01
3.0769999994e+02,2.8063386679e+02,8.0784644922e-01
3.0779999994e+02,2.8071464722e+02,8.0776209614e-01
3.0789999994e+02,2.8079541921e+02,8.0767771585e-01
3.0799999994e+02,2.8087618276e+02,8.0759330830e-01
3.0809999994e+02,2.8095693787e+02,8.0750887348e-01
3.0819999994e+02,2.8103768454e+02,8.0742441136e-01
3.0829999994e+02,2.8111842275e+02,8.0733992191e-01
3.0839999994e+02,2.8119915252e+02,8.0725540509e-01
3.0849999994e+02,2.8127987383e+02,8.0717086089e-01
3.0859999994e+02,2.8136058669e+02,8.0708628927e-01
3.0869999994e+02,2.8144129109e+02,8.0700169021e-01
3.0879999994e+02,2.8152198703e+02,8.0691706367e-01
3.0889999994e+02,2.8160267450e+02,8.0683240963e-01
3.0899999994e+02,2.8168335351e+02,8.0674772805e-01
3.0909999994e+02,2.8176402405e+02,8.0666301892e-01
3.0919999994e+02,2.8184468611e+02,8.0657828219e-01
3.0929999994e+02,2.8192533970e+02,8.0649351785e-01
3.0939999994e+02,2.8200598481e+02,8.0640872585e-01
3.0949999993e+02,2.8208662145e+02,8.0632390618e-01
3.0959999993e+02,2.8216724959e+02,8.0623905881e-01
3.0969999993e+02,2.8224786926e+02,8.0615418370e-01
3.0979999993e+02,2.8232848043e+02,8.0606928083e-01
3.0989999993e+02,2.8240908311e+02,8.0598435016e-01
3.0999999993e+02,2.8248967730e+02,8.0589939167e-01
3.1009999993e+02,2.8257026299e+02,8.0581440533e-01
3.1019999993e+02,2.8265084018e+02,8.0572939110e-01
3.1029999993e+02,2.8273140887e+02,8.0564434897e-01
3.1039999993e+02,2.8281196905e+02,8.0555927889e-01
3.1049999993e+02,2.8289252072e+02,8.0547418085e-01
3.1059999993e+02,2.8297306388e+02,8.0538905480e-01
3.1069999993e+02,2.8305359853e+02,8.0530390073e-01
3.1079999993e+02,2.8313412466e+02,8.0521871860e-01
3.1089999993e+02,2.8321464227e+02,8.0513350838e-01
3.1099999993e+02,2.8329515136e+02,8.0504827003e-01
3.1109999993e+02,2.8337565193e+02,8.0496300355e-01
3.1119999993e+02,2.8345614396e+02,8.0487770888e-01
3.1129999993e+02,2.8353662747e+02,8.0479238600e-01
3.1139999993e+02,2.8361710244e+02,8.0470703489e-01
3.1149999993e+02,2.8369756887e+02,8.0462165550e-01
3.1159999993e+02,2.8377802677e+02,8.0453624782e-01
3.1169999993e+02,2.8385847612e+02,8.0445081181e-01
3.1179999993e+02,2.8393891693e+02,8.0436534744e-01
3.1189999993e+02,2.8401934919e+02,8.0427985468e-01
3.1199999993e+02,2.8409977290e+02,8.0419433350e-01
3.1209999993e+02,2.8418018806e+02,8.0410878387e-01
3.1219999993e+02,2.8426059466e+02,8.0402320576e-01
3.1229999993e+02,2.8434099270e+02,8.0393759914e-01
3.1239999993e+02,2.8442138218e+02,8.0385196398e-01
3.1249999993e+02,2.8450176309e+02,8.0376630024e-01
