t,x(t),dx/dt
4.5009999958e+02,3.8454883133e+02,5.9176484245e-01
4.5019999958e+02,3.8460794861e+02,5.9056440541e-01
4.5029999958e+02,3.8466694049e+02,5.8925197561e-01
4.5039999958e+02,3.8472579405e+02,5.8779037252e-01
4.5049999958e+02,3.8478449157e+02,5.8611719859e-01
4.5059999958e+02,3.8484300663e+02,5.8411374591e-01
4.5069999958e+02,3.8490129460e+02,5.8150336078e-01
4.5079999958e+02,3.8495925866e+02,5.7733479799e-01
4.5089999958e+02,3.8501646457e+02,5.6050220819e-01
4.5099999958e+02,3.8495545962e+02,-1.1547190930e+00
4.5109999958e+02,3.8483998963e+02,-1.1546806029e+00
4.5119999958e+02,3.8472452350e+02,-1.1546421108e+00
4.5129999958e+02,3.8460906121e+02,-1.1546036164e+00
4.5139999958e+02,3.8449360278e+02,-1.1545651200e+00
4.5149999958e+02,3.8437814819e+02,-1.1545266214e+00
4.5159999958e+02,3.8426269745e+02,-1.1544881206e+00
4.5169999958e+02,3.8414725056e+02,-1.1544496177e+00
4.5179999958e+02,3.8403180753e+02,-1.1544111127e+00
4.5189999958e+02,3.8391636834e+02,-1.1543726055e+00
4.5199999958e+02,3.8380093301e+02,-1.1543340962e+00
4.5209999957e+02,3.8368550152e+02,-1.1542955848e+00
4.5219999957e+02,3.8357007389e+02,-1.1542570712e+00
4.5229999957e+02,3.8345465011e+02,-1.1542185554e+00
4.5239999957e+02,3.8333923018e+02,-1.1541800376e+00
4.5249999957e+02,3.8322381410e+02,-1.1541415175e+00
4.5259999957e+02,3.8310840188e+02,-1.1541029954e+00
4.5269999957e+02,3.8299299350e+02,-1.1540644711e+00
4.5279999957e+02,3.8287758898e+02,-1.1540259446e+00
4.5289999957e+02,3.8276218831e+02,-1.1539874160e+00
4.5299999957e+02,3.8264679150e+02,-1.1539488853e+00
4.5309999957e+02,3.8253139854e+02,-1.1539103524e+00
4.5319999957e+02,3.8241600943e+02,-1.1538718173e+00
4.5329999957e+02,3.8230062417e+02,-1.1538332801e+00
4.5339999957e+02,3.8218524277e+02,-1.1537947408e+00
4.5349999957e+02,3.8206986522e+02,-1.1537561993e+00
4.5359999957e+02,3.8195449153e+02,-1.1537176557e+00
4.5369999957e+02,3.8183912169e+02,-1.1536791099e+00
4.5379999957e+02,3.8172375571e+02,-1.1536405620e+00
4.5389999957e+02,3.8160839358e+02,-1.1536020119e+00
4.5399999957e+02,3.8149303531e+02,-1.1535634597e+00
4.5409999957e+02,3.8137768089e+02,-1.1535249053e+00
4.5419999957e+02,3.8126233033e+02,-1.1534863488e+00
4.5429999957e+02,3.8114698362e+02,-1.1534477901e+00
4.5439999957e+02,3.8103164077e+02,-1.1534092293e+00
4.5449999957e+02,3.8091630177e+02,-1.1533706663e+00
4.5459999957e+02,3.8080096664e+02,-1.1533321012e+00
4.5469999957e+02,3.8068563535e+02,-1.1532935339e+00
4.5479999957e+02,3.8057030793e+02,-1.1532549645e+00
4.5489999957e+02,3.8045498436e+02,-1.1532163929e+00
4.5499999957e+02,3.8033966465e+02,-1.1531778192e+00
4.5509999957e+02,3.8022434880e+02,-1.1531392433e+00
4.5519999957e+02,3.8010903680e+02,-1.1531006652e+00
4.5529999957e+02,3.7999372866e+02,-1.1530620850e+00
4.5539999957e+02,3.7987842438e+02,-1.1530235027e+00
4.5549999957e+02,3.7976312396e+02,-1.1529849182e+00
4.5559999957e+02,3.7964782740e+02,-1.1529463315e+00
4.5569999957e+02,3.7953253470e+02,-1.1529077427e+00
4.5579999957e+02,3.7941724585e+02,-1.1528691517e+00
4.5589999957e+02,3.7930196087e+02,-1.1528305586e+00
4.5599999957e+02,3.7918667974e+02,-1.1527919633e+00
4.5609999956e+02,3.7907140247e+02,-1.1527533658e+00
4.5619999956e+02,3.7895612907e+02,-1.1527147662e+00
4.5629999956e+02,3.7884085952e+02,-1.1526761644e+00
4.5639999956e+02,3.7872559384e+02,-1.1526375605e+00
4.5649999956e+02,3.7861033201e+02,-1.1525989544e+00
4.5659999956e+02,3.7849507404e+02,-1.1525603462e+00
4.5669999956e+02,3.7837981994e+02,-1.1525217358e+00
4.5679999956e+02,3.7826456970e+02,-1.1524831232e+00
4.5689999956e+02,3.7814932332e+02,-1.1524445085e+00
4.5699999956e+02,3.7803408080e+02,-1.1524058916e+00
4.5709999956e+02,3.7791884214e+02,-1.1523672726e+00
4.5719999956e+02,3.7780360734e+02,-1.1523286514e+00
4.5729999956e+02,3.7768837641e+02,-1.1522900280e+00
4.5739999956e+02,3.7757314934e+02,-1.1522514025e+00
4.5749999956e+02,3.7745792613e+02,-1.1522127748e+00
4.5759999956e+02,3.7734270678e+02,-1.1521741449e+00
4.5769999956e+02,3.7722749130e+02,-1.1521355129e+00
4.5779999956e+02,3.7711227968e+02,-1.1520968787e+00
4.5789999956e+02,3.7699707192e+02,-1.1520582423e+00
4.5799999956e+02,3.7688186803e+02,-1.1520196038e+00
4.5809999956e+02,3.7676666800e+02,-1.1519809631e+00
4.5819999956e+02,3.7665147184e+02,-1.1519423203e+00
4.5829999956e+02,3.7653627954e+02,-1.1519036753e+00
4.5839999956e+02,3.7642109110e+02,-1.1518650281e+00
4.5849999956e+02,3.7630590653e+02,-1.1518263787e+00
4.5859999956e+02,3.7619072583e+02,-1.1517877272e+00
4.5869999956e+02,3.7607554899e+02,-1.1517490735e+00
4.5879999956e+02,3.7596037601e+02,-1.1517104177e+00
4.5889999956e+02,3.7584520690e+02,-1.1516717597e+00
4.5899999956e+02,3.7573004166e+02,-1.1516330995e+00
4.5909999956e+02,3.7561488028e+02,-1.1515944371e+00
4.5919999956e+02,3.7549972277e+02,-1.1515557726e+00
4.5929999956e+02,3.7538456913e+02,-1.1515171059e+00
4.5939999956e+02,3.7526941935e+02,-1.1514784370e+00
4.5949999956e+02,3.7515427344e+02,-1.1514397660e+00
4.5959999956e+02,3.7503913140e+02,-1.1514010928e+00
4.5969999956e+02,3.7492399322e+02,-1.1513624174e+00
4.5979999956e+02,3.7480885892e+02,-1.1513237398e+00
4.5989999956e+02,3.7469372848e+02,-1.1512850601e+00
4.5999999956e+02,3.7457860190e+02,-1.1512463782e+00
4.6009999955e+02,3.7446347920e+02,-1.1512076941e+00
4.6019999955e+02,3.7434836036e+02,-1.1511690079e+00
4.6029999955e+02,3.7423324540e+02,-1.1511303195e+00
4.6039999955e+02,3.7411813430e+02,-1.1510916289e+00
4.6049999955e+02,3.7400302707e+02,-1.1510529361e+00
4.6059999955e+02,3.7388792371e+02,-1.1510142412e+00
4.6069999955e+02,3.7377282422e+02,-1.1509755440e+00
4.6079999955e+02,3.7365772860e+02,-1.1509368448e+00
4.6089999955e+02,3.7354263686e+02,-1.1508981433e+00
4.6099999955e+02,3.7342754898e+02,-1.1508594396e+00
4.6109999955e+02,3.7331246497e+02,-1.1508207338e+00
4.6119999955e+02,3.7319738483e+02,-1.1507820258e+00
4.6129999955e+02,3.7308230856e+02,-1.1507433156e+00
4.6139999955e+02,3.7296723617e+02,-1.1507046032e+00
4.6149999955e+02,3.7285216764e+02,-1.1506658887e+00
4.6159999955e+02,3.7273710299e+02,-1.1506271720e+00
4.6169999955e+02,3.7262204221e+02,-1.1505884531e+00
4.6179999955e+02,3.7250698530e+02,-1.1505497320e+00
4.6189999955e+02,3.7239193226e+02,-1.1505110088e+00
4.6199999955e+02,3.7227688310e+02,-1.1504722833e+00
4.6209999955e+02,3.7216183780e+02,-1.1504335557e+00
4.6219999955e+02,3.7204679639e+02,-1.1503948259e+00
4.6229999955e+02,3.7193175884e+02,-1.1503560939e+00
4.6239999955e+02,3.7181672517e+02,-1.1503173597e+00
4.6249999955e+02,3.7170169537e+02,-1.1502786234e+00
4.6259999955e+02,3.7158666944e+02,-1.1502398849e+00
4.6269999955e+02,3.7147164739e+02,-1.1502011441e+00
4.6279999955e+02,3.7135662921e+02,-1.1501624012e+00
4.6289999955e+02,3.7124161491e+02,-1.1501236561e+00
4.6299999955e+02,3.7112660448e+02,-1.1500849089e+00
4.6309999955e+02,3.7101159793e+02,-1.1500461594e+00
4.6319999955e+02,3.7089659525e+02,-1.1500074078e+00
4.6329999955e+02,3.7078159645e+02,-1.1499686540e+00
4.6339999955e+02,3.7066660152e+02,-1.1499298979e+00
4.6349999955e+02,3.7055161047e+02,-1.1498911397e+00
4.6359999955e+02,3.7043662329e+02,-1.1498523794e+00
4.6369999955e+02,3.7032163999e+02,-1.1498136168e+00
4.6379999955e+02,3.7020666057e+02,-1.1497748520e+00
4.6389999955e+02,3.7009168502e+02,-1.1497360851e+00
4.6399999954e+02,3.6997671335e+02,-1.1496973159e+00
4.6409999954e+02,3.6986174556e+02,-1.1496585446e+00
4.6419999954e+02,3.6974678164e+02,-1.1496197711e+00
4.6429999954e+02,3.6963182160e+02,-1.1495809954e+00
4.6439999954e+02,3.6951686544e+02,-1.1495422175e+00
4.6449999954e+02,3.6940191316e+02,-1.1495034374e+00
4.6459999954e+02,3.6928696476e+02,-1.1494646551e+00
4.6469999954e+02,3.6917202023e+02,-1.1494258706e+00
4.6479999954e+02,3.6905707958e+02,-1.1493870840e+00
4.6489999954e+02,3.6894214281e+02,-1.1493482951e+00
4.6499999954e+02,3.6882720992e+02,-1.1493095040e+00
4.6509999954e+02,3.6871228091e+02,-1.1492707108e+00
4.6519999954e+02,3.6859735578e+02,-1.1492319154e+00
4.6529999954e+02,3.6848243453e+02,-1.1491931177e+00
4.6539999954e+02,3.6836751716e+02,-1.1491543179e+00
4.6549999954e+02,3.6825260367e+02,-1.1491155159e+00
4.6559999954e+02,3.6813769405e+02,-1.1490767117e+00
4.6569999954e+02,3.6802278832e+02,-1.1490379053e+00
4.6579999954e+02,3.6790788647e+02,-1.1489990967e+00
4.6589999954e+02,3.6779298850e+02,-1.1489602859e+00
4.6599999954e+02,3.6767809442e+02,-1.1489214729e+00
4.6609999954e+02,3.6756320421e+02,-1.1488826577e+00
4.6619999954e+02,3.6744831789e+02,-1.1488438403e+00
4.6629999954e+02,3.6733343544e+02,-1.1488050207e+00
4.6639999954e+02,3.6721855688e+02,-1.1487661989e+00
4.6649999954e+02,3.6710368220e+02,-1.1487273749e+00
4.6659999954e+02,3.6698881141e+02,-1.1486885487e+00
4.6669999954e+02,3.6687394449e+02,-1.1486497203e+00
4.6679999954e+02,3.6675908146e+02,-1.1486108897e+00
4.6689999954e+02,3.6664422231e+02,-1.1485720569e+00
4.6699999954e+02,3.6652936705e+02,-1.1485332219e+00
4.6709999954e+02,3.6641451567e+02,-1.1484943847e+00
4.6719999954e+02,3.6629966817e+02,-1.1484555454e+00
4.6729999954e+02,3.6618482456e+02,-1.1484167038e+00
4.6739999954e+02,3.6606998483e+02,-1.1483778600e+00
4.6749999954e+02,3.6595514899e+02,-1.1483390140e+00
4.6759999954e+02,3.6584031703e+02,-1.1483001658e+00
4.6769999954e+02,3.6572548896e+02,-1.1482613153e+00
4.6779999954e+02,3.6561066477e+02,-1.1482224627e+00
4.6789999954e+02,3.6549584446e+02,-1.1481836079e+00
4.6799999953e+02,3.6538102805e+02,-1.1481447509e+00
4.6809999953e+02,3.6526621551e+02,-1.1481058917e+00
4.6819999953e+02,3.6515140687e+02,-1.1480670302e+00
4.6829999953e+02,3.6503660211e+02,-1.1480281666e+00
4.6839999953e+02,3.6492180123e+02,-1.1479893008e+00
4.6849999953e+02,3.6480700425e+02,-1.1479504327e+00
4.6859999953e+02,3.6469221115e+02,-1.1479115624e+00
4.6869999953e+02,3.6457742194e+02,-1.1478726900e+00
4.6879999953e+02,3.6446263661e+02,-1.1478338153e+00
4.6889999953e+02,3.6434785517e+02,-1.1477949384e+00
4.6899999953e+02,3.6423307762e+02,-1.1477560593e+00
4.6909999953e+02,3.6411830396e+02,-1.1477171780e+00
4.6919999953e+02,3.6400353419e+02,-1.1476782945e+00
4.6929999953e+02,3.6388876830e+02,-1.1476394088e+00
4.6939999953e+02,3.6377400631e+02,-1.1476005209e+00
4.6949999953e+02,3.6365924820e+02,-1.1475616307e+00
4.6959999953e+02,3.6354449398e+02,-1.1475227384e+00
4.6969999953e+02,3.6342974365e+02,-1.1474838438e+00
4.6979999953e+02,3.6331499721e+02,-1.1474449470e+00
4.6989999953e+02,3.6320025466e+02,-1.1474060480e+00
4.6999999953e+02,3.6308551600e+02,-1.1473671468e+00
4.7009999953e+02,3.6297078123e+02,-1.1473282434e+00
4.7019999953e+02,3.6285605035e+02,-1.1472893378e+00
4.7029999953e+02,3.6274132336e+02,-1.1472504299e+00
4.7039999953e+02,3.6262660027e+02,-1.1472115199e+00
4.7049999953e+02,3.6251188106e+02,-1.1471726076e+00
4.7059999953e+02,3.6239716575e+02,-1.1471336931e+00
4.7069999953e+02,3.6228245432e+02,-1.1470947764e+00
4.7079999953e+02,3.6216774679e+02,-1.1470558575e+00
4.7089999953e+02,3.6205304315e+02,-1.1470169363e+00
4.7099999953e+02,3.6193834340e+02,-1.1469780130e+00
4.7109999953e+02,3.6182364755e+02,-1.1469390874e+00
4.7119999953e+02,3.6170895559e+02,-1.1469001596e+00
4.7129999953e+02,3.6159426752e+02,-1.1468612296e+00
4.7139999953e+02,3.6147958334e+02,-1.1468222973e+00
4.7149999953e+02,3.6136490306e+02,-1.1467833629e+00
4.7159999953e+02,3.6125022667e+02,-1.1467444262e+00
4.7169999953e+02,3.6113555417e+02,-1.1467054873e+00
4.7179999953e+02,3.6102088557e+02,-1.1466665462e+00
4.7189999952e+02,3.6090622086e+02,-1.1466276029e+00
4.7199999952e+02,3.6079156005e+02,-1.1465886573e+00
4.7209999952e+02,3.6067690313e+02,-1.1465497096e+00
4.7219999952e+02,3.6056225011e+02,-1.1465107596e+00
4.7229999952e+02,3.6044760098e+02,-1.1464718074e+00
4.7239999952e+02,3.6033295575e+02,-1.1464328529e+00
4.7249999952e+02,3.6021831441e+02,-1.1463938963e+00
4.7259999952e+02,3.6010367697e+02,-1.1463549374e+00
4.7269999952e+02,3.5998904342e+02,-1.1463159763e+00
4.7279999952e+02,3.5987441377e+02,-1.1462770129e+00
4.7289999952e+02,3.5975978802e+02,-1.1462380474e+00
4.7299999952e+02,3.5964516616e+02,-1.1461990796e+00
4.7309999952e+02,3.5953054820e+02,-1.1461601096e+00
4.7319999952e+02,3.5941593414e+02,-1.1461211373e+00
4.7329999952e+02,3.5930132398e+02,-1.1460821629e+00
4.7339999952e+02,3.5918671771e+02,-1.1460431862e+00
4.7349999952e+02,3.5907211534e+02,-1.1460042072e+00
4.7359999952e+02,3.5895751687e+02,-1.1459652261e+00
4.7369999952e+02,3.5884292229e+02,-1.1459262427e+00
4.7379999952e+02,3.5872833162e+02,-1.1458872571e+00
4.7389999952e+02,3.5861374484e+02,-1.1458482693e+00
4.7399999952e+02,3.5849916196e+02,-1.1458092792e+00
4.7409999952e+02,3.5838458299e+02,-1.1457702869e+00
4.7419999952e+02,3.5827000791e+02,-1.1457312924e+00
4.7429999952e+02,3.5815543673e+02,-1.1456922957e+00
4.7439999952e+02,3.5804086945e+02,-1.1456532967e+00
4.7449999952e+02,3.5792630607e+02,-1.1456142955e+00
4.7459999952e+02,3.5781174659e+02,-1.1455752920e+00
4.7469999952e+02,3.5769719101e+02,-1.1455362863e+00
4.7479999952e+02,3.5758263933e+02,-1.1454972784e+00
4.7489999952e+02,3.5746809155e+02,-1.1454582683e+00
4.7499999952e+02,3.5735354768e+02,-1.1454192559e+00
4.7509999952e+02,3.5723900770e+02,-1.1453802413e+00
4.7519999952e+02,3.5712447163e+02,-1.1453412244e+00
4.7529999952e+02,3.5700993946e+02,-1.1453022053e+00
4.7539999952e+02,3.5689541119e+02,-1.1452631840e+00
4.7549999952e+02,3.5678088682e+02,-1.1452241605e+00
4.7559999952e+02,3.5666636636e+02,-1.1451851347e+00
4.7569999952e+02,3.5655184979e+02,-1.1451461066e+00
4.7579999952e+02,3.5643733714e+02,-1.1451070764e+00
4.7589999951e+02,3.5632282838e+02,-1.1450680439e+00
4.7599999951e+02,3.5620832353e+02,-1.1450290091e+00
4.7609999951e+02,3.5609382258e+02,-1.1449899722e+00
4.7619999951e+02,3.5597932553e+02,-1.1449509330e+00
4.7629999951e+02,3.5586483239e+02,-1.1449118915e+00
4.7639999951e+02,3.5575034315e+02,-1.1448728478e+00
4.7649999951e+02,3.5563585782e+02,-1.1448338019e+00
4.7659999951e+02,3.5552137639e+02,-1.1447947537e+00
4.7669999951e+02,3.5540689887e+02,-1.1447557033e+00
4.7679999951e+02,3.5529242525e+02,-1.1447166506e+00
4.7689999951e+02,3.5517795554e+02,-1.1446775957e+00
4.7699999951e+02,3.5506348973e+02,-1.1446385386e+00
4.7709999951e+02,3.5494902783e+02,-1.1445994792e+00
4.7719999951e+02,3.5483456984e+02,-1.1445604176e+00
4.7729999951e+02,3.5472011575e+02,-1.1445213537e+00
4.7739999951e+02,3.5460566557e+02,-1.1444822876e+00
4.7749999951e+02,3.5449121929e+02,-1.1444432192e+00
4.7759999951e+02,3.5437677692e+02,-1.1444041486e+00
4.7769999951e+02,3.5426233846e+02,-1.1443650758e+00
4.7779999951e+02,3.5414790391e+02,-1.1443260007e+00
4.7789999951e+02,3.5403347326e+02,-1.1442869234e+00
4.7799999951e+02,3.5391904652e+02,-1.1442478438e+00
4.7809999951e+02,3.5380462369e+02,-1.1442087620e+00
4.7819999951e+02,3.5369020477e+02,-1.1441696779e+00
4.7829999951e+02,3.5357578976e+02,-1.1441305916e+00
4.7839999951e+02,3.5346137865e+02,-1.1440915030e+00
4.7849999951e+02,3.5334697146e+02,-1.1440524122e+00
4.7859999951e+02,3.5323256817e+02,-1.1440133191e+00
4.7869999951e+02,3.5311816879e+02,-1.1439742238e+00
4.7879999951e+02,3.5300377333e+02,-1.1439351262e+00
4.7889999951e+02,3.5288938177e+02,-1.1438960264e+00
4.7899999951e+02,3.5277499412e+02,-1.1438569244e+00
4.7909999951e+02,3.5266061038e+02,-1.1438178200e+00
4.7919999951e+02,3.5254623056e+02,-1.1437787135e+00
4.7929999951e+02,3.5243185464e+02,-1.1437396047e+00
4.7939999951e+02,3.5231748264e+02,-1.1437004936e+00
4.7949999951e+02,3.5220311454e+02,-1.1436613803e+00
4.7959999951e+02,3.5208875036e+02,-1.1436222647e+00
4.7969999951e+02,3.5197439009e+02,-1.1435831469e+00
4.7979999951e+02,3.5186003373e+02,-1.1435440268e+00
4.7989999950e+02,3.5174568128e+02,-1.1435049044e+00
4.7999999950e+02,3.5163133275e+02,-1.1434657798e+00
4.8009999950e+02,3.5151698813e+02,-1.1434266530e+00
4.8019999950e+02,3.5140264742e+02,-1.1433875239e+00
4.8029999950e+02,3.5128831062e+02,-1.1433483925e+00
4.8039999950e+02,3.5117397774e+02,-1.1433092589e+00
4.8049999950e+02,3.5105964877e+02,-1.1432701231e+00
4.8059999950e+02,3.5094532372e+02,-1.1432309849e+00
4.8069999950e+02,3.5083100258e+02,-1.1431918445e+00
4.8079999950e+02,3.5071668535e+02,-1.1431527019e+00
4.8089999950e+02,3.5060237204e+02,-1.1431135570e+00
4.8099999950e+02,3.5048806264e+02,-1.1430744098e+00
4.8109999950e+02,3.5037375715e+02,-1.1430352604e+00
4.8119999950e+02,3.5025945559e+02,-1.1429961087e+00
4.8129999950e+02,3.5014515793e+02,-1.1429569548e+00
4.8139999950e+02,3.5003086419e+02,-1.1429177986e+00
4.8149999950e+02,3.4991657437e+02,-1.1428786401e+00
4.8159999950e+02,3.4980228847e+02,-1.1428394794e+00
4.8169999950e+02,3.4968800648e+02,-1.1428003164e+00
4.8179999950e+02,3.4957372840e+02,-1.1427611512e+00
4.8189999950e+02,3.4945945425e+02,-1.1427219837e+00
4.8199999950e+02,3.4934518401e+02,-1.1426828139e+00
4.8209999950e+02,3.4923091768e+02,-1.1426436419e+00
4.8219999950e+02,3.4911665528e+02,-1.1426044676e+00
4.8229999950e+02,3.4900239679e+02,-1.1425652910e+00
4.8239999950e+02,3.4888814222e+02,-1.1425261122e+00
4.8249999950e+02,3.4877389157e+02,-1.1424869311e+00
4.8259999950e+02,3.4865964483e+02,-1.1424477478e+00
4.8269999950e+02,3.4854540202e+02,-1.1424085621e+00
4.8279999950e+02,3.4843116312e+02,-1.1423693742e+00
4.8289999950e+02,3.4831692814e+02,-1.1423301841e+00
4.8299999950e+02,3.4820269708e+02,-1.1422909917e+00
4.8309999950e+02,3.4808846995e+02,-1.1422517970e+00
4.8319999950e+02,3.4797424673e+02,-1.1422126000e+00
4.8329999950e+02,3.4786002743e+02,-1.1421734008e+00
4.8339999950e+02,3.4774581205e+02,-1.1421341993e+00
4.8349999950e+02,3.4763160059e+02,-1.1420949955e+00
4.8359999950e+02,3.4751739305e+02,-1.1420557895e+00
4.8369999950e+02,3.4740318943e+02,-1.1420165812e+00
4.8379999949e+02,3.4728898973e+02,-1.1419773706e+00
4.8389999949e+02,3.4717479395e+02,-1.1419381578e+00
4.8399999949e+02,3.4706060210e+02,-1.1418989426e+00
4.8409999949e+02,3.4694641417e+02,-1.1418597253e+00
4.8419999949e+02,3.4683223015e+02,-1.1418205056e+00
4.8429999949e+02,3.4671805006e+02,-1.1417812837e+00
4.8439999949e+02,3.4660387390e+02,-1.1417420595e+00
4.8449999949e+02,3.4648970165e+02,-1.1417028330e+00
4.8459999949e+02,3.4637553333e+02,-1.1416636042e+00
4.8469999949e+02,3.4626136893e+02,-1.1416243732e+00
4.8479999949e+02,3.4614720846e+02,-1.1415851399e+00
4.8489999949e+02,3.4603305190e+02,-1.1415459043e+00
4.8499999949e+02,3.4591889928e+02,-1.1415066664e+00
4.8509999949e+02,3.4580475057e+02,-1.1414674263e+00
4.8519999949e+02,3.4569060579e+02,-1.1414281839e+00
4.8529999949e+02,3.4557646493e+02,-1.1413889392e+00
4.8539999949e+02,3.4546232800e+02,-1.1413496923e+00
4.8549999949e+02,3.4534819500e+02,-1.1413104430e+00
4.8559999949e+02,3.4523406591e+02,-1.1412711915e+00
4.8569999949e+02,3.4511994076e+02,-1.1412319377e+00
4.8579999949e+02,3.4500581953e+02,-1.1411926816e+00
4.8589999949e+02,3.4489170222e+02,-1.1411534233e+00
4.8599999949e+02,3.4477758884e+02,-1.1411141626e+00
4.8609999949e+02,3.4466347939e+02,-1.1410748997e+00
4.8619999949e+02,3.4454937386e+02,-1.1410356345e+00
4.8629999949e+02,3.4443527226e+02,-1.1409963670e+00
4.8639999949e+02,3.4432117459e+02,-1.1409570973e+00
4.8649999949e+02,3.4420708084e+02,-1.1409178252e+00
4.8659999949e+02,3.4409299102e+02,-1.1408785509e+00
4.8669999949e+02,3.4397890513e+02,-1.1408392743e+00
4.8679999949e+02,3.4386482317e+02,-1.1407999954e+00
4.8689999949e+02,3.4375074513e+02,-1.1407607142e+00
4.8699999949e+02,3.4363667103e+02,-1.1407214308e+00
4.8709999949e+02,3.4352260085e+02,-1.1406821450e+00
4.8719999949e+02,3.4340853460e+02,-1.1406428570e+00
4.8729999949e+02,3.4329447228e+02,-1.1406035667e+00
4.8739999949e+02,3.4318041388e+02,-1.1405642741e+00
4.8749999949e+02,3.4306635942e+02,-1.1405249792e+00
4.8759999949e+02,3.4295230889e+02,-1.1404856820e+00
4.8769999949e+02,3.4283826228e+02,-1.1404463826e+00
4.8779999948e+02,3.4272421961e+02,-1.1404070808e+00
4.8789999948e+02,3.4261018087e+02,-1.1403677768e+00
4.8799999948e+02,3.4249614606e+02,-1.1403284704e+00
4.8809999948e+02,3.4238211517e+02,-1.1402891618e+00
4.8819999948e+02,3.4226808822e+02,-1.1402498509e+00
4.8829999948e+02,3.4215406520e+02,-1.1402105377e+00
4.8839999948e+02,3.4204004612e+02,-1.1401712222e+00
4.8849999948e+02,3.4192603096e+02,-1.1401319045e+00
4.8859999948e+02,3.4181201974e+02,-1.1400925844e+00
4.8869999948e+02,3.4169801244e+02,-1.1400532620e+00
4.8879999948e+02,3.4158400908e+02,-1.1400139374e+00
4.8889999948e+02,3.4147000966e+02,-1.1399746104e+00
4.8899999948e+02,3.4135601416e+02,-1.1399352812e+00
4.8909999948e+02,3.4124202260e+02,-1.1398959497e+00
4.8919999948e+02,3.4112803497e+02,-1.1398566158e+00
4.8929999948e+02,3.4101405128e+02,-1.1398172797e+00
4.8939999948e+02,3.4090007152e+02,-1.1397779413e+00
4.8949999948e+02,3.4078609569e+02,-1.1397386006e+00
4.8959999948e+02,3.4067212380e+02,-1.1396992576e+00
4.8969999948e+02,3.4055815584e+02,-1.1396599123e+00
4.8979999948e+02,3.4044419181e+02,-1.1396205647e+00
4.8989999948e+02,3.4033023172e+02,-1.1395812148e+00
4.8999999948e+02,3.4021627557e+02,-1.1395418626e+00
4.9009999948e+02,3.4010232335e+02,-1.1395025081e+00
4.9019999948e+02,3.3998837507e+02,-1.1394631514e+00
4.9029999948e+02,3.3987443072e+02,-1.1394237923e+00
4.9039999948e+02,3.3976049031e+02,-1.1393844309e+00
4.9049999948e+02,3.3964655384e+02,-1.1393450672e+00
4.9059999948e+02,3.3953262130e+02,-1.1393057012e+00
4.9069999948e+02,3.3941869270e+02,-1.1392663329e+00
4.9079999948e+02,3.3930476803e+02,-1.1392269624e+00
4.9089999948e+02,3.3919084730e+02,-1.1391875895e+00
4.9099999948e+02,3.3907693051e+02,-1.1391482143e+00
4.9109999948e+02,3.3896301766e+02,-1.1391088368e+00
4.9119999948e+02,3.3884910875e+02,-1.1390694570e+00
4.9129999948e+02,3.3873520377e+02,-1.1390300749e+00
4.9139999948e+02,3.3862130273e+02,-1.1389906905e+00
4.9149999948e+02,3.3850740563e+02,-1.1389513038e+00
4.9159999948e+02,3.3839351247e+02,-1.1389119148e+00
4.9169999947e+02,3.3827962325e+02,-1.1388725235e+00
4.9179999947e+02,3.3816573797e+02,-1.1388331299e+00
4.9189999947e+02,3.3805185662e+02,-1.1387937340e+00
4.9199999947e+02,3.3793797922e+02,-1.1387543357e+00
4.9209999947e+02,3.3782410575e+02,-1.1387149352e+00
4.9219999947e+02,3.3771023623e+02,-1.1386755324e+00
4.9229999947e+02,3.3759637065e+02,-1.1386361272e+00
4.9239999947e+02,3.3748250901e+02,-1.1385967197e+00
4.9249999947e+02,3.3736865130e+02,-1.1385573100e+00
4.9259999947e+02,3.3725479754e+02,-1.1385178979e+00
4.9269999947e+02,3.3714094773e+02,-1.1384784835e+00
4.9279999947e+02,3.3702710185e+02,-1.1384390668e+00
4.9289999947e+02,3.3691325991e+02,-1.1383996478e+00
4.9299999947e+02,3.3679942192e+02,-1.1383602265e+00
4.9309999947e+02,3.3668558787e+02,-1.1383208029e+00
4.9319999947e+02,3.3657175776e+02,-1.1382813770e+00
4.9329999947e+02,3.3645793159e+02,-1.1382419487e+00
4.9339999947e+02,3.3634410937e+02,-1.1382025182e+00
4.9349999947e+02,3.3623029109e+02,-1.1381630853e+00
4.9359999947e+02,3.3611647675e+02,-1.1381236501e+00
4.9369999947e+02,3.3600266636e+02,-1.1380842126e+00
4.9379999947e+02,3.3588885991e+02,-1.1380447728e+00
4.9389999947e+02,3.3577505740e+02,-1.1380053307e+00
4.9399999947e+02,3.3566125884e+02,-1.1379658862e+00
4.9409999947e+02,3.3554746423e+02,-1.1379264395e+00
4.9419999947e+02,3.3543367355e+02,-1.1378869904e+00
4.9429999947e+02,3.3531988683e+02,-1.1378475390e+00
4.9439999947e+02,3.3520610405e+02,-1.1378080853e+00
4.9449999947e+02,3.3509232521e+02,-1.1377686293e+00
4.9459999947e+02,3.3497855032e+02,-1.1377291710e+00
4.9469999947e+02,3.3486477938e+02,-1.1376897103e+00
4.9479999947e+02,3.3475101238e+02,-1.1376502474e+00
4.9489999947e+02,3.3463724933e+02,-1.1376107821e+00
4.9499999947e+02,3.3452349022e+02,-1.1375713144e+00
4.9509999947e+02,3.3440973506e+02,-1.1375318445e+00
