x,rho,u,P,e,t
-10,13,0,10,1.15385,0
-9.96,13,0,10,1.15385,0
-9.92,13,0,10,1.15385,0
-9.88,13,0,10,1.15385,0
-9.84,13,0,10,1.15385,0
-9.8,13,0,10,1.15385,0
-9.76,13,0,10,1.15385,0
-9.72,13,0,10,1.15385,0
-9.68,13,0,10,1.15385,0
-9.64,13,0,10,1.15385,0
-9.6,13,0,10,1.15385,0
-9.56,13,0,10,1.15385,0
-9.52,13,0,10,1.15385,0
-9.48,13,0,10,1.15385,0
-9.44,13,0,10,1.15385,0
-9.4,13,0,10,1.15385,0
-9.36,13,0,10,1.15385,0
-9.32,13,0,10,1.15385,0
-9.28,13,0,10,1.15385,0
-9.24,13,0,10,1.15385,0
-9.2,13,0,10,1.15385,0
-9.16,13,0,10,1.15385,0
-9.12,13,0,10,1.15385,0
-9.08,13,0,10,1.15385,0
-9.04,13,0,10,1.15385,0
-9,13,0,10,1.15385,0
-8.96,13,0,10,1.15385,0
-8.92,13,0,10,1.15385,0
-8.88,13,0,10,1.15385,0
-8.84,13,0,10,1.15385,0
-8.8,13,0,10,1.15385,0
-8.76,13,0,10,1.15385,0
-8.72,13,0,10,1.15385,0
-8.68,13,0,10,1.15385,0
-8.64,13,0,10,1.15385,0
-8.6,13,0,10,1.15385,0
-8.56,13,0,10,1.15385,0
-8.52,13,0,10,1.15385,0
-8.48,13,0,10,1.15385,0
-8.44,13,0,10,1.15385,0
-8.4,13,0,10,1.15385,0
-8.36,13,0,10,1.15385,0
-8.32,13,0,10,1.15385,0
-8.28,13,0,10,1.15385,0
-8.24,13,0,10,1.15385,0
-8.2,13,0,10,1.15385,0
-8.16,13,0,10,1.15385,0
-8.12,13,0,10,1.15385,0
-8.08,13,0,10,1.15385,0
-8.04,13,0,10,1.15385,0
-8,13,0,10,1.15385,0
-7.96,13,0,10,1.15385,0
-7.92,13,0,10,1.15385,0
-7.88,13,0,10,1.15385,0
-7.84,13,0,10,1.15385,0
-7.8,13,0,10,1.15385,0
-7.76,13,0,10,1.15385,0
-7.72,13,0,10,1.15385,0
-7.68,13,0,10,1.15385,0
-7.64,13,0,10,1.15385,0
-7.6,13,0,10,1.15385,0
-7.56,13,0,10,1.15385,0
-7.52,13,0,10,1.15385,0
-7.48,13,0,10,1.15385,0
-7.44,13,0,10,1.15385,0
-7.4,13,0,10,1.15385,0
-7.36,13,0,10,1.15385,0
-7.32,13,0,10,1.15385,0
-7.28,13,0,10,1.15385,0
-7.24,13,0,10,1.15385,0
-7.2,13,0,10,1.15385,0
-7.16,13,0,10,1.15385,0
-7.12,13,0,10,1.15385,0
-7.08,13,0,10,1.15385,0
-7.04,13,0,10,1.15385,0
-7,13,0,10,1.15385,0
-6.96,13,0,10,1.15385,0
-6.92,13,0,10,1.15385,0
-6.88,13,0,10,1.15385,0
-6.84,13,0,10,1.15385,0
-6.8,13,0,10,1.15385,0
-6.76,13,0,10,1.15385,0
-6.72,13,0,10,1.15385,0
-6.68,13,0,10,1.15385,0
-6.64,13,0,10,1.15385,0
-6.6,13,0,10,1.15385,0
-6.56,13,0,10,1.15385,0
-6.52,13,0,10,1.15385,0
-6.48,13,0,10,1.15385,0
-6.44,13,0,10,1.15385,0
-6.4,13,0,10,1.15385,0
-6.36,13,0,10,1.15385,0
-6.32,13,0,10,1.15385,0
-6.28,13,0,10,1.15385,0
-6.24,13,0,10,1.15385,0
-6.2,13,0,10,1.15385,0
-6.16,13,0,10,1.15385,0
-6.12,13,0,10,1.15385,0
-6.08,13,0,10,1.15385,0
-6.04,13,0,10,1.15385,0
-6,13,0,10,1.15385,0
-5.96,13,0,10,1.15385,0
-5.92,13,0,10,1.15385,0
-5.88,13,0,10,1.15385,0
-5.84,13,0,10,1.15385,0
-5.8,13,0,10,1.15385,0
-5.76,13,0,10,1.15385,0
-5.72,13,0,10,1.15385,0
-5.68,13,0,10,1.15385,0
-5.64,13,0,10,1.15385,0
-5.6,13,0,10,1.15385,0
-5.56,13,0,10,1.15385,0
-5.52,13,0,10,1.15385,0
-5.48,13,0,10,1.15385,0
-5.44,13,0,10,1.15385,0
-5.4,13,0,10,1.15385,0
-5.36,13,0,10,1.15385,0
-5.32,13,0,10,1.15385,0
-5.28,13,0,10,1.15385,0
-5.24,13,0,10,1.15385,0
-5.2,13,0,10,1.15385,0
-5.16,13,0,10,1.15385,0
-5.12,13,0,10,1.15385,0
-5.08,13,0,10,1.15385,0
-5.04,13,0,10,1.15385,0
-5,13,0,10,1.15385,0
-4.96,13,0,10,1.15385,0
-4.92,13,0,10,1.15385,0
-4.88,13,0,10,1.15385,0
-4.84,13,0,10,1.15385,0
-4.8,13,0,10,1.15385,0
-4.76,13,0,10,1.15385,0
-4.72,13,0,10,1.15385,0
-4.68,13,0,10,1.15385,0
-4.64,13,0,10,1.15385,0
-4.6,13,0,10,1.15385,0
-4.56,13,0,10,1.15385,0
-4.52,13,0,10,1.15385,0
-4.48,13,0,10,1.15385,0
-4.44,13,0,10,1.15385,0
-4.4,13,0,10,1.15385,0
-4.36,13,0,10,1.15385,0
-4.32,13,0,10,1.15385,0
-4.28,13,0,10,1.15385,0
-4.24,13,0,10,1.15385,0
-4.2,13,0,10,1.15385,0
-4.16,13,0,10,1.15385,0
-4.12,13,0,10,1.15385,0
-4.08,13,0,10,1.15385,0
-4.04,13,0,10,1.15385,0
-4,13,0,10,1.15385,0
-3.96,13,0,10,1.15385,0
-3.92,13,0,10,1.15385,0
-3.88,13,0,10,1.15385,0
-3.84,13,0,10,1.15385,0
-3.8,13,0,10,1.15385,0
-3.76,13,0,10,1.15385,0
-3.72,13,0,10,1.15385,0
-3.68,13,0,10,1.15385,0
-3.64,13,0,10,1.15385,0
-3.6,13,0,10,1.15385,0
-3.56,13,0,10,1.15385,0
-3.52,13,0,10,1.15385,0
-3.48,13,0,10,1.15385,0
-3.44,13,0,10,1.15385,0
-3.4,13,0,10,1.15385,0
-3.36,13,0,10,1.15385,0
-3.32,13,0,10,1.15385,0
-3.28,13,0,10,1.15385,0
-3.24,13,0,10,1.15385,0
-3.2,13,0,10,1.15385,0
-3.16,13,0,10,1.15385,0
-3.12,13,0,10,1.15385,0
-3.08,13,0,10,1.15385,0
-3.04,13,0,10,1.15385,0
-3,13,0,10,1.15385,0
-2.96,13,0,10,1.15385,0
-2.92,13,0,10,1.15385,0
-2.88,13,0,10,1.15385,0
-2.84,13,0,10,1.15385,0
-2.8,13,0,10,1.15385,0
-2.76,13,0,10,1.15385,0
-2.72,13,0,10,1.15385,0
-2.68,13,0,10,1.15385,0
-2.64,13,0,10,1.15385,0
-2.6,13,0,10,1.15385,0
-2.56,13,0,10,1.15385,0
-2.52,13,0,10,1.15385,0
-2.48,13,0,10,1.15385,0
-2.44,13,0,10,1.15385,0
-2.4,13,0,10,1.15385,0
-2.36,13,0,10,1.15385,0
-2.32,13,0,10,1.15385,0
-2.28,13,0,10,1.15385,0
-2.24,13,0,10,1.15385,0
-2.2,13,0,10,1.15385,0
-2.16,13,0,10,1.15385,0
-2.12,13,0,10,1.15385,0
-2.08,13,0,10,1.15385,0
-2.04,13,0,10,1.15385,0
-2,13,0,10,1.15385,0
-1.96,13,0,10,1.15385,0
-1.92,13,0,10,1.15385,0
-1.88,13,0,10,1.15385,0
-1.84,13,0,10,1.15385,0
-1.8,13,0,10,1.15385,0
-1.76,13,0,10,1.15385,0
-1.72,13,0,10,1.15385,0
-1.68,13,0,10,1.15385,0
-1.64,13,0,10,1.15385,0
-1.6,13,0,10,1.15385,0
-1.56,13,0,10,1.15385,0
-1.52,13,0,10,1.15385,0
-1.48,13,0,10,1.15385,0
-1.44,13,0,10,1.15385,0
-1.4,13,0,10,1.15385,0
-1.36,13,0,10,1.15385,0
-1.32,13,0,10,1.15385,0
-1.28,13,0,10,1.15385,0
-1.24,13,0,10,1.15385,0
-1.2,13,0,10,1.15385,0
-1.16,13,0,10,1.15385,0
-1.12,13,0,10,1.15385,0
-1.08,13,0,10,1.15385,0
-1.04,13,0,10,1.15385,0
-1,13,0,10,1.15385,0
-0.96,13,0,10,1.15385,0
-0.92,13,0,10,1.15385,0
-0.88,13,0,10,1.15385,0
-0.84,13,0,10,1.15385,0
-0.8,13,0,10,1.15385,0
-0.76,13,0,10,1.15385,0
-0.72,13,0,10,1.15385,0
-0.68,13,0,10,1.15385,0
-0.64,13,0,10,1.15385,0
-0.6,13,0,10,1.15385,0
-0.56,13,0,10,1.15385,0
-0.52,13,0,10,1.15385,0
-0.48,13,0,10,1.15385,0
-0.44,13,0,10,1.15385,0
-0.4,13,0,10,1.15385,0
-0.36,13,0,10,1.15385,0
-0.32,13,0,10,1.15385,0
-0.28,13,0,10,1.15385,0
-0.24,13,0,10,1.15385,0
-0.2,13,0,10,1.15385,0
-0.16,13,0,10,1.15385,0
-0.12,13,0,10,1.15385,0
-0.08,13,0,10,1.15385,0
-0.04,13,0,10,1.15385,0
0,1.3,0,1,1.15385,0
0.04,1.3,0,1,1.15385,0
0.08,1.3,0,1,1.15385,0
0.12,1.3,0,1,1.15385,0
0.16,1.3,0,1,1.15385,0
0.2,1.3,0,1,1.15385,0
0.24,1.3,0,1,1.15385,0
0.28,1.3,0,1,1.15385,0
0.32,1.3,0,1,1.15385,0
0.36,1.3,0,1,1.15385,0
0.4,1.3,0,1,1.15385,0
0.44,1.3,0,1,1.15385,0
0.48,1.3,0,1,1.15385,0
0.52,1.3,0,1,1.15385,0
0.56,1.3,0,1,1.15385,0
0.6,1.3,0,1,1.15385,0
0.64,1.3,0,1,1.15385,0
0.68,1.3,0,1,1.15385,0
0.72,1.3,0,1,1.15385,0
0.76,1.3,0,1,1.15385,0
0.8,1.3,0,1,1.15385,0
0.84,1.3,0,1,1.15385,0
0.88,1.3,0,1,1.15385,0
0.92,1.3,0,1,1.15385,0
0.96,1.3,0,1,1.15385,0
1,1.3,0,1,1.15385,0
1.04,1.3,0,1,1.15385,0
1.08,1.3,0,1,1.15385,0
1.12,1.3,0,1,1.15385,0
1.16,1.3,0,1,1.15385,0
1.2,1.3,0,1,1.15385,0
1.24,1.3,0,1,1.15385,0
1.28,1.3,0,1,1.15385,0
1.32,1.3,0,1,1.15385,0
1.36,1.3,0,1,1.15385,0
1.4,1.3,0,1,1.15385,0
1.44,1.3,0,1,1.15385,0
1.48,1.3,0,1,1.15385,0
1.52,1.3,0,1,1.15385,0
1.56,1.3,0,1,1.15385,0
1.6,1.3,0,1,1.15385,0
1.64,1.3,0,1,1.15385,0
1.68,1.3,0,1,1.15385,0
1.72,1.3,0,1,1.15385,0
1.76,1.3,0,1,1.15385,0
1.8,1.3,0,1,1.15385,0
1.84,1.3,0,1,1.15385,0
1.88,1.3,0,1,1.15385,0
1.92,1.3,0,1,1.15385,0
1.96,1.3,0,1,1.15385,0
2,1.3,0,1,1.15385,0
2.04,1.3,0,1,1.15385,0
2.08,1.3,0,1,1.15385,0
2.12,1.3,0,1,1.15385,0
2.16,1.3,0,1,1.15385,0
2.2,1.3,0,1,1.15385,0
2.24,1.3,0,1,1.15385,0
2.28,1.3,0,1,1.15385,0
2.32,1.3,0,1,1.15385,0
2.36,1.3,0,1,1.15385,0
2.4,1.3,0,1,1.15385,0
2.44,1.3,0,1,1.15385,0
2.48,1.3,0,1,1.15385,0
2.52,1.3,0,1,1.15385,0
2.56,1.3,0,1,1.15385,0
2.6,1.3,0,1,1.15385,0
2.64,1.3,0,1,1.15385,0
2.68,1.3,0,1,1.15385,0
2.72,1.3,0,1,1.15385,0
2.76,1.3,0,1,1.15385,0
2.8,1.3,0,1,1.15385,0
2.84,1.3,0,1,1.15385,0
2.88,1.3,0,1,1.15385,0
2.92,1.3,0,1,1.15385,0
2.96,1.3,0,1,1.15385,0
3,1.3,0,1,1.15385,0
3.04,1.3,0,1,1.15385,0
3.08,1.3,0,1,1.15385,0
3.12,1.3,0,1,1.15385,0
3.16,1.3,0,1,1.15385,0
3.2,1.3,0,1,1.15385,0
3.24,1.3,0,1,1.15385,0
3.28,1.3,0,1,1.15385,0
3.32,1.3,0,1,1.15385,0
3.36,1.3,0,1,1.15385,0
3.4,1.3,0,1,1.15385,0
3.44,1.3,0,1,1.15385,0
3.48,1.3,0,1,1.15385,0
3.52,1.3,0,1,1.15385,0
3.56,1.3,0,1,1.15385,0
3.6,1.3,0,1,1.15385,0
3.64,1.3,0,1,1.15385,0
3.68,1.3,0,1,1.15385,0
3.72,1.3,0,1,1.15385,0
3.76,1.3,0,1,1.15385,0
3.8,1.3,0,1,1.15385,0
3.84,1.3,0,1,1.15385,0
3.88,1.3,0,1,1.15385,0
3.92,1.3,0,1,1.15385,0
3.96,1.3,0,1,1.15385,0
4,1.3,0,1,1.15385,0
4.04,1.3,0,1,1.15385,0
4.08,1.3,0,1,1.15385,0
4.12,1.3,0,1,1.15385,0
4.16,1.3,0,1,1.15385,0
4.2,1.3,0,1,1.15385,0
4.24,1.3,0,1,1.15385,0
4.28,1.3,0,1,1.15385,0
4.32,1.3,0,1,1.15385,0
4.36,1.3,0,1,1.15385,0
4.4,1.3,0,1,1.15385,0
4.44,1.3,0,1,1.15385,0
4.48,1.3,0,1,1.15385,0
4.52,1.3,0,1,1.15385,0
4.56,1.3,0,1,1.15385,0
4.6,1.3,0,1,1.15385,0
4.64,1.3,0,1,1.15385,0
4.68,1.3,0,1,1.15385,0
4.72,1.3,0,1,1.15385,0
4.76,1.3,0,1,1.15385,0
4.8,1.3,0,1,1.15385,0
4.84,1.3,0,1,1.15385,0
4.88,1.3,0,1,1.15385,0
4.92,1.3,0,1,1.15385,0
4.96,1.3,0,1,1.15385,0
5,1.3,0,1,1.15385,0
5.04,1.3,0,1,1.15385,0
5.08,1.3,0,1,1.15385,0
5.12,1.3,0,1,1.15385,0
5.16,1.3,0,1,1.15385,0
5.2,1.3,0,1,1.15385,0
5.24,1.3,0,1,1.15385,0
5.28,1.3,0,1,1.15385,0
5.32,1.3,0,1,1.15385,0
5.36,1.3,0,1,1.15385,0
5.4,1.3,0,1,1.15385,0
5.44,1.3,0,1,1.15385,0
5.48,1.3,0,1,1.15385,0
5.52,1.3,0,1,1.15385,0
5.56,1.3,0,1,1.15385,0
5.6,1.3,0,1,1.15385,0
5.64,1.3,0,1,1.15385,0
5.68,1.3,0,1,1.15385,0
5.72,1.3,0,1,1.15385,0
5.76,1.3,0,1,1.15385,0
5.8,1.3,0,1,1.15385,0
5.84,1.3,0,1,1.15385,0
5.88,1.3,0,1,1.15385,0
5.92,1.3,0,1,1.15385,0
5.96,1.3,0,1,1.15385,0
6,1.3,0,1,1.15385,0
6.04,1.3,0,1,1.15385,0
6.08,1.3,0,1,1.15385,0
6.12,1.3,0,1,1.15385,0
6.16,1.3,0,1,1.15385,0
6.2,1.3,0,1,1.15385,0
6.24,1.3,0,1,1.15385,0
6.28,1.3,0,1,1.15385,0
6.32,1.3,0,1,1.15385,0
6.36,1.3,0,1,1.15385,0
6.4,1.3,0,1,1.15385,0
6.44,1.3,0,1,1.15385,0
6.48,1.3,0,1,1.15385,0
6.52,1.3,0,1,1.15385,0
6.56,1.3,0,1,1.15385,0
6.6,1.3,0,1,1.15385,0
6.64,1.3,0,1,1.15385,0
6.68,1.3,0,1,1.15385,0
6.72,1.3,0,1,1.15385,0
6.76,1.3,0,1,1.15385,0
6.8,1.3,0,1,1.15385,0
6.84,1.3,0,1,1.15385,0
6.88,1.3,0,1,1.15385,0
6.92,1.3,0,1,1.15385,0
6.96,1.3,0,1,1.15385,0
7,1.3,0,1,1.15385,0
7.04,1.3,0,1,1.15385,0
7.08,1.3,0,1,1.15385,0
7.12,1.3,0,1,1.15385,0
7.16,1.3,0,1,1.15385,0
7.2,1.3,0,1,1.15385,0
7.24,1.3,0,1,1.15385,0
7.28,1.3,0,1,1.15385,0
7.32,1.3,0,1,1.15385,0
7.36,1.3,0,1,1.15385,0
7.4,1.3,0,1,1.15385,0
7.44,1.3,0,1,1.15385,0
7.48,1.3,0,1,1.15385,0
7.52,1.3,0,1,1.15385,0
7.56,1.3,0,1,1.15385,0
7.6,1.3,0,1,1.15385,0
7.64,1.3,0,1,1.15385,0
7.68,1.3,0,1,1.15385,0
7.72,1.3,0,1,1.15385,0
7.76,1.3,0,1,1.15385,0
7.8,1.3,0,1,1.15385,0
7.84,1.3,0,1,1.15385,0
7.88,1.3,0,1,1.15385,0
7.92,1.3,0,1,1.15385,0
7.96,1.3,0,1,1.15385,0
8,1.3,0,1,1.15385,0
8.04,1.3,0,1,1.15385,0
8.08,1.3,0,1,1.15385,0
8.12,1.3,0,1,1.15385,0
8.16,1.3,0,1,1.15385,0
8.2,1.3,0,1,1.15385,0
8.24,1.3,0,1,1.15385,0
8.28,1.3,0,1,1.15385,0
8.32,1.3,0,1,1.15385,0
8.36,1.3,0,1,1.15385,0
8.4,1.3,0,1,1.15385,0
8.44,1.3,0,1,1.15385,0
8.48,1.3,0,1,1.15385,0
8.52,1.3,0,1,1.15385,0
8.56,1.3,0,1,1.15385,0
8.6,1.3,0,1,1.15385,0
8.64,1.3,0,1,1.15385,0
8.68,1.3,0,1,1.15385,0
8.72,1.3,0,1,1.15385,0
8.76,1.3,0,1,1.15385,0
8.8,1.3,0,1,1.15385,0
8.84,1.3,0,1,1.15385,0
8.88,1.3,0,1,1.15385,0
8.92,1.3,0,1,1.15385,0
8.96,1.3,0,1,1.15385,0
9,1.3,0,1,1.15385,0
9.04,1.3,0,1,1.15385,0
9.08,1.3,0,1,1.15385,0
9.12,1.3,0,1,1.15385,0
9.16,1.3,0,1,1.15385,0
9.2,1.3,0,1,1.15385,0
9.24,1.3,0,1,1.15385,0
9.28,1.3,0,1,1.15385,0
9.32,1.3,0,1,1.15385,0
9.36,1.3,0,1,1.15385,0
9.4,1.3,0,1,1.15385,0
9.44,1.3,0,1,1.15385,0
9.48,1.3,0,1,1.15385,0
9.52,1.3,0,1,1.15385,0
9.56,1.3,0,1,1.15385,0
9.6,1.3,0,1,1.15385,0
9.64,1.3,0,1,1.15385,0
9.68,1.3,0,1,1.15385,0
9.72,1.3,0,1,1.15385,0
9.76,1.3,0,1,1.15385,0
9.8,1.3,0,1,1.15385,0
9.84,1.3,0,1,1.15385,0
9.88,1.3,0,1,1.15385,0
9.92,1.3,0,1,1.15385,0
9.96,1.3,0,1,1.15385,0
10,1.3,0,1,1.15385,0
-10,13,0,10,1.15385,0.115373
-9.96,13,0,10,1.15385,0.115373
-9.92,13,0,10,1.15385,0.115373
-9.88,13,0,10,1.15385,0.115373
-9.84,13,0,10,1.15385,0.115373
-9.8,13,0,10,1.15385,0.115373
-9.76,13,0,10,1.15385,0.115373
-9.72,13,0,10,1.15385,0.115373
-9.68,13,0,10,1.15385,0.115373
-9.64,13,0,10,1.15385,0.115373
-9.6,13,0,10,1.15385,0.115373
-9.56,13,0,10,1.15385,0.115373
-9.52,13,0,10,1.15385,0.115373
-9.48,13,0,10,1.15385,0.115373
-9.44,13,0,10,1.15385,0.115373
-9.4,13,0,10,1.15385,0.115373
-9.36,13,0,10,1.15385,0.115373
-9.32,13,0,10,1.15385,0.115373
-9.28,13,0,10,1.15385,0.115373
-9.24,13,0,10,1.15385,0.115373
-9.2,13,0,10,1.15385,0.115373
-9.16,13,0,10,1.15385,0.115373
-9.12,13,0,10,1.15385,0.115373
-9.08,13,0,10,1.15385,0.115373
-9.04,13,0,10,1.15385,0.115373
-9,13,0,10,1.15385,0.115373
-8.96,13,0,10,1.15385,0.115373
-8.92,13,0,10,1.15385,0.115373
-8.88,13,0,10,1.15385,0.115373
-8.84,13,0,10,1.15385,0.115373
-8.8,13,0,10,1.15385,0.115373
-8.76,13,0,10,1.15385,0.115373
-8.72,13,0,10,1.15385,0.115373
-8.68,13,0,10,1.15385,0.115373
-8.64,13,0,10,1.15385,0.115373
-8.6,13,0,10,1.15385,0.115373
-8.56,13,0,10,1.15385,0.115373
-8.52,13,0,10,1.15385,0.115373
-8.48,13,0,10,1.15385,0.115373
-8.44,13,0,10,1.15385,0.115373
-8.4,13,0,10,1.15385,0.115373
-8.36,13,0,10,1.15385,0.115373
-8.32,13,0,10,1.15385,0.115373
-8.28,13,0,10,1.15385,0.115373
-8.24,13,0,10,1.15385,0.115373
-8.2,13,0,10,1.15385,0.115373
-8.16,13,0,10,1.15385,0.115373
-8.12,13,0,10,1.15385,0.115373
-8.08,13,0,10,1.15385,0.115373
-8.04,13,0,10,1.15385,0.115373
-8,13,0,10,1.15385,0.115373
-7.96,13,0,10,1.15385,0.115373
-7.92,13,0,10,1.15385,0.115373
-7.88,13,0,10,1.15385,0.115373
-7.84,13,0,10,1.15385,0.115373
-7.8,13,0,10,1.15385,0.115373
-7.76,13,0,10,1.15385,0.115373
-7.72,13,0,10,1.15385,0.115373
-7.68,13,0,10,1.15385,0.115373
-7.64,13,0,10,1.15385,0.115373
-7.6,13,0,10,1.15385,0.115373
-7.56,13,0,10,1.15385,0.115373
-7.52,13,0,10,1.15385,0.115373
-7.48,13,0,10,1.15385,0.115373
-7.44,13,0,10,1.15385,0.115373
-7.4,13,0,10,1.15385,0.115373
-7.36,13,0,10,1.15385,0.115373
-7.32,13,0,10,1.15385,0.115373
-7.28,13,0,10,1.15385,0.115373
-7.24,13,0,10,1.15385,0.115373
-7.2,13,0,10,1.15385,0.115373
-7.16,13,0,10,1.15385,0.115373
-7.12,13,0,10,1.15385,0.115373
-7.08,13,0,10,1.15385,0.115373
-7.04,13,0,10,1.15385,0.115373
-7,13,0,10,1.15385,0.115373
-6.96,13,0,10,1.15385,0.115373
-6.92,13,0,10,1.15385,0.115373
-6.88,13,0,10,1.15385,0.115373
-6.84,13,0,10,1.15385,0.115373
-6.8,13,0,10,1.15385,0.115373
-6.76,13,0,10,1.15385,0.115373
-6.72,13,0,10,1.15385,0.115373
-6.68,13,0,10,1.15385,0.115373
-6.64,13,0,10,1.15385,0.115373
-6.6,13,0,10,1.15385,0.115373
-6.56,13,0,10,1.15385,0.115373
-6.52,13,0,10,1.15385,0.115373
-6.48,13,0,10,1.15385,0.115373
-6.44,13,0,10,1.15385,0.115373
-6.4,13,0,10,1.15385,0.115373
-6.36,13,0,10,1.15385,0.115373
-6.32,13,0,10,1.15385,0.115373
-6.28,13,0,10,1.15385,0.115373
-6.24,13,0,10,1.15385,0.115373
-6.2,13,0,10,1.15385,0.115373
-6.16,13,0,10,1.15385,0.115373
-6.12,13,0,10,1.15385,0.115373
-6.08,13,0,10,1.15385,0.115373
-6.04,13,0,10,1.15385,0.115373
-6,13,0,10,1.15385,0.115373
-5.96,13,0,10,1.15385,0.115373
-5.92,13,0,10,1.15385,0.115373
-5.88,13,0,10,1.15385,0.115373
-5.84,13,0,10,1.15385,0.115373
-5.8,13,0,10,1.15385,0.115373
-5.76,13,0,10,1.15385,0.115373
-5.72,13,0,10,1.15385,0.115373
-5.68,13,0,10,1.15385,0.115373
-5.64,13,0,10,1.15385,0.115373
-5.6,13,0,10,1.15385,0.115373
-5.56,13,0,10,1.15385,0.115373
-5.52,13,0,10,1.15385,0.115373
-5.48,13,0,10,1.15385,0.115373
-5.44,13,0,10,1.15385,0.115373
-5.4,13,0,10,1.15385,0.115373
-5.36,13,0,10,1.15385,0.115373
-5.32,13,0,10,1.15385,0.115373
-5.28,13,0,10,1.15385,0.115373
-5.24,13,0,10,1.15385,0.115373
-5.2,13,0,10,1.15385,0.115373
-5.16,13,0,10,1.15385,0.115373
-5.12,13,0,10,1.15385,0.115373
-5.08,13,0,10,1.15385,0.115373
-5.04,13,0,10,1.15385,0.115373
-5,13,0,10,1.15385,0.115373
-4.96,13,0,10,1.15385,0.115373
-4.92,13,0,10,1.15385,0.115373
-4.88,13,0,10,1.15385,0.115373
-4.84,13,0,10,1.15385,0.115373
-4.8,13,0,10,1.15385,0.115373
-4.76,13,0,10,1.15385,0.115373
-4.72,13,0,10,1.15385,0.115373
-4.68,13,0,10,1.15385,0.115373
-4.64,13,0,10,1.15385,0.115373
-4.6,13,0,10,1.15385,0.115373
-4.56,13,0,10,1.15385,0.115373
-4.52,13,0,10,1.15385,0.115373
-4.48,13,0,10,1.15385,0.115373
-4.44,13,0,10,1.15385,0.115373
-4.4,13,0,10,1.15385,0.115373
-4.36,13,0,10,1.15385,0.115373
-4.32,13,0,10,1.15385,0.115373
-4.28,13,0,10,1.15385,0.115373
-4.24,13,0,10,1.15385,0.115373
-4.2,13,0,10,1.15385,0.115373
-4.16,13,0,10,1.15385,0.115373
-4.12,13,0,10,1.15385,0.115373
-4.08,13,0,10,1.15385,0.115373
-4.04,13,0,10,1.15385,0.115373
-4,13,0,10,1.15385,0.115373
-3.96,13,0,10,1.15385,0.115373
-3.92,13,0,10,1.15385,0.115373
-3.88,13,0,10,1.15385,0.115373
-3.84,13,0,10,1.15385,0.115373
-3.8,13,0,10,1.15385,0.115373
-3.76,13,0,10,1.15385,0.115373
-3.72,13,0,10,1.15385,0.115373
-3.68,13,0,10,1.15385,0.115373
-3.64,13,0,10,1.15385,0.115373
-3.6,13,0,10,1.15385,0.115373
-3.56,13,0,10,1.15385,0.115373
-3.52,13,0,10,1.15385,0.115373
-3.48,13,0,10,1.15385,0.115373
-3.44,13,0,10,1.15385,0.115373
-3.4,13,0,10,1.15385,0.115373
-3.36,13,0,10,1.15385,0.115373
-3.32,13,0,10,1.15385,0.115373
-3.28,13,0,10,1.15385,0.115373
-3.24,13,0,10,1.15385,0.115373
-3.2,13,0,10,1.15385,0.115373
-3.16,13,0,10,1.15385,0.115373
-3.12,13,0,10,1.15385,0.115373
-3.08,13,0,10,1.15385,0.115373
-3.04,13,0,10,1.15385,0.115373
-3,13,0,10,1.15385,0.115373
-2.96,13,0,10,1.15385,0.115373
-2.92,13,0,10,1.15385,0.115373
-2.88,13,0,10,1.15385,0.115373
-2.84,13,0,10,1.15385,0.115373
-2.8,13,0,10,1.15385,0.115373
-2.76,13,0,10,1.15385,0.115373
-2.72,13,0,10,1.15385,0.115373
-2.68,13,0,10,1.15385,0.115373
-2.64,13,0,10,1.15385,0.115373
-2.6,13,0,10,1.15385,0.115373
-2.56,13,0,10,1.15385,0.115373
-2.52,13,0,10,1.15385,0.115373
-2.48,13,0,10,1.15385,0.115373
-2.44,13,0,10,1.15385,0.115373
-2.4,13,0,10,1.15385,0.115373
-2.36,13,0,10,1.15385,0.115373
-2.32,13,0,10,1.15385,0.115373
-2.28,13,0,10,1.15385,0.115373
-2.24,13,0,10,1.15385,0.115373
-2.2,13,0,10,1.15385,0.115373
-2.16,13,0,10,1.15385,0.115373
-2.12,13,0,10,1.15385,0.115373
-2.08,13,0,10,1.15385,0.115373
-2.04,13,0,10,1.15385,0.115373
-2,13,2.16896e-71,10,1.15385,0.115373
-1.96,13,3.75686e-68,10,1.15385,0.115373
-1.92,13,3.31873e-65,10,1.15385,0.115373
-1.88,13,1.87841e-62,10,1.15385,0.115373
-1.84,13,7.72154e-60,10,1.15385,0.115373
-1.8,13,2.55769e-57,10,1.15385,0.115373
-1.76,13,7.18231e-55,10,1.15385,0.115373
-1.72,13,1.73008e-52,10,1.15385,0.115373
-1.68,13,3.56876e-50,10,1.15385,0.115373
-1.64,13,6.29455e-48,10,1.15385,0.115373
-1.6,13,9.53637e-46,10,1.15385,0.115373
-1.56,13,1.25498e-43,10,1.15385,0.115373
-1.52,13,1.45526e-41,10,1.15385,0.115373
-1.48,13,1.50775e-39,10,1.15385,0.115373
-1.44,13,1.41297e-37,10,1.15385,0.115373
-1.4,13,1.20936e-35,10,1.15385,0.115373
-1.36,13,9.52828e-34,10,1.15385,0.115373
-1.32,13,6.97107e-32,10,1.15385,0.115373
-1.28,13,4.77274e-30,10,1.15385,0.115373
-1.24,13,3.08716e-28,10,1.15385,0.115373
-1.2,13,1.90407e-26,10,1.15385,0.115373
