x,rho,u,P,e,t
-8.28,13,3.50608e-106,10,1.15385,1.90559
-8.24,13,4.14013e-105,10,1.15385,1.90559
-8.2,13,4.87211e-104,10,1.15385,1.90559
-8.16,13,5.71391e-103,10,1.15385,1.90559
-8.12,13,6.6783e-102,10,1.15385,1.90559
-8.08,13,7.77888e-101,10,1.15385,1.90559
-8.04,13,9.03003e-100,10,1.15385,1.90559
-8,13,1.04468e-98,10,1.15385,1.90559
-7.96,13,1.20449e-97,10,1.15385,1.90559
-7.92,13,1.38405e-96,10,1.15385,1.90559
-7.88,13,1.585e-95,10,1.15385,1.90559
-7.84,13,1.80901e-94,10,1.15385,1.90559
-7.8,13,2.05773e-93,10,1.15385,1.90559
-7.76,13,2.33279e-92,10,1.15385,1.90559
-7.72,13,2.63576e-91,10,1.15385,1.90559
-7.68,13,2.96814e-90,10,1.15385,1.90559
-7.64,13,3.33132e-89,10,1.15385,1.90559
-7.6,13,3.72655e-88,10,1.15385,1.90559
-7.56,13,4.15494e-87,10,1.15385,1.90559
-7.52,13,4.61738e-86,10,1.15385,1.90559
-7.48,13,5.11457e-85,10,1.15385,1.90559
-7.44,13,5.64696e-84,10,1.15385,1.90559
-7.4,13,6.21473e-83,10,1.15385,1.90559
-7.36,13,6.81779e-82,10,1.15385,1.90559
-7.32,13,7.45575e-81,10,1.15385,1.90559
-7.28,13,8.12785e-80,10,1.15385,1.90559
-7.24,13,8.83306e-79,10,1.15385,1.90559
-7.2,13,9.56993e-78,10,1.15385,1.90559
-7.16,13,1.03367e-76,10,1.15385,1.90559
-7.12,13,1.11311e-75,10,1.15385,1.90559
-7.08,13,1.19507e-74,10,1.15385,1.90559
-7.04,13,1.27924e-73,10,1.15385,1.90559
-7,13,1.36528e-72,10,1.15385,1.90559
-6.96,13,1.45281e-71,10,1.15385,1.90559
-6.92,13,1.5414e-70,10,1.15385,1.90559
-6.88,13,1.63058e-69,10,1.15385,1.90559
-6.84,13,1.71984e-68,10,1.15385,1.90559
-6.8,13,1.80863e-67,10,1.15385,1.90559
-6.76,13,1.89637e-66,10,1.15385,1.90559
-6.72,13,1.98244e-65,10,1.15385,1.90559
-6.68,13,2.06621e-64,10,1.15385,1.90559
-6.64,13,2.14703e-63,10,1.15385,1.90559
-6.6,13,2.22425e-62,10,1.15385,1.90559
-6.56,13,2.29725e-61,10,1.15385,1.90559
-6.52,13,2.36539e-60,10,1.15385,1.90559
-6.48,13,2.42812e-59,10,1.15385,1.90559
-6.44,13,2.4849e-58,10,1.15385,1.90559
-6.4,13,2.53528e-57,10,1.15385,1.90559
-6.36,13,2.57887e-56,10,1.15385,1.90559
-6.32,13,2.61537e-55,10,1.15385,1.90559
-6.28,13,2.64455e-54,10,1.15385,1.90559
-6.24,13,2.66631e-53,10,1.15385,1.90559
-6.2,13,2.6806e-52,10,1.15385,1.90559
-6.16,13,2.68749e-51,10,1.15385,1.90559
-6.12,13,2.68711e-50,10,1.15385,1.90559
-6.08,13,2.67968e-49,10,1.15385,1.90559
-6.04,13,2.66546e-48,10,1.15385,1.90559
-6,13,2.64476e-47,10,1.15385,1.90559
-5.96,13,2.61794e-46,10,1.15385,1.90559
-5.92,13,2.58536e-45,10,1.15385,1.90559
-5.88,13,2.54738e-44,10,1.15385,1.90559
-5.84,13,2.50436e-43,10,1.15385,1.90559
-5.8,13,2.45662e-42,10,1.15385,1.90559
-5.76,13,2.40449e-41,10,1.15385,1.90559
-5.72,13,2.34825e-40,10,1.15385,1.90559
-5.68,13,2.2882e-39,10,1.15385,1.90559
-5.64,13,2.2246e-38,10,1.15385,1.90559
-5.6,13,2.15777e-37,10,1.15385,1.90559
-5.56,13,2.08803e-36,10,1.15385,1.90559
-5.52,13,2.01577e-35,10,1.15385,1.90559
-5.48,13,1.94141e-34,10,1.15385,1.90559
-5.44,13,1.86542e-33,10,1.15385,1.90559
-5.4,13,1.7883e-32,10,1.15385,1.90559
-5.36,13,1.71054e-31,10,1.15385,1.90559
-5.32,13,1.63263e-30,10,1.15385,1.90559
-5.28,13,1.55502e-29,10,1.15385,1.90559
-5.24,13,1.47818e-28,10,1.15385,1.90559
-5.2,13,1.40257e-27,10,1.15385,1.90559
-5.16,13,1.32872e-26,10,1.15385,1.90559
-5.12,13,1.2571e-25,10,1.15385,1.90559
-5.08,13,1.18807e-24,10,1.15385,1.90559
-5.04,13,1.1216e-23,10,1.15385,1.90559
-5,13,1.0571e-22,10,1.15385,1.90559
-4.96,13,9.93371e-22,10,1.15385,1.90559
-4.92,13,9.29049e-21,10,1.15385,1.90559
-4.88,13,8.63792e-20,10,1.15385,1.90559
-4.84,13,7.98449e-19,10,1.15385,1.90559
-4.8,13,7.30269e-18,10,1.15385,1.90559
-4.76,13,6.65234e-17,10,1.15385,1.90559
-4.72,13,5.17476e-16,10,1.15385,1.90559
-4.68,13,1.9259e-15,10,1.15385,1.90559
-4.64,13,5.02927e-15,10,1.15385,1.90559
-4.6,13,1.19168e-14,10,1.15385,1.90559
-4.56,13,2.75226e-14,10,1.15385,1.90559
-4.52,13,6.24876e-14,10,1.15385,1.90559
-4.48,13,1.40197e-13,10,1.15385,1.90559
-4.44,13,3.11209e-13,10,1.15385,1.90559
-4.4,13,6.8367e-13,10,1.15385,1.90559
-4.36,13,1.48666e-12,10,1.15385,1.90559
-4.32,13,3.20002e-12,10,1.15385,1.90559
-4.28,13,6.81714e-12,10,1.15385,1.90559
-4.24,13,1.4373e-11,10,1.15385,1.90559
-4.2,13,2.99889e-11,10,1.15385,1.90559
-4.16,13,6.19154e-11,10,1.15385,1.90559
-4.12,13,1.26482e-10,10,1.15385,1.90559
-4.08,13,2.55632e-10,10,1.15385,1.90559
-4.04,13,5.11111e-10,10,1.15385,1.90559
-4,13,1.01086e-09,10,1.15385,1.90559
-3.96,13,1.97743e-09,10,1.15385,1.90559
-3.92,13,3.82563e-09,10,1.15385,1.90559
-3.88,13,7.31908e-09,10,1.15385,1.90559
-3.84,13,1.38458e-08,10,1.15385,1.90559
-3.8,13,2.58965e-08,10,1.15385,1.90559
-3.76,13,4.78832e-08,10,1.15385,1.90559
-3.72,13,8.75179e-08,10,1.15385,1.90559
-3.68,13,1.58102e-07,10,1.15385,1.90559
-3.64,13,2.82262e-07,10,1.15385,1.90559
-3.6,13,4.97964e-07,9.99999,1.15385,1.90559
-3.56,13,8.68006e-07,9.99999,1.15385,1.90559
-3.52,13,1.49477e-06,9.99998,1.15385,1.90559
-3.48,13,2.54275e-06,9.99996,1.15384,1.90559
-3.44,13,4.27225e-06,9.99994,1.15384,1.90559
-3.4,12.9999,7.08891e-06,9.9999,1.15384,1.90559
-3.36,12.9999,1.16149e-05,9.99983,1.15384,1.90559
-3.32,12.9998,1.87894e-05,9.99972,1.15383,1.90559
-3.28,12.9997,3.00064e-05,9.99956,1.15383,1.90559
-3.24,12.9995,4.73001e-05,9.9993,1.15381,1.90559
-3.2,12.9992,7.3587e-05,9.99892,1.1538,1.90559
-3.16,12.9987,0.000112973,9.99834,1.15377,1.90559
-3.12,12.998,0.000171132,9.99748,1.15373,1.90559
-3.08,12.9971,0.000255749,9.99624,1.15367,1.90559
-3.04,12.9957,0.000377031,9.99445,1.15359,1.90559
-3,12.9937,0.000548247,9.99193,1.15347,1.90559
-2.96,12.991,0.000786277,9.98843,1.15331,1.90559
-2.92,12.9872,0.00111211,9.98364,1.15309,1.90559
-2.88,12.9822,0.00155121,9.97719,1.15279,1.90559
-2.84,12.9755,0.00213376,9.96863,1.1524,1.90559
-2.8,12.9668,0.00289458,9.95746,1.15188,1.90559
-2.76,12.9556,0.00387277,9.94312,1.15122,1.90559
-2.72,12.9414,0.00511099,9.92499,1.15038,1.90559
-2.68,12.9237,0.00665442,9.90242,1.14933,1.90559
-2.64,12.9021,0.00854943,9.87477,1.14804,1.90559
-2.6,12.8759,0.0108419,9.8414,1.14649,1.90559
-2.56,12.8447,0.0135758,9.80172,1.14464,1.90559
-2.52,12.8081,0.016791,9.75522,1.14246,1.90559
-2.48,12.7657,0.0205226,9.70146,1.13994,1.90559
-2.44,12.7173,0.0247992,9.64014,1.13705,1.90559
-2.4,12.6625,0.0296419,9.57107,1.13379,1.90559
-2.36,12.6014,0.0350647,9.49419,1.13014,1.90559
-2.32,12.5339,0.0410737,9.40957,1.1261,1.90559
-2.28,12.4601,0.0476679,9.3174,1.12167,1.90559
-2.24,12.3801,0.0548396,9.21796,1.11687,1.90559
-2.2,12.2943,0.0625757,9.11165,1.1117,1.90559
-2.16,12.2028,0.0708579,8.9989,1.10617,1.90559
-2.12,12.1059,0.0796646,8.88023,1.10031,1.90559
-2.08,12.0042,0.0889711,8.75618,1.09414,1.90559
-2.04,11.8978,0.098751,8.6273,1.08767,1.90559
-2,11.7873,0.108977,8.49415,1.08093,1.90559
-1.96,11.673,0.119621,8.3573,1.07393,1.90559
-1.92,11.5552,0.130655,8.21728,1.0667,1.90559
-1.88,11.4344,0.142054,8.07461,1.05926,1.90559
-1.84,11.3108,0.153789,7.92978,1.05162,1.90559
-1.8,11.1849,0.165838,7.78324,1.04381,1.90559
-1.76,11.0569,0.178175,7.63543,1.03584,1.90559
-1.72,10.9271,0.190781,7.48672,1.02773,1.90559
-1.68,10.7958,0.203633,7.33748,1.01949,1.90559
-1.64,10.6632,0.216713,7.18803,1.01114,1.90559
-1.6,10.5296,0.230003,7.03867,1.0027,1.90559
-1.56,10.3952,0.243487,6.88967,0.994163,1.90559
-1.52,10.2601,0.25715,6.74126,0.985554,1.90559
-1.48,10.1246,0.270978,6.59365,0.976879,1.90559
-1.44,9.98872,0.284959,6.44704,0.968148,1.90559
-1.4,9.85272,0.29908,6.3016,0.95937,1.90559
-1.36,9.71669,0.313332,6.15747,0.950551,1.90559
-1.32,9.58076,0.327705,6.0148,0.9417,1.90559
-1.28,9.44503,0.342189,5.87369,0.932823,1.90559
-1.24,9.30961,0.356775,5.73426,0.923927,1.90559
-1.2,9.17459,0.371457,5.5966,0.915016,1.90559
-1.16,9.04006,0.386226,5.46078,0.906097,1.90559
-1.12,8.90609,0.401075,5.32687,0.897174,1.90559
-1.08,8.77277,0.415998,5.19495,0.888252,1.90559
-1.04,8.64016,0.430989,5.06507,0.879336,1.90559
-1,8.50833,0.44604,4.93727,0.870431,1.90559
-0.96,8.37734,0.461145,4.81161,0.86154,1.90559
-0.92,8.24726,0.476298,4.68812,0.852668,1.90559
-0.88,8.11816,0.491492,4.56685,0.84382,1.90559
-0.84,7.9901,0.506719,4.44782,0.835,1.90559
-0.8,7.86314,0.521971,4.33109,0.826214,1.90559
-0.76,7.73737,0.53724,4.21669,0.817466,1.90559
-0.72,7.61287,0.552513,4.10467,0.808764,1.90559
-0.68,7.48972,0.56778,3.99508,0.800113,1.90559
-0.64,7.36805,0.583025,3.88799,0.791523,1.90559
-0.6,7.24799,0.59823,3.78347,0.783004,1.90559
-0.56,7.12969,0.613371,3.68162,0.774568,1.90559
-0.52,7.01337,0.628419,3.58258,0.766232,1.90559
-0.48,6.8993,0.643334,3.48651,0.758015,1.90559
-0.44,6.78782,0.658066,3.39366,0.749945,1.90559
-0.4,6.6794,0.672545,3.30433,0.742058,1.90559
-0.36,6.57468,0.686676,3.21897,0.734402,1.90559
-0.32,6.47452,0.70033,3.13818,0.727044,1.90559
-0.28,6.38011,0.713328,3.06278,0.720077,1.90559
-0.24,6.29302,0.72543,2.9939,0.713623,1.90559
-0.2,6.21532,0.73632,2.93298,0.707842,1.90559
-0.16,6.14941,0.745626,2.88171,0.702923,1.90559
-0.12,6.09753,0.752988,2.84165,0.699049,1.90559
-0.08,6.06071,0.758223,2.81341,0.696307,1.90559
-0.04,6.03741,0.76152,2.79569,0.694591,1.90559
0,6.02352,0.763456,2.78525,0.693595,1.90559
0.04,6.01459,0.764667,2.77867,0.692983,1.90559
0.08,6.00815,0.765516,2.77402,0.692564,1.90559
0.12,6.00328,0.766129,2.7706,0.692272,1.90559
0.16,5.9995,0.766581,2.76803,0.692067,1.90559
0.2,5.99646,0.766919,2.76607,0.691925,1.90559
0.24,5.99395,0.767173,2.76453,0.69183,1.90559
0.28,5.99182,0.767366,2.76331,0.691771,1.90559
0.32,5.98996,0.767514,2.76233,0.69174,1.90559
0.36,5.98827,0.767627,2.76152,0.691731,1.90559
0.4,5.98671,0.767715,2.76084,0.691742,1.90559
0.44,5.98521,0.767782,2.76026,0.691769,1.90559
0.48,5.98374,0.767834,2.75975,0.691813,1.90559
0.52,5.98226,0.767873,2.75931,0.691872,1.90559
0.56,5.98072,0.767903,2.7589,0.69195,1.90559
0.6,5.97905,0.767924,2.75854,0.69205,1.90559
0.64,5.97717,0.767939,2.75819,0.692183,1.90559
0.68,5.97488,0.767949,2.75787,0.692367,1.90559
0.72,5.97191,0.767954,2.75757,0.692634,1.90559
0.76,5.96778,0.767955,2.75727,0.69304,1.90559
0.8,5.96173,0.767953,2.75699,0.693672,1.90559
0.84,5.95261,0.767947,2.75671,0.694665,1.90559
0.88,5.93881,0.767939,2.75644,0.69621,1.90559
0.92,5.91815,0.767928,2.75617,0.698572,1.90559
0.96,5.88787,0.767914,2.7559,0.702097,1.90559
1,5.84472,0.767899,2.75564,0.707212,1.90559
1.04,5.78514,0.767881,2.75537,0.714428,1.90559
1.08,5.70554,0.767861,2.75511,0.724326,1.90559
1.12,5.60274,0.767839,2.75485,0.737546,1.90559
1.16,5.47441,0.767815,2.7546,0.754766,1.90559
1.2,5.3195,0.767789,2.75435,0.776674,1.90559
1.24,5.1386,0.767762,2.7541,0.803944,1.90559
1.28,4.93411,0.767733,2.75386,0.837191,1.90559
1.32,4.71018,0.767702,2.75362,0.876917,1.90559
1.36,4.4725,0.76767,2.7534,0.923443,1.90559
1.4,4.22778,0.767636,2.75318,0.976817,1.90559
1.44,3.98322,0.767601,2.75297,1.03671,1.90559
1.48,3.74583,0.767564,2.75277,1.10233,1.90559
1.52,3.52188,0.767525,2.75257,1.17235,1.90559
1.56,3.31641,0.767485,2.75238,1.24489,1.90559
1.6,3.13299,0.767443,2.7522,1.31769,1.90559
1.64,2.97356,0.767399,2.75202,1.38824,1.90559
1.68,2.83859,0.767354,2.75184,1.45415,1.90559
1.72,2.72723,0.767307,2.75166,1.51344,1.90559
1.76,2.63763,0.767257,2.75148,1.56474,1.90559
1.8,2.56732,0.767206,2.7513,1.6075,1.90559
1.84,2.51346,0.767153,2.75112,1.64183,1.90559
1.88,2.47318,0.767098,2.75093,1.66845,1.90559
1.92,2.44376,0.76704,2.75074,1.68842,1.90559
1.96,2.42276,0.76698,2.75054,1.70294,1.90559
2,2.40809,0.766918,2.75033,1.71318,1.90559
2.04,2.39807,0.766853,2.75012,1.7202,1.90559
2.08,2.39136,0.766786,2.7499,1.72489,1.90559
2.12,2.38696,0.766716,2.74966,1.72793,1.90559
2.16,2.3841,0.766642,2.74942,1.72985,1.90559
2.2,2.38228,0.766566,2.74917,1.73102,1.90559
2.24,2.38111,0.766486,2.74891,1.7317,1.90559
2.28,2.38036,0.766402,2.74863,1.73207,1.90559
2.32,2.37985,0.766314,2.74834,1.73226,1.90559
2.36,2.37949,0.766221,2.74804,1.73233,1.90559
2.4,2.37921,0.766122,2.74771,1.73232,1.90559
2.44,2.37897,0.766016,2.74736,1.73228,1.90559
2.48,2.37874,0.765899,2.74698,1.7322,1.90559
2.52,2.3785,0.765769,2.74655,1.73211,1.90559
2.56,2.37824,0.765617,2.74605,1.73198,1.90559
2.6,2.37791,0.765431,2.74543,1.73183,1.90559
2.64,2.37749,0.765187,2.74463,1.73163,1.90559
2.68,2.37691,0.764845,2.7435,1.73135,1.90559
2.72,2.37603,0.764331,2.7418,1.73092,1.90559
2.76,2.37462,0.763511,2.7391,1.73024,1.90559
2.8,2.37229,0.76215,2.73463,1.7291,1.90559
2.84,2.36832,0.759825,2.72699,1.72717,1.90559
2.88,2.36143,0.755794,2.71379,1.72382,1.90559
2.92,2.34945,0.748754,2.69088,1.71798,1.90559
2.96,2.32869,0.736484,2.65133,1.70782,1.90559
3,2.29322,0.715327,2.58428,1.69038,1.90559
3.04,2.23444,0.6797,2.47457,1.6612,1.90559
3.08,2.14206,0.622247,2.30583,1.61468,1.90559
3.12,2.00905,0.536245,2.07102,1.54627,1.90559
3.16,1.84146,0.422017,1.78957,1.45773,1.90559
3.2,1.66563,0.294535,1.51249,1.36209,1.90559
3.24,1.51709,0.180128,1.29371,1.27914,1.90559
3.28,1.41569,0.0980899,1.15266,1.22131,1.90559
3.32,1.3573,0.0492301,1.07452,1.18749,1.90559
3.36,1.32722,0.0235501,1.03513,1.16989,1.90559
3.4,1.31265,0.0109857,1.01627,1.16132,1.90559
3.44,1.30582,0.00506111,1.00747,1.15729,1.90559
3.48,1.30266,0.00231735,1.00342,1.15542,1.90559
3.52,1.30121,0.00105766,1.00156,1.15456,1.90559
3.56,1.30055,0.000481793,1.00071,1.15417,1.90559
3.6,1.30025,0.000219157,1.00032,1.154,1.90559
3.64,1.30011,9.9559e-05,1.00015,1.15391,1.90559
3.68,1.30005,4.51653e-05,1.00007,1.15388,1.90559
3.72,1.30002,2.04579e-05,1.00003,1.15386,1.90559
3.76,1.30001,9.25025e-06,1.00001,1.15385,1.90559
3.8,1.3,4.17425e-06,1.00001,1.15385,1.90559
3.84,1.3,1.87941e-06,1,1.15385,1.90559
3.88,1.3,8.44035e-07,1,1.15385,1.90559
3.92,1.3,3.77982e-07,1,1.15385,1.90559
3.96,1.3,1.68744e-07,1,1.15385,1.90559
4,1.3,7.50757e-08,1,1.15385,1.90559
4.04,1.3,3.32783e-08,1,1.15385,1.90559
4.08,1.3,1.46921e-08,1,1.15385,1.90559
4.12,1.3,6.45876e-09,1,1.15385,1.90559
4.16,1.3,2.8264e-09,1,1.15385,1.90559
4.2,1.3,1.2309e-09,1,1.15385,1.90559
4.24,1.3,5.33344e-10,1,1.15385,1.90559
4.28,1.3,2.2987e-10,1,1.15385,1.90559
4.32,1.3,9.85252e-11,1,1.15385,1.90559
4.36,1.3,4.19868e-11,1,1.15385,1.90559
4.4,1.3,1.77865e-11,1,1.15385,1.90559
4.44,1.3,7.48855e-12,1,1.15385,1.90559
4.48,1.3,3.13291e-12,1,1.15385,1.90559
4.52,1.3,1.30211e-12,1,1.15385,1.90559
4.56,1.3,5.37554e-13,1,1.15385,1.90559
4.6,1.3,2.2043e-13,1,1.15385,1.90559
4.64,1.3,8.96725e-14,1,1.15385,1.90559
4.68,1.3,3.61094e-14,1,1.15385,1.90559
4.72,1.3,1.43634e-14,1,1.15385,1.90559
4.76,1.3,5.56815e-15,1,1.15385,1.90559
4.8,1.3,1.95287e-15,1,1.15385,1.90559
4.84,1.3,4.68722e-16,1,1.15385,1.90559
4.88,1.3,5.09605e-17,1,1.15385,1.90559
4.92,1.3,5.15987e-18,1,1.15385,1.90559
4.96,1.3,5.17234e-19,1,1.15385,1.90559
5,1.3,5.21057e-20,1,1.15385,1.90559
5.04,1.3,5.25615e-21,1,1.15385,1.90559
5.08,1.3,5.29668e-22,1,1.15385,1.90559
5.12,1.3,5.33154e-23,1,1.15385,1.90559
5.16,1.3,5.36071e-24,1,1.15385,1.90559
5.2,1.3,5.383e-25,1,1.15385,1.90559
5.24,1.3,5.39723e-26,1,1.15385,1.90559
5.28,1.3,5.40263e-27,1,1.15385,1.90559
5.32,1.3,5.39868e-28,1,1.15385,1.90559
5.36,1.3,5.38503e-29,1,1.15385,1.90559
5.4,1.3,5.36141e-30,1,1.15385,1.90559
5.44,1.3,5.32757e-31,1,1.15385,1.90559
5.48,1.3,5.28329e-32,1,1.15385,1.90559
5.52,1.3,5.22841e-33,1,1.15385,1.90559
5.56,1.3,5.16293e-34,1,1.15385,1.90559
5.6,1.3,5.08707e-35,1,1.15385,1.90559
5.64,1.3,5.00131e-36,1,1.15385,1.90559
5.68,1.3,4.90633e-37,1,1.15385,1.90559
5.72,1.3,4.80298e-38,1,1.15385,1.90559
5.76,1.3,4.69218e-39,1,1.15385,1.90559
5.8,1.3,4.57485e-40,1,1.15385,1.90559
5.84,1.3,4.4518e-41,1,1.15385,1.90559
5.88,1.3,4.32379e-42,1,1.15385,1.90559
5.92,1.3,4.19146e-43,1,1.15385,1.90559
5.96,1.3,4.0554e-44,1,1.15385,1.90559
6,1.3,3.91615e-45,1,1.15385,1.90559
6.04,1.3,3.77422e-46,1,1.15385,1.90559
6.08,1.3,3.63012e-47,1,1.15385,1.90559
6.12,1.3,3.48437e-48,1,1.15385,1.90559
6.16,1.3,3.33747e-49,1,1.15385,1.90559
6.2,1.3,3.18991e-50,1,1.15385,1.90559
6.24,1.3,3.04216e-51,1,1.15385,1.90559
6.28,1.3,2.8947e-52,1,1.15385,1.90559
6.32,1.3,2.74797e-53,1,1.15385,1.90559
6.36,1.3,2.60241e-54,1,1.15385,1.90559
6.4,1.3,2.45847e-55,1,1.15385,1.90559
6.44,1.3,2.31658e-56,1,1.15385,1.90559
6.48,1.3,2.17718e-57,1,1.15385,1.90559
6.52,1.3,2.0407e-58,1,1.15385,1.90559
6.56,1.3,1.90756e-59,1,1.15385,1.90559
6.6,1.3,1.77818e-60,1,1.15385,1.90559
6.64,1.3,1.65293e-61,1,1.15385,1.90559
6.68,1.3,1.53215e-62,1,1.15385,1.90559
6.72,1.3,1.41616e-63,1,1.15385,1.90559
6.76,1.3,1.3052e-64,1,1.15385,1.90559
6.8,1.3,1.19949e-65,1,1.15385,1.90559
6.84,1.3,1.09916e-66,1,1.15385,1.90559
6.88,1.3,1.00433e-67,1,1.15385,1.90559
6.92,1.3,9.15025e-69,1,1.15385,1.90559
6.96,1.3,8.31256e-70,1,1.15385,1.90559
7,1.3,7.52972e-71,1,1.15385,1.90559
7.04,1.3,6.80087e-72,1,1.15385,1.90559
7.08,1.3,6.12477e-73,1,1.15385,1.90559
7.12,1.3,5.4999e-74,1,1.15385,1.90559
7.16,1.3,4.92445e-75,1,1.15385,1.90559
7.2,1.3,4.39642e-76,1,1.15385,1.90559
7.24,1.3,3.9136e-77,1,1.15385,1.90559
7.28,1.3,3.47368e-78,1,1.15385,1.90559
7.32,1.3,3.07424e-79,1,1.15385,1.90559
7.36,1.3,2.71279e-80,1,1.15385,1.90559
7.4,1.3,2.38686e-81,1,1.15385,1.90559
7.44,1.3,2.09393e-82,1,1.15385,1.90559
7.48,1.3,1.83156e-83,1,1.15385,1.90559
7.52,1.3,1.59735e-84,1,1.15385,1.90559
7.56,1.3,1.38898e-85,1,1.15385,1.90559
7.6,1.3,1.2042e-86,1,1.15385,1.90559
7.64,1.3,1.0409e-87,1,1.15385,1.90559
7.68,1.3,8.97061e-89,1,1.15385,1.90559
7.72,1.3,7.70782e-90,1,1.15385,1.90559
7.76,1.3,6.60289e-91,1,1.15385,1.90559
7.8,1.3,5.63932e-92,1,1.15385,1.90559
7.84,1.3,4.80183e-93,1,1.15385,1.90559
7.88,1.3,4.07634e-94,1,1.15385,1.90559
7.92,1.3,3.44997e-95,1,1.15385,1.90559
7.96,1.3,2.91099e-96,1,1.15385,1.90559
8,1.3,2.44874e-97,1,1.15385,1.90559
8.04,1.3,2.05363e-98,1,1.15385,1.90559
8.08,1.3,1.71702e-99,1,1.15385,1.90559
8.12,1.3,1.43119e-100,1,1.15385,1.90559
8.16,1.3,1.1893e-101,1,1.15385,1.90559
8.2,1.3,9.85264e-103,1,1.15385,1.90559
8.24,1.3,8.13721e-104,1,1.15385,1.90559
8.28,1.3,6.69974e-105,1,1.15385,1.90559
8.32,1.3,5.49914e-106,1,1.15385,1.90559
8.36,1.3,4.49969e-107,1,1.15385,1.90559
8.4,1.3,3.67041e-108,1,1.15385,1.90559
8.44,1.3,2.98461e-109,1,1.15385,1.90559
8.48,1.3,2.41932e-110,1,1.15385,1.90559
8.52,1.3,1.95492e-111,1,1.15385,1.90559
8.56,1.3,1.57466e-112,1,1.15385,1.90559
8.6,1.3,1.26433e-113,1,1.15385,1.90559
8.64,1.3,1.01192e-114,1,1.15385,1.90559
8.68,1.3,8.07303e-116,1,1.15385,1.90559
8.72,1.3,6.41989e-117,1,1.15385,1.90559
8.76,1.3,5.08879e-118,1,1.15385,1.90559
8.8,1.3,4.0206e-119,1,1.15385,1.90559
8.84,1.3,3.16631e-120,1,1.15385,1.90559
8.88,1.3,2.4854e-121,1,1.15385,1.90559
8.92,1.3,1.94453e-122,1,1.15385,1.90559
8.96,1.3,1.51637e-123,1,1.15385,1.90559
9,1.3,1.17859e-124,1,1.15385,1.90559
9.04,1.3,9.13019e-126,1,1.15385,1.90559
9.08,1.3,7.04945e-127,1,1.15385,1.90559
9.12,1.3,5.42479e-128,1,1.15385,1.90559
9.16,1.3,4.16061e-129,1,1.15385,1.90559
9.2,1.3,3.18033e-130,1,1.15385,1.90559
9.24,1.3,2.42282e-131,1,1.15385,1.90559
9.28,1.3,1.8395e-132,1,1.15385,1.90559
9.32,1.3,1.39188e-133,1,1.15385,1.90559
9.36,1.3,1.04959e-134,1,1.15385,1.90559
9.4,1.3,7.88764e-136,1,1.15385,1.90559
9.44,1.3,5.90713e-137,1,1.15385,1.90559
9.48,1.3,4.4086e-138,1,1.15385,1.90559
9.52,1.3,3.27879e-139,1,1.15385,1.90559
9.56,1.3,2.43001e-140,1,1.15385,1.90559
9.6,1.3,1.79464e-141,1,1.15385,1.90559
9.64,1.3,1.32073e-142,1,1.15385,1.90559
9.68,1.3,9.68524e-144,1,1.15385,1.90559
9.72,1.3,7.07722e-145,1,1.15385,1.90559
9.76,1.3,5.15305e-146,1,1.15385,1.90559
9.8,1.3,3.7386e-147,1,1.15385,1.90559
9.84,1.3,2.70266e-148,1,1.15385,1.90559
9.88,1.3,1.94674e-149,1,1.15385,1.90559
9.92,1.3,1.39769e-150,1,1.15385,1.90559
9.96,1.3,1.07032e-151,1,1.15385,1.90559
10,1.3,1.07032e-151,1,1.15385,1.90559
-10,13,7.56268e-147,10,1.15385,1.99845
-9.96,13,7.56268e-147,10,1.15385,1.99845
-9.92,13,9.20028e-146,10,1.15385,1.99845
-9.88,13,1.19913e-144,10,1.15385,1.99845
-9.84,13,1.55804e-143,10,1.15385,1.99845
-9.8,13,2.01718e-142,10,1.15385,1.99845
-9.76,13,2.60238e-141,10,1.15385,1.99845
-9.72,13,3.34549e-140,10,1.15385,1.99845
-9.68,13,4.2856e-139,10,1.15385,1.99845
-9.64,13,5.47057e-138,10,1.15385,1.99845
-9.6,13,6.95864e-137,10,1.15385,1.99845
-9.56,13,8.82047e-136,10,1.15385,1.99845
-9.52,13,1.11414e-134,10,1.15385,1.99845
-9.48,13,1.40239e-133,10,1.15385,1.99845
-9.44,13,1.75908e-132,10,1.15385,1.99845
-9.4,13,2.19884e-131,10,1.15385,1.99845
-9.36,13,2.73904e-130,10,1.15385,1.99845
-9.32,13,3.40019e-129,10,1.15385,1.99845
-9.28,13,4.20643e-128,10,1.15385,1.99845
-9.24,13,5.186e-127,10,1.15385,1.99845
-9.2,13,6.37184e-126,10,1.15385,1.99845
-9.16,13,7.80217e-125,10,1.15385,1.99845
-9.12,13,9.52111e-124,10,1.15385,1.99845
-9.08,13,1.15794e-122,10,1.15385,1.99845
-9.04,13,1.4035e-121,10,1.15385,1.99845
-9,13,1.69541e-120,10,1.15385,1.99845
-8.96,13,2.04114e-119,10,1.15385,1.99845
-8.92,13,2.44912e-118,10,1.15385,1.99845
-8.88,13,2.92882e-117,10,1.15385,1.99845
-8.84,13,3.49077e-116,10,1.15385,1.99845
-8.8,13,4.14667e-115,10,1.15385,1.99845
-8.76,13,4.90942e-114,10,1.15385,1.99845
-8.72,13,5.79316e-113,10,1.15385,1.99845
-8.68,13,6.81332e-112,10,1.15385,1.99845
-8.64,13,7.98659e-111,10,1.15385,1.99845
-8.6,13,9.33096e-110,10,1.15385,1.99845
