x,rho,u,P,t
-10,5.89726,239.369,206525,0.0186417
-9.8,5.89726,239.369,206525,0.0186417
-9.6,5.89692,239.383,206499,0.0186417
-9.4,5.89642,239.404,206460,0.0186417
-9.2,5.89583,239.428,206414,0.0186417
-9,5.8952,239.454,206365,0.0186417
-8.8,5.89455,239.48,206315,0.0186417
-8.6,5.89388,239.507,206263,0.0186417
-8.4,5.89322,239.535,206211,0.0186417
-8.2,5.89255,239.562,206159,0.0186417
-8,5.89188,239.59,206107,0.0186417
-7.8,5.8912,239.617,206055,0.0186417
-7.6,5.89053,239.645,206003,0.0186417
-7.4,5.88986,239.672,205950,0.0186417
-7.2,5.88919,239.7,205898,0.0186417
-7,5.88852,239.727,205846,0.0186417
-6.8,5.88784,239.755,205794,0.0186417
-6.6,5.88717,239.782,205742,0.0186417
-6.4,5.8865,239.81,205689,0.0186417
-6.2,5.88583,239.838,205637,0.0186417
-6,5.88516,239.865,205585,0.0186417
-5.8,5.88448,239.893,205533,0.0186417
-5.6,5.88381,239.92,205481,0.0186417
-5.4,5.88314,239.948,205429,0.0186417
-5.2,5.88247,239.975,205377,0.0186417
-5,5.8818,240.003,205324,0.0186417
-4.8,5.88113,240.03,205272,0.0186417
-4.6,5.88045,240.058,205220,0.0186417
-4.4,5.87978,240.085,205168,0.0186417
-4.2,5.87911,240.113,205116,0.0186417
-4,5.87844,240.141,205064,0.0186417
-3.8,5.87777,240.168,205012,0.0186417
-3.6,5.8771,240.196,204960,0.0186417
-3.4,5.87642,240.223,204908,0.0186417
-3.2,5.87575,240.251,204856,0.0186417
-3,5.87508,240.278,204804,0.0186417
-2.8,5.87441,240.306,204752,0.0186417
-2.6,5.87374,240.333,204700,0.0186417
-2.4,5.87307,240.361,204648,0.0186417
-2.2,5.8724,240.388,204596,0.0186417
-2,5.87172,240.416,204544,0.0186417
-1.8,5.87105,240.444,204492,0.0186417
-1.6,5.87038,240.471,204440,0.0186417
-1.4,5.86971,240.499,204388,0.0186417
-1.2,5.86904,240.526,204336,0.0186417
-1,5.86837,240.554,204284,0.0186417
-0.8,5.8677,240.581,204232,0.0186417
-0.6,5.86703,240.609,204180,0.0186417
-0.4,5.86636,240.636,204129,0.0186417
-0.2,5.86569,240.664,204077,0.0186417
0,5.86501,240.691,204025,0.0186417
0.2,5.86434,240.719,203973,0.0186417
0.4,5.86367,240.746,203921,0.0186417
0.6,5.863,240.774,203869,0.0186417
0.8,5.86233,240.801,203818,0.0186417
1,5.86166,240.829,203766,0.0186417
1.2,5.86099,240.856,203714,0.0186417
1.4,5.86032,240.884,203662,0.0186417
1.6,5.85965,240.912,203611,0.0186417
1.8,5.85898,240.939,203559,0.0186417
2,5.85831,240.967,203507,0.0186417
2.2,5.85764,240.994,203456,0.0186417
2.4,5.85697,241.021,203404,0.0186417
2.6,5.85631,241.049,203352,0.0186417
2.8,5.85564,241.076,203301,0.0186417
3,5.85497,241.104,203249,0.0186417
3.2,5.8543,241.131,203197,0.0186417
3.4,5.85363,241.159,203146,0.0186417
3.6,5.85296,241.186,203094,0.0186417
3.8,5.85229,241.214,203043,0.0186417
4,5.85162,241.241,202991,0.0186417
4.2,5.85095,241.269,202939,0.0186417
4.4,5.85028,241.296,202888,0.0186417
4.6,5.84961,241.324,202836,0.0186417
4.8,5.84894,241.351,202785,0.0186417
5,5.84828,241.379,202733,0.0186417
5.2,5.84761,241.406,202682,0.0186417
5.4,5.84694,241.434,202630,0.0186417
5.6,5.84627,241.461,202579,0.0186417
5.8,5.8456,241.489,202527,0.0186417
6,5.84493,241.516,202476,0.0186417
6.2,5.84426,241.544,202424,0.0186417
6.4,5.84359,241.571,202373,0.0186417
6.6,5.84293,241.599,202321,0.0186417
6.8,5.84226,241.626,202270,0.0186417
7,5.84159,241.654,202219,0.0186417
7.2,5.84092,241.681,202167,0.0186417
7.4,5.84025,241.709,202116,0.0186417
7.6,5.83958,241.736,202064,0.0186417
7.8,5.83891,241.764,202013,0.0186417
8,5.83825,241.791,201962,0.0186417
8.2,5.83758,241.819,201910,0.0186417
8.4,5.83691,241.846,201859,0.0186417
8.6,5.83624,241.874,201807,0.0186417
8.8,5.83557,241.901,201756,0.0186417
9,5.8349,241.929,201705,0.0186417
9.2,5.83424,241.956,201653,0.0186417
9.4,5.83357,241.984,201602,0.0186417
9.6,5.8329,242.011,201551,0.0186417
9.8,5.83223,242.039,201500,0.0186417
10,5.83223,242.039,201500,0.0186417
