x,rho,u,P,t
-10,5.94241,237.522,210056,0.00794169
-9.8,5.94241,237.522,210056,0.00794169
-9.6,5.94163,237.554,209994,0.00794169
-9.4,5.94045,237.602,209901,0.00794169
-9.2,5.93907,237.659,209793,0.00794169
-9,5.93759,237.719,209677,0.00794169
-8.8,5.93606,237.781,209557,0.00794169
-8.6,5.93451,237.845,209436,0.00794169
-8.4,5.93295,237.909,209313,0.00794169
-8.2,5.93138,237.973,209190,0.00794169
-8,5.9298,238.037,209067,0.00794169
-7.8,5.92823,238.102,208944,0.00794169
-7.6,5.92666,238.166,208820,0.00794169
-7.4,5.92508,238.23,208697,0.00794169
-7.2,5.92351,238.295,208574,0.00794169
-7,5.92193,238.359,208451,0.00794169
-6.8,5.92036,238.423,208328,0.00794169
-6.6,5.91878,238.488,208205,0.00794169
-6.4,5.91721,238.552,208082,0.00794169
-6.2,5.91563,238.617,207959,0.00794169
-6,5.91406,238.681,207836,0.00794169
-5.8,5.91248,238.745,207713,0.00794169
-5.6,5.91091,238.81,207590,0.00794169
-5.4,5.90934,238.874,207467,0.00794169
-5.2,5.90776,238.939,207345,0.00794169
-5,5.90619,239.003,207222,0.00794169
-4.8,5.90462,239.067,207099,0.00794169
-4.6,5.90305,239.132,206977,0.00794169
-4.4,5.90147,239.196,206854,0.00794169
-4.2,5.8999,239.261,206732,0.00794169
-4,5.89833,239.325,206610,0.00794169
-3.8,5.89676,239.389,206487,0.00794169
-3.6,5.89518,239.454,206365,0.00794169
-3.4,5.89361,239.518,206243,0.00794169
-3.2,5.89204,239.583,206121,0.00794169
-3,5.89047,239.647,205998,0.00794169
-2.8,5.8889,239.711,205876,0.00794169
-2.6,5.88733,239.776,205754,0.00794169
-2.4,5.88576,239.84,205632,0.00794169
-2.2,5.88418,239.904,205511,0.00794169
-2,5.88261,239.969,205389,0.00794169
-1.8,5.88104,240.033,205267,0.00794169
-1.6,5.87947,240.098,205145,0.00794169
-1.4,5.8779,240.162,205023,0.00794169
-1.2,5.87633,240.226,204902,0.00794169
-1,5.87476,240.291,204780,0.00794169
-0.8,5.87319,240.355,204659,0.00794169
-0.6,5.87163,240.42,204537,0.00794169
-0.4,5.87006,240.484,204416,0.00794169
-0.2,5.86849,240.548,204295,0.00794169
0,5.86692,240.613,204173,0.00794169
0.2,5.86535,240.677,204052,0.00794169
0.4,5.86378,240.741,203931,0.00794169
0.6,5.86222,240.806,203810,0.00794169
0.8,5.86065,240.87,203689,0.00794169
1,5.85909,240.934,203568,0.00794169
1.2,5.85753,240.998,203448,0.00794169
1.4,5.85596,241.062,203327,0.00794169
1.6,5.8544,241.127,203207,0.00794169
1.8,5.85284,241.191,203086,0.00794169
2,5.85128,241.255,202966,0.00794169
2.2,5.84972,241.319,202846,0.00794169
2.4,5.84816,241.383,202725,0.00794169
2.6,5.8466,241.447,202605,0.00794169
2.8,5.84503,241.511,202485,0.00794169
3,5.84347,241.576,202365,0.00794169
3.2,5.84191,241.64,202245,0.00794169
3.4,5.84036,241.704,202125,0.00794169
3.6,5.8388,241.768,202005,0.00794169
3.8,5.83724,241.832,201885,0.00794169
4,5.83568,241.896,201766,0.00794169
4.2,5.83412,241.96,201646,0.00794169
4.4,5.83256,242.024,201526,0.00794169
4.6,5.831,242.088,201407,0.00794169
4.8,5.82944,242.153,201287,0.00794169
5,5.82789,242.217,201168,0.00794169
5.2,5.82633,242.281,201048,0.00794169
5.4,5.82477,242.345,200929,0.00794169
5.6,5.82322,242.409,200810,0.00794169
5.8,5.82166,242.473,200690,0.00794169
6,5.8201,242.537,200571,0.00794169
6.2,5.81855,242.601,200452,0.00794169
6.4,5.81699,242.665,200333,0.00794169
6.6,5.81543,242.729,200214,0.00794169
6.8,5.81388,242.793,200095,0.00794169
7,5.81232,242.857,199976,0.00794169
7.2,5.81077,242.921,199857,0.00794169
7.4,5.80921,242.986,199738,0.00794169
7.6,5.80766,243.05,199620,0.00794169
7.8,5.8061,243.114,199501,0.00794169
8,5.80455,243.178,199382,0.00794169
8.2,5.80299,243.242,199264,0.00794169
8.4,5.80144,243.306,199145,0.00794169
8.6,5.79989,243.37,199027,0.00794169
8.8,5.79833,243.434,198908,0.00794169
9,5.79678,243.498,198790,0.00794169
9.2,5.79523,243.562,198672,0.00794169
9.4,5.79367,243.626,198553,0.00794169
9.6,5.79212,243.69,198435,0.00794169
9.8,5.79057,243.754,198317,0.00794169
10,5.79057,243.754,198317,0.00794169
