x,rho,u,P,t
-10,5.93927,237.651,209809,0.0082732
-9.8,5.93927,237.651,209809,0.0082732
-9.6,5.93851,237.681,209750,0.0082732
-9.4,5.93738,237.728,209661,0.0082732
-9.2,5.93605,237.782,209557,0.0082732
-9,5.93463,237.84,209445,0.0082732
-8.8,5.93317,237.9,209331,0.0082732
-8.6,5.93168,237.961,209214,0.0082732
-8.4,5.93018,238.022,209096,0.0082732
-8.2,5.92867,238.083,208978,0.0082732
-8,5.92716,238.145,208860,0.0082732
-7.8,5.92565,238.207,208742,0.0082732
-7.6,5.92414,238.269,208623,0.0082732
-7.4,5.92263,238.331,208505,0.0082732
-7.2,5.92112,238.392,208387,0.0082732
-7,5.9196,238.454,208269,0.0082732
-6.8,5.91809,238.516,208151,0.0082732
-6.6,5.91658,238.578,208033,0.0082732
-6.4,5.91507,238.64,207915,0.0082732
-6.2,5.91356,238.702,207797,0.0082732
-6,5.91205,238.763,207679,0.0082732
-5.8,5.91053,238.825,207561,0.0082732
-5.6,5.90902,238.887,207443,0.0082732
-5.4,5.90751,238.949,207325,0.0082732
-5.2,5.906,239.011,207207,0.0082732
-5,5.90449,239.073,207090,0.0082732
-4.8,5.90298,239.134,206972,0.0082732
-4.6,5.90147,239.196,206854,0.0082732
-4.4,5.89996,239.258,206737,0.0082732
-4.2,5.89845,239.32,206619,0.0082732
-4,5.89694,239.382,206502,0.0082732
-3.8,5.89543,239.444,206384,0.0082732
-3.6,5.89392,239.505,206267,0.0082732
-3.4,5.89242,239.567,206150,0.0082732
-3.2,5.89091,239.629,206032,0.0082732
-3,5.8894,239.691,205915,0.0082732
-2.8,5.88789,239.753,205798,0.0082732
-2.6,5.88638,239.814,205681,0.0082732
-2.4,5.88487,239.876,205564,0.0082732
-2.2,5.88336,239.938,205447,0.0082732
-2,5.88186,240,205330,0.0082732
-1.8,5.88035,240.062,205213,0.0082732
-1.6,5.87884,240.124,205096,0.0082732
-1.4,5.87733,240.185,204979,0.0082732
-1.2,5.87583,240.247,204862,0.0082732
-1,5.87432,240.309,204746,0.0082732
-0.8,5.87281,240.371,204629,0.0082732
-0.6,5.87131,240.433,204512,0.0082732
-0.4,5.8698,240.495,204396,0.0082732
-0.2,5.86829,240.556,204279,0.0082732
0,5.86679,240.618,204163,0.0082732
0.2,5.86528,240.68,204046,0.0082732
0.4,5.86378,240.742,203930,0.0082732
0.6,5.86227,240.803,203814,0.0082732
0.8,5.86077,240.865,203698,0.0082732
1,5.85927,240.927,203582,0.0082732
1.2,5.85777,240.988,203466,0.0082732
1.4,5.85627,241.05,203350,0.0082732
1.6,5.85477,241.112,203235,0.0082732
1.8,5.85327,241.173,203119,0.0082732
2,5.85177,241.235,203003,0.0082732
2.2,5.85027,241.296,202888,0.0082732
2.4,5.84877,241.358,202772,0.0082732
2.6,5.84727,241.42,202657,0.0082732
2.8,5.84577,241.481,202542,0.0082732
3,5.84427,241.543,202426,0.0082732
3.2,5.84277,241.604,202311,0.0082732
3.4,5.84128,241.666,202196,0.0082732
3.6,5.83978,241.728,202081,0.0082732
3.8,5.83828,241.789,201966,0.0082732
4,5.83678,241.851,201851,0.0082732
4.2,5.83529,241.912,201736,0.0082732
4.4,5.83379,241.974,201621,0.0082732
4.6,5.83229,242.035,201506,0.0082732
4.8,5.8308,242.097,201391,0.0082732
5,5.8293,242.158,201276,0.0082732
5.2,5.82781,242.22,201161,0.0082732
5.4,5.82631,242.282,201047,0.0082732
5.6,5.82481,242.343,200932,0.0082732
5.8,5.82332,242.405,200817,0.0082732
6,5.82182,242.466,200703,0.0082732
6.2,5.82033,242.528,200588,0.0082732
6.4,5.81884,242.589,200474,0.0082732
6.6,5.81734,242.651,200360,0.0082732
6.8,5.81585,242.712,200245,0.0082732
7,5.81435,242.774,200131,0.0082732
7.2,5.81286,242.835,200017,0.0082732
7.4,5.81136,242.897,199903,0.0082732
7.6,5.80987,242.958,199789,0.0082732
7.8,5.80838,243.02,199675,0.0082732
8,5.80689,243.081,199561,0.0082732
8.2,5.80539,243.143,199447,0.0082732
8.4,5.8039,243.204,199333,0.0082732
8.6,5.80241,243.266,199219,0.0082732
8.8,5.80091,243.328,199105,0.0082732
9,5.79942,243.389,198991,0.0082732
9.2,5.79793,243.451,198878,0.0082732
9.4,5.79644,243.512,198764,0.0082732
9.6,5.79495,243.574,198650,0.0082732
9.8,5.79346,243.635,198537,0.0082732
10,5.79346,243.635,198537,0.0082732
