x,rho,u,P,t
-10,5.92416,238.268,208625,0.0103457
-9.8,5.92416,238.268,208625,0.0103457
-9.6,5.92355,238.293,208577,0.0103457
-9.4,5.92264,238.33,208506,0.0103457
-9.2,5.92158,238.373,208423,0.0103457
-9,5.92045,238.42,208335,0.0103457
-8.8,5.91928,238.468,208243,0.0103457
-8.6,5.91808,238.517,208150,0.0103457
-8.4,5.91688,238.566,208056,0.0103457
-8.2,5.91568,238.615,207962,0.0103457
-8,5.91447,238.664,207868,0.0103457
-7.8,5.91326,238.714,207773,0.0103457
-7.6,5.91205,238.763,207679,0.0103457
-7.4,5.91084,238.813,207584,0.0103457
-7.2,5.90963,238.862,207490,0.0103457
-7,5.90842,238.912,207396,0.0103457
-6.8,5.90721,238.961,207301,0.0103457
-6.6,5.906,239.011,207207,0.0103457
-6.4,5.90479,239.06,207113,0.0103457
-6.2,5.90359,239.11,207019,0.0103457
-6,5.90238,239.159,206924,0.0103457
-5.8,5.90117,239.209,206830,0.0103457
-5.6,5.89996,239.258,206736,0.0103457
-5.4,5.89875,239.308,206642,0.0103457
-5.2,5.89754,239.357,206548,0.0103457
-5,5.89633,239.407,206454,0.0103457
-4.8,5.89512,239.456,206360,0.0103457
-4.6,5.89392,239.506,206266,0.0103457
-4.4,5.89271,239.555,206172,0.0103457
-4.2,5.8915,239.605,206078,0.0103457
-4,5.89029,239.654,205984,0.0103457
-3.8,5.88908,239.704,205890,0.0103457
-3.6,5.88787,239.753,205796,0.0103457
-3.4,5.88667,239.803,205703,0.0103457
-3.2,5.88546,239.852,205609,0.0103457
-3,5.88425,239.902,205515,0.0103457
-2.8,5.88304,239.951,205422,0.0103457
-2.6,5.88184,240.001,205328,0.0103457
-2.4,5.88063,240.05,205234,0.0103457
-2.2,5.87942,240.1,205141,0.0103457
-2,5.87821,240.149,205047,0.0103457
-1.8,5.87701,240.199,204954,0.0103457
-1.6,5.8758,240.248,204860,0.0103457
-1.4,5.87459,240.298,204767,0.0103457
-1.2,5.87339,240.348,204673,0.0103457
-1,5.87218,240.397,204580,0.0103457
-0.8,5.87097,240.447,204486,0.0103457
-0.6,5.86977,240.496,204393,0.0103457
-0.4,5.86856,240.545,204300,0.0103457
-0.2,5.86736,240.595,204206,0.0103457
0,5.86615,240.644,204113,0.0103457
0.2,5.86494,240.694,204020,0.0103457
0.4,5.86374,240.743,203927,0.0103457
0.6,5.86254,240.793,203834,0.0103457
0.8,5.86133,240.842,203741,0.0103457
1,5.86013,240.892,203648,0.0103457
1.2,5.85893,240.941,203555,0.0103457
1.4,5.85772,240.99,203462,0.0103457
1.6,5.85652,241.04,203370,0.0103457
1.8,5.85532,241.089,203277,0.0103457
2,5.85412,241.139,203184,0.0103457
2.2,5.85292,241.188,203092,0.0103457
2.4,5.85172,241.237,202999,0.0103457
2.6,5.85051,241.287,202906,0.0103457
2.8,5.84931,241.336,202814,0.0103457
3,5.84811,241.385,202721,0.0103457
3.2,5.84691,241.435,202629,0.0103457
3.4,5.84571,241.484,202536,0.0103457
3.6,5.84451,241.533,202444,0.0103457
3.8,5.84331,241.583,202352,0.0103457
4,5.84211,241.632,202259,0.0103457
4.2,5.84091,241.681,202167,0.0103457
4.4,5.83971,241.731,202075,0.0103457
4.6,5.83851,241.78,201983,0.0103457
4.8,5.83731,241.829,201890,0.0103457
5,5.83611,241.879,201798,0.0103457
5.2,5.83491,241.928,201706,0.0103457
5.4,5.83371,241.977,201614,0.0103457
5.6,5.83251,242.027,201522,0.0103457
5.8,5.83131,242.076,201430,0.0103457
6,5.83011,242.125,201338,0.0103457
6.2,5.82892,242.175,201246,0.0103457
6.4,5.82772,242.224,201154,0.0103457
6.6,5.82652,242.273,201062,0.0103457
6.8,5.82532,242.323,200970,0.0103457
7,5.82412,242.372,200878,0.0103457
7.2,5.82292,242.421,200787,0.0103457
7.4,5.82173,242.471,200695,0.0103457
7.6,5.82053,242.52,200603,0.0103457
7.8,5.81933,242.569,200511,0.0103457
8,5.81813,242.618,200420,0.0103457
8.2,5.81694,242.668,200328,0.0103457
8.4,5.81574,242.717,200236,0.0103457
8.6,5.81454,242.766,200145,0.0103457
8.8,5.81334,242.816,200053,0.0103457
9,5.81215,242.865,199962,0.0103457
9.2,5.81095,242.914,199870,0.0103457
9.4,5.80975,242.964,199779,0.0103457
9.6,5.80856,243.013,199688,0.0103457
9.8,5.80736,243.062,199596,0.0103457
10,5.80736,243.062,199596,0.0103457
