x,rho,u,P,t
-10,5.91407,238.681,207836,0.012419
-9.8,5.91407,238.681,207836,0.012419
-9.6,5.91357,238.701,207797,0.012419
-9.4,5.91281,238.732,207738,0.012419
-9.2,5.91193,238.768,207669,0.012419
-9,5.91098,238.807,207595,0.012419
-8.8,5.91001,238.847,207519,0.012419
-8.6,5.90901,238.888,207442,0.012419
-8.4,5.90801,238.929,207363,0.012419
-8.2,5.90701,238.97,207285,0.012419
-8,5.906,239.011,207207,0.012419
-7.8,5.90499,239.052,207128,0.012419
-7.6,5.90399,239.094,207050,0.012419
-7.4,5.90298,239.135,206971,0.012419
-7.2,5.90197,239.176,206893,0.012419
-7,5.90096,239.217,206814,0.012419
-6.8,5.89995,239.259,206736,0.012419
-6.6,5.89895,239.3,206657,0.012419
-6.4,5.89794,239.341,206579,0.012419
-6.2,5.89693,239.382,206500,0.012419
-6,5.89592,239.424,206422,0.012419
-5.8,5.89492,239.465,206344,0.012419
-5.6,5.89391,239.506,206265,0.012419
-5.4,5.8929,239.548,206187,0.012419
-5.2,5.89189,239.589,206109,0.012419
-5,5.89089,239.63,206030,0.012419
-4.8,5.88988,239.671,205952,0.012419
-4.6,5.88887,239.713,205874,0.012419
-4.4,5.88786,239.754,205795,0.012419
-4.2,5.88686,239.795,205717,0.012419
-4,5.88585,239.837,205639,0.012419
-3.8,5.88484,239.878,205561,0.012419
-3.6,5.88384,239.919,205483,0.012419
-3.4,5.88283,239.96,205405,0.012419
-3.2,5.88182,240.002,205327,0.012419
-3,5.88082,240.043,205249,0.012419
-2.8,5.87981,240.084,205170,0.012419
-2.6,5.8788,240.125,205092,0.012419
-2.4,5.8778,240.167,205014,0.012419
-2.2,5.87679,240.208,204936,0.012419
-2,5.87578,240.249,204858,0.012419
-1.8,5.87478,240.291,204781,0.012419
-1.6,5.87377,240.332,204703,0.012419
-1.4,5.87276,240.373,204625,0.012419
-1.2,5.87176,240.414,204547,0.012419
-1,5.87075,240.456,204469,0.012419
-0.8,5.86975,240.497,204391,0.012419
-0.6,5.86874,240.538,204313,0.012419
-0.4,5.86774,240.58,204236,0.012419
-0.2,5.86673,240.621,204158,0.012419
0,5.86572,240.662,204080,0.012419
0.2,5.86472,240.703,204002,0.012419
0.4,5.86371,240.745,203925,0.012419
0.6,5.86271,240.786,203847,0.012419
0.8,5.86171,240.827,203770,0.012419
1,5.8607,240.868,203692,0.012419
1.2,5.8597,240.909,203615,0.012419
1.4,5.8587,240.951,203537,0.012419
1.6,5.85769,240.992,203460,0.012419
1.8,5.85669,241.033,203382,0.012419
2,5.85569,241.074,203305,0.012419
2.2,5.85469,241.115,203228,0.012419
2.4,5.85368,241.156,203150,0.012419
2.6,5.85268,241.198,203073,0.012419
2.8,5.85168,241.239,202996,0.012419
3,5.85068,241.28,202919,0.012419
3.2,5.84968,241.321,202842,0.012419
3.4,5.84867,241.362,202764,0.012419
3.6,5.84767,241.404,202687,0.012419
3.8,5.84667,241.445,202610,0.012419
4,5.84567,241.486,202533,0.012419
4.2,5.84467,241.527,202456,0.012419
4.4,5.84367,241.568,202379,0.012419
4.6,5.84267,241.609,202302,0.012419
4.8,5.84166,241.65,202225,0.012419
5,5.84066,241.692,202148,0.012419
5.2,5.83966,241.733,202071,0.012419
5.4,5.83866,241.774,201994,0.012419
5.6,5.83766,241.815,201917,0.012419
5.8,5.83666,241.856,201840,0.012419
6,5.83566,241.897,201763,0.012419
6.2,5.83466,241.939,201686,0.012419
6.4,5.83366,241.98,201610,0.012419
6.6,5.83266,242.021,201533,0.012419
6.8,5.83166,242.062,201456,0.012419
7,5.83066,242.103,201379,0.012419
7.2,5.82966,242.144,201302,0.012419
7.4,5.82866,242.185,201226,0.012419
7.6,5.82766,242.227,201149,0.012419
7.8,5.82666,242.268,201072,0.012419
8,5.82566,242.309,200996,0.012419
8.2,5.82466,242.35,200919,0.012419
8.4,5.82366,242.391,200842,0.012419
8.6,5.82266,242.432,200766,0.012419
8.8,5.82166,242.473,200689,0.012419
9,5.82066,242.515,200613,0.012419
9.2,5.81966,242.556,200536,0.012419
9.4,5.81866,242.597,200460,0.012419
9.6,5.81766,242.638,200383,0.012419
9.8,5.81666,242.679,200307,0.012419
10,5.81666,242.679,200307,0.012419
