x,rho,u,P,t
-10,5.94956,237.23,210618,0.00727878
-9.8,5.94956,237.23,210618,0.00727878
-9.6,5.9487,237.265,210550,0.00727878
-9.4,5.94742,237.318,210449,0.00727878
-9.2,5.94591,237.379,210331,0.00727878
-9,5.9443,237.445,210204,0.00727878
-8.8,5.94263,237.513,210073,0.00727878
-8.6,5.94094,237.582,209940,0.00727878
-8.4,5.93923,237.652,209807,0.00727878
-8.2,5.93752,237.722,209672,0.00727878
-8,5.93581,237.792,209538,0.00727878
-7.8,5.93409,237.862,209403,0.00727878
-7.6,5.93237,237.932,209268,0.00727878
-7.4,5.93065,238.002,209134,0.00727878
-7.2,5.92894,238.073,208999,0.00727878
-7,5.92722,238.143,208865,0.00727878
-6.8,5.9255,238.213,208730,0.00727878
-6.6,5.92378,238.283,208596,0.00727878
-6.4,5.92207,238.353,208462,0.00727878
-6.2,5.92035,238.424,208327,0.00727878
-6,5.91863,238.494,208193,0.00727878
-5.8,5.91691,238.564,208059,0.00727878
-5.6,5.9152,238.634,207925,0.00727878
-5.4,5.91348,238.705,207791,0.00727878
-5.2,5.91177,238.775,207657,0.00727878
-5,5.91005,238.845,207523,0.00727878
-4.8,5.90833,238.915,207389,0.00727878
-4.6,5.90662,238.985,207256,0.00727878
-4.4,5.9049,239.056,207122,0.00727878
-4.2,5.90319,239.126,206988,0.00727878
-4,5.90147,239.196,206855,0.00727878
-3.8,5.89976,239.266,206721,0.00727878
-3.6,5.89804,239.336,206588,0.00727878
-3.4,5.89633,239.407,206454,0.00727878
-3.2,5.89462,239.477,206321,0.00727878
-3,5.8929,239.547,206188,0.00727878
-2.8,5.89119,239.617,206055,0.00727878
-2.6,5.88947,239.688,205921,0.00727878
-2.4,5.88776,239.758,205788,0.00727878
-2.2,5.88605,239.828,205655,0.00727878
-2,5.88434,239.898,205522,0.00727878
-1.8,5.88262,239.968,205390,0.00727878
-1.6,5.88091,240.039,205257,0.00727878
-1.4,5.8792,240.109,205124,0.00727878
-1.2,5.87749,240.179,204991,0.00727878
-1,5.87577,240.249,204859,0.00727878
-0.8,5.87406,240.319,204726,0.00727878
-0.6,5.87235,240.39,204594,0.00727878
-0.4,5.87064,240.46,204461,0.00727878
-0.2,5.86893,240.53,204329,0.00727878
0,5.86722,240.6,204197,0.00727878
0.2,5.86551,240.67,204065,0.00727878
0.4,5.8638,240.741,203932,0.00727878
0.6,5.86209,240.811,203801,0.00727878
0.8,5.86039,240.881,203669,0.00727878
1,5.85868,240.951,203537,0.00727878
1.2,5.85698,241.021,203406,0.00727878
1.4,5.85528,241.091,203274,0.00727878
1.6,5.85357,241.16,203143,0.00727878
1.8,5.85187,241.23,203012,0.00727878
2,5.85017,241.3,202881,0.00727878
2.2,5.84847,241.37,202750,0.00727878
2.4,5.84677,241.44,202619,0.00727878
2.6,5.84506,241.51,202488,0.00727878
2.8,5.84336,241.58,202357,0.00727878
3,5.84166,241.65,202226,0.00727878
3.2,5.83996,241.72,202095,0.00727878
3.4,5.83826,241.79,201965,0.00727878
3.6,5.83656,241.86,201834,0.00727878
3.8,5.83486,241.929,201703,0.00727878
4,5.83316,241.999,201573,0.00727878
4.2,5.83147,242.069,201443,0.00727878
4.4,5.82977,242.139,201312,0.00727878
4.6,5.82807,242.209,201182,0.00727878
4.8,5.82637,242.279,201052,0.00727878
5,5.82467,242.349,200922,0.00727878
5.2,5.82298,242.419,200792,0.00727878
5.4,5.82128,242.488,200662,0.00727878
5.6,5.81958,242.558,200532,0.00727878
5.8,5.81789,242.628,200402,0.00727878
6,5.81619,242.698,200272,0.00727878
6.2,5.8145,242.768,200143,0.00727878
6.4,5.8128,242.838,200013,0.00727878
6.6,5.8111,242.907,199883,0.00727878
6.8,5.80941,242.977,199754,0.00727878
7,5.80771,243.047,199624,0.00727878
7.2,5.80602,243.117,199495,0.00727878
7.4,5.80433,243.187,199366,0.00727878
7.6,5.80263,243.257,199236,0.00727878
7.8,5.80094,243.326,199107,0.00727878
8,5.79924,243.396,198978,0.00727878
8.2,5.79755,243.466,198849,0.00727878
8.4,5.79586,243.536,198720,0.00727878
8.6,5.79416,243.606,198591,0.00727878
8.8,5.79247,243.675,198462,0.00727878
9,5.79078,243.745,198334,0.00727878
9.2,5.78909,243.815,198205,0.00727878
9.4,5.7874,243.885,198076,0.00727878
9.6,5.7857,243.955,197948,0.00727878
9.8,5.78401,244.024,197819,0.00727878
10,5.78401,244.024,197819,0.00727878
