x,rho,u,P,t
-10,5.99556,235.355,214253,0.00473254
-9.8,5.99556,235.355,214253,0.00473254
-9.6,5.99424,235.409,214148,0.00473254
-9.4,5.99226,235.489,213991,0.00473254
-9.2,5.98995,235.583,213808,0.00473254
-9,5.98747,235.684,213611,0.00473254
-8.8,5.98491,235.788,213408,0.00473254
-8.6,5.98231,235.894,213202,0.00473254
-8.4,5.97969,236.001,212995,0.00473254
-8.2,5.97706,236.108,212787,0.00473254
-8,5.97442,236.216,212578,0.00473254
-7.8,5.97178,236.323,212370,0.00473254
-7.6,5.96914,236.431,212162,0.00473254
-7.4,5.9665,236.539,211953,0.00473254
-7.2,5.96386,236.646,211745,0.00473254
-7,5.96122,236.754,211537,0.00473254
-6.8,5.95858,236.861,211329,0.00473254
-6.6,5.95594,236.969,211121,0.00473254
-6.4,5.95331,237.077,210914,0.00473254
-6.2,5.95067,237.184,210706,0.00473254
-6,5.94803,237.292,210499,0.00473254
-5.8,5.9454,237.4,210292,0.00473254
-5.6,5.94276,237.507,210085,0.00473254
-5.4,5.94012,237.615,209878,0.00473254
-5.2,5.93749,237.722,209671,0.00473254
-5,5.93485,237.83,209464,0.00473254
-4.8,5.93222,237.938,209258,0.00473254
-4.6,5.92959,238.045,209052,0.00473254
-4.4,5.92695,238.153,208845,0.00473254
-4.2,5.92432,238.26,208639,0.00473254
-4,5.92169,238.368,208434,0.00473254
-3.8,5.91906,238.476,208228,0.00473254
-3.6,5.91642,238.583,208022,0.00473254
-3.4,5.91379,238.691,207817,0.00473254
-3.2,5.91116,238.799,207612,0.00473254
-3,5.90853,238.906,207407,0.00473254
-2.8,5.9059,239.014,207202,0.00473254
-2.6,5.90328,239.121,206997,0.00473254
-2.4,5.90065,239.229,206792,0.00473254
-2.2,5.89802,239.337,206588,0.00473254
-2,5.89539,239.444,206383,0.00473254
-1.8,5.89276,239.552,206179,0.00473254
-1.6,5.89014,239.659,205975,0.00473254
-1.4,5.88751,239.767,205771,0.00473254
-1.2,5.88489,239.875,205567,0.00473254
-1,5.88226,239.982,205364,0.00473254
-0.8,5.87964,240.09,205160,0.00473254
-0.6,5.87701,240.197,204957,0.00473254
-0.4,5.87439,240.305,204754,0.00473254
-0.2,5.87177,240.412,204551,0.00473254
0,5.86915,240.52,204348,0.00473254
0.2,5.86653,240.628,204145,0.00473254
0.4,5.86391,240.735,203943,0.00473254
0.6,5.86129,240.842,203741,0.00473254
0.8,5.85868,240.949,203540,0.00473254
1,5.85607,241.057,203338,0.00473254
1.2,5.85347,241.164,203137,0.00473254
1.4,5.85086,241.271,202936,0.00473254
1.6,5.84826,241.378,202736,0.00473254
1.8,5.84565,241.485,202535,0.00473254
2,5.84305,241.592,202335,0.00473254
2.2,5.84045,241.699,202135,0.00473254
2.4,5.83785,241.805,201935,0.00473254
2.6,5.83525,241.912,201735,0.00473254
2.8,5.83265,242.019,201536,0.00473254
3,5.83005,242.126,201337,0.00473254
3.2,5.82745,242.233,201137,0.00473254
3.4,5.82486,242.34,200938,0.00473254
3.6,5.82226,242.447,200740,0.00473254
3.8,5.81967,242.553,200541,0.00473254
4,5.81707,242.66,200342,0.00473254
4.2,5.81448,242.767,200144,0.00473254
4.4,5.81188,242.874,199946,0.00473254
4.6,5.80929,242.981,199748,0.00473254
4.8,5.8067,243.087,199550,0.00473254
5,5.80411,243.194,199352,0.00473254
5.2,5.80152,243.301,199155,0.00473254
5.4,5.79893,243.408,198957,0.00473254
5.6,5.79634,243.514,198760,0.00473254
5.8,5.79375,243.621,198563,0.00473254
6,5.79116,243.728,198366,0.00473254
6.2,5.78858,243.834,198169,0.00473254
6.4,5.78599,243.941,197973,0.00473254
6.6,5.78341,244.048,197776,0.00473254
6.8,5.78082,244.155,197580,0.00473254
7,5.77824,244.261,197384,0.00473254
7.2,5.77565,244.368,197188,0.00473254
7.4,5.77307,244.475,196992,0.00473254
7.6,5.77049,244.581,196796,0.00473254
7.8,5.76791,244.688,196601,0.00473254
8,5.76532,244.794,196405,0.00473254
8.2,5.76274,244.901,196210,0.00473254
8.4,5.76016,245.008,196015,0.00473254
8.6,5.75758,245.114,195820,0.00473254
8.8,5.75501,245.221,195626,0.00473254
9,5.75243,245.327,195431,0.00473254
9.2,5.74985,245.434,195237,0.00473254
9.4,5.74727,245.541,195043,0.00473254
9.6,5.7447,245.647,194848,0.00473254
9.8,5.74212,245.754,194654,0.00473254
10,5.74212,245.754,194654,0.00473254
