x,rho,u,P,t
-10,5.93367,237.879,209370,0.0089363
-9.8,5.93367,237.879,209370,0.0089363
-9.6,5.93297,237.908,209315,0.0089363
-9.4,5.93192,237.951,209233,0.0089363
-9.2,5.9307,238.001,209137,0.0089363
-9,5.92938,238.054,209034,0.0089363
-8.8,5.92802,238.11,208928,0.0089363
-8.6,5.92665,238.166,208820,0.0089363
-8.4,5.92526,238.223,208711,0.0089363
-8.2,5.92386,238.28,208602,0.0089363
-8,5.92246,238.337,208492,0.0089363
-7.8,5.92106,238.395,208383,0.0089363
-7.6,5.91966,238.452,208273,0.0089363
-7.4,5.91826,238.509,208164,0.0089363
-7.2,5.91686,238.566,208055,0.0089363
-7,5.91546,238.624,207945,0.0089363
-6.8,5.91406,238.681,207836,0.0089363
-6.6,5.91266,238.738,207727,0.0089363
-6.4,5.91126,238.795,207617,0.0089363
-6.2,5.90987,238.853,207508,0.0089363
-6,5.90847,238.91,207399,0.0089363
-5.8,5.90707,238.967,207290,0.0089363
-5.6,5.90567,239.025,207181,0.0089363
-5.4,5.90427,239.082,207072,0.0089363
-5.2,5.90287,239.139,206963,0.0089363
-5,5.90147,239.196,206854,0.0089363
-4.8,5.90007,239.254,206745,0.0089363
-4.6,5.89867,239.311,206636,0.0089363
-4.4,5.89728,239.368,206528,0.0089363
-4.2,5.89588,239.425,206419,0.0089363
-4,5.89448,239.483,206310,0.0089363
-3.8,5.89308,239.54,206201,0.0089363
-3.6,5.89168,239.597,206093,0.0089363
-3.4,5.89029,239.654,205984,0.0089363
-3.2,5.88889,239.712,205876,0.0089363
-3,5.88749,239.769,205767,0.0089363
-2.8,5.8861,239.826,205659,0.0089363
-2.6,5.8847,239.884,205550,0.0089363
-2.4,5.8833,239.941,205442,0.0089363
-2.2,5.8819,239.998,205333,0.0089363
-2,5.88051,240.055,205225,0.0089363
-1.8,5.87911,240.113,205117,0.0089363
-1.6,5.87772,240.17,205009,0.0089363
-1.4,5.87632,240.227,204900,0.0089363
-1.2,5.87492,240.284,204792,0.0089363
-1,5.87353,240.342,204684,0.0089363
-0.8,5.87213,240.399,204576,0.0089363
-0.6,5.87074,240.456,204468,0.0089363
-0.4,5.86934,240.513,204360,0.0089363
-0.2,5.86795,240.571,204252,0.0089363
0,5.86655,240.628,204144,0.0089363
0.2,5.86516,240.685,204037,0.0089363
0.4,5.86376,240.742,203929,0.0089363
0.6,5.86237,240.8,203821,0.0089363
0.8,5.86098,240.857,203714,0.0089363
1,5.85959,240.914,203606,0.0089363
1.2,5.8582,240.971,203499,0.0089363
1.4,5.85681,241.028,203392,0.0089363
1.6,5.85542,241.085,203285,0.0089363
1.8,5.85403,241.142,203177,0.0089363
2,5.85264,241.199,203070,0.0089363
2.2,5.85125,241.256,202963,0.0089363
2.4,5.84986,241.313,202856,0.0089363
2.6,5.84847,241.37,202749,0.0089363
2.8,5.84708,241.427,202642,0.0089363
3,5.84569,241.485,202535,0.0089363
3.2,5.84431,241.542,202429,0.0089363
3.4,5.84292,241.599,202322,0.0089363
3.6,5.84153,241.656,202215,0.0089363
3.8,5.84014,241.713,202108,0.0089363
4,5.83875,241.77,202002,0.0089363
4.2,5.83737,241.827,201895,0.0089363
4.4,5.83598,241.884,201789,0.0089363
4.6,5.83459,241.941,201682,0.0089363
4.8,5.83321,241.998,201576,0.0089363
5,5.83182,242.055,201469,0.0089363
5.2,5.83043,242.112,201363,0.0089363
5.4,5.82905,242.169,201256,0.0089363
5.6,5.82766,242.226,201150,0.0089363
5.8,5.82628,242.283,201044,0.0089363
6,5.82489,242.34,200938,0.0089363
6.2,5.82351,242.397,200831,0.0089363
6.4,5.82212,242.454,200725,0.0089363
6.6,5.82074,242.511,200619,0.0089363
6.8,5.81935,242.568,200513,0.0089363
7,5.81797,242.625,200407,0.0089363
7.2,5.81658,242.682,200301,0.0089363
7.4,5.8152,242.739,200195,0.0089363
7.6,5.81381,242.796,200090,0.0089363
7.8,5.81243,242.853,199984,0.0089363
8,5.81105,242.91,199878,0.0089363
8.2,5.80966,242.967,199772,0.0089363
8.4,5.80828,243.024,199667,0.0089363
8.6,5.80689,243.081,199561,0.0089363
8.8,5.80551,243.138,199455,0.0089363
9,5.80413,243.195,199350,0.0089363
9.2,5.80275,243.252,199244,0.0089363
9.4,5.80136,243.309,199139,0.0089363
9.6,5.79998,243.366,199034,0.0089363
9.8,5.7986,243.423,198928,0.0089363
10,5.7986,243.423,198928,0.0089363
