x,rho,u,P,t
-10,5.91229,238.754,207697,0.0128752
-9.8,5.91229,238.754,207697,0.0128752
-9.6,5.9118,238.774,207659,0.0128752
-9.4,5.91107,238.803,207602,0.0128752
-9.2,5.91022,238.838,207536,0.0128752
-9,5.90931,238.876,207465,0.0128752
-8.8,5.90837,238.914,207391,0.0128752
-8.6,5.90741,238.953,207316,0.0128752
-8.4,5.90644,238.993,207241,0.0128752
-8.2,5.90547,239.033,207166,0.0128752
-8,5.9045,239.072,207090,0.0128752
-7.8,5.90353,239.112,207014,0.0128752
-7.6,5.90256,239.152,206938,0.0128752
-7.4,5.90159,239.192,206863,0.0128752
-7.2,5.90062,239.232,206787,0.0128752
-7,5.89964,239.271,206711,0.0128752
-6.8,5.89867,239.311,206636,0.0128752
-6.6,5.8977,239.351,206560,0.0128752
-6.4,5.89673,239.391,206484,0.0128752
-6.2,5.89575,239.431,206409,0.0128752
-6,5.89478,239.471,206333,0.0128752
-5.8,5.89381,239.51,206257,0.0128752
-5.6,5.89284,239.55,206182,0.0128752
-5.4,5.89187,239.59,206106,0.0128752
-5.2,5.89089,239.63,206031,0.0128752
-5,5.88992,239.67,205955,0.0128752
-4.8,5.88895,239.709,205880,0.0128752
-4.6,5.88798,239.749,205804,0.0128752
-4.4,5.88701,239.789,205729,0.0128752
-4.2,5.88604,239.829,205653,0.0128752
-4,5.88506,239.869,205578,0.0128752
-3.8,5.88409,239.909,205503,0.0128752
-3.6,5.88312,239.948,205427,0.0128752
-3.4,5.88215,239.988,205352,0.0128752
-3.2,5.88118,240.028,205277,0.0128752
-3,5.88021,240.068,205201,0.0128752
-2.8,5.87924,240.108,205126,0.0128752
-2.6,5.87827,240.148,205051,0.0128752
-2.4,5.87729,240.187,204976,0.0128752
-2.2,5.87632,240.227,204900,0.0128752
-2,5.87535,240.267,204825,0.0128752
-1.8,5.87438,240.307,204750,0.0128752
-1.6,5.87341,240.347,204675,0.0128752
-1.4,5.87244,240.386,204600,0.0128752
-1.2,5.87147,240.426,204525,0.0128752
-1,5.8705,240.466,204449,0.0128752
-0.8,5.86953,240.506,204374,0.0128752
-0.6,5.86856,240.546,204299,0.0128752
-0.4,5.86759,240.586,204224,0.0128752
-0.2,5.86662,240.625,204149,0.0128752
0,5.86565,240.665,204074,0.0128752
0.2,5.86468,240.705,203999,0.0128752
0.4,5.86371,240.745,203924,0.0128752
0.6,5.86274,240.785,203849,0.0128752
0.8,5.86177,240.824,203775,0.0128752
1,5.86081,240.864,203700,0.0128752
1.2,5.85984,240.904,203625,0.0128752
1.4,5.85887,240.944,203550,0.0128752
1.6,5.8579,240.983,203476,0.0128752
1.8,5.85693,241.023,203401,0.0128752
2,5.85597,241.063,203327,0.0128752
2.2,5.855,241.102,203252,0.0128752
2.4,5.85403,241.142,203177,0.0128752
2.6,5.85307,241.182,203103,0.0128752
2.8,5.8521,241.222,203028,0.0128752
3,5.85113,241.261,202954,0.0128752
3.2,5.85017,241.301,202879,0.0128752
3.4,5.8492,241.341,202805,0.0128752
3.6,5.84823,241.381,202730,0.0128752
3.8,5.84727,241.42,202656,0.0128752
4,5.8463,241.46,202581,0.0128752
4.2,5.84533,241.5,202507,0.0128752
4.4,5.84437,241.539,202433,0.0128752
4.6,5.8434,241.579,202358,0.0128752
4.8,5.84244,241.619,202284,0.0128752
5,5.84147,241.659,202210,0.0128752
5.2,5.8405,241.698,202135,0.0128752
5.4,5.83954,241.738,202061,0.0128752
5.6,5.83857,241.778,201987,0.0128752
5.8,5.83761,241.817,201913,0.0128752
6,5.83664,241.857,201839,0.0128752
6.2,5.83568,241.897,201764,0.0128752
6.4,5.83471,241.936,201690,0.0128752
6.6,5.83375,241.976,201616,0.0128752
6.8,5.83278,242.016,201542,0.0128752
7,5.83181,242.056,201468,0.0128752
7.2,5.83085,242.095,201394,0.0128752
7.4,5.82989,242.135,201320,0.0128752
7.6,5.82892,242.175,201246,0.0128752
7.8,5.82796,242.214,201172,0.0128752
8,5.82699,242.254,201098,0.0128752
8.2,5.82603,242.294,201024,0.0128752
8.4,5.82506,242.333,200950,0.0128752
8.6,5.8241,242.373,200876,0.0128752
8.8,5.82313,242.413,200802,0.0128752
9,5.82217,242.453,200728,0.0128752
9.2,5.8212,242.492,200654,0.0128752
9.4,5.82024,242.532,200581,0.0128752
9.6,5.81928,242.572,200507,0.0128752
9.8,5.81831,242.611,200433,0.0128752
10,5.81831,242.611,200433,0.0128752
