x,rho,u,P,t
-10,5.897,239.38,206505,0.0187869
-9.8,5.897,239.38,206505,0.0187869
-9.6,5.89666,239.394,206479,0.0187869
-9.4,5.89616,239.414,206440,0.0187869
-9.2,5.89558,239.438,206395,0.0187869
-9,5.89495,239.464,206346,0.0187869
-8.8,5.89431,239.49,206296,0.0187869
-8.6,5.89365,239.517,206245,0.0187869
-8.4,5.89299,239.544,206193,0.0187869
-8.2,5.89232,239.571,206142,0.0187869
-8,5.89166,239.599,206090,0.0187869
-7.8,5.89099,239.626,206038,0.0187869
-7.6,5.89032,239.653,205986,0.0187869
-7.4,5.88966,239.681,205935,0.0187869
-7.2,5.88899,239.708,205883,0.0187869
-7,5.88832,239.735,205831,0.0187869
-6.8,5.88766,239.763,205779,0.0187869
-6.6,5.88699,239.79,205727,0.0187869
-6.4,5.88632,239.817,205676,0.0187869
-6.2,5.88566,239.845,205624,0.0187869
-6,5.88499,239.872,205572,0.0187869
-5.8,5.88432,239.899,205520,0.0187869
-5.6,5.88366,239.927,205469,0.0187869
-5.4,5.88299,239.954,205417,0.0187869
-5.2,5.88232,239.981,205365,0.0187869
-5,5.88166,240.009,205314,0.0187869
-4.8,5.88099,240.036,205262,0.0187869
-4.6,5.88032,240.063,205210,0.0187869
-4.4,5.87966,240.091,205158,0.0187869
-4.2,5.87899,240.118,205107,0.0187869
-4,5.87832,240.145,205055,0.0187869
-3.8,5.87766,240.173,205003,0.0187869
-3.6,5.87699,240.2,204952,0.0187869
-3.4,5.87633,240.227,204900,0.0187869
-3.2,5.87566,240.255,204849,0.0187869
-3,5.87499,240.282,204797,0.0187869
-2.8,5.87433,240.309,204745,0.0187869
-2.6,5.87366,240.337,204694,0.0187869
-2.4,5.87299,240.364,204642,0.0187869
-2.2,5.87233,240.391,204591,0.0187869
-2,5.87166,240.419,204539,0.0187869
-1.8,5.871,240.446,204488,0.0187869
-1.6,5.87033,240.473,204436,0.0187869
-1.4,5.86966,240.501,204384,0.0187869
-1.2,5.869,240.528,204333,0.0187869
-1,5.86833,240.555,204281,0.0187869
-0.8,5.86767,240.583,204230,0.0187869
-0.6,5.867,240.61,204178,0.0187869
-0.4,5.86633,240.637,204127,0.0187869
-0.2,5.86567,240.665,204075,0.0187869
0,5.865,240.692,204024,0.0187869
0.2,5.86434,240.719,203973,0.0187869
0.4,5.86367,240.746,203921,0.0187869
0.6,5.86301,240.774,203870,0.0187869
0.8,5.86234,240.801,203818,0.0187869
1,5.86168,240.828,203767,0.0187869
1.2,5.86101,240.856,203716,0.0187869
1.4,5.86035,240.883,203664,0.0187869
1.6,5.85968,240.91,203613,0.0187869
1.8,5.85902,240.938,203562,0.0187869
2,5.85835,240.965,203510,0.0187869
2.2,5.85769,240.992,203459,0.0187869
2.4,5.85703,241.019,203408,0.0187869
2.6,5.85636,241.047,203357,0.0187869
2.8,5.8557,241.074,203305,0.0187869
3,5.85503,241.101,203254,0.0187869
3.2,5.85437,241.129,203203,0.0187869
3.4,5.8537,241.156,203152,0.0187869
3.6,5.85304,241.183,203100,0.0187869
3.8,5.85238,241.21,203049,0.0187869
4,5.85171,241.238,202998,0.0187869
4.2,5.85105,241.265,202947,0.0187869
4.4,5.85038,241.292,202896,0.0187869
4.6,5.84972,241.32,202845,0.0187869
4.8,5.84906,241.347,202793,0.0187869
5,5.84839,241.374,202742,0.0187869
5.2,5.84773,241.401,202691,0.0187869
5.4,5.84707,241.429,202640,0.0187869
5.6,5.8464,241.456,202589,0.0187869
5.8,5.84574,241.483,202538,0.0187869
6,5.84507,241.51,202487,0.0187869
6.2,5.84441,241.538,202436,0.0187869
6.4,5.84375,241.565,202385,0.0187869
6.6,5.84308,241.592,202334,0.0187869
6.8,5.84242,241.62,202283,0.0187869
7,5.84176,241.647,202232,0.0187869
7.2,5.84109,241.674,202180,0.0187869
7.4,5.84043,241.701,202129,0.0187869
7.6,5.83977,241.729,202078,0.0187869
7.8,5.8391,241.756,202027,0.0187869
8,5.83844,241.783,201976,0.0187869
8.2,5.83778,241.811,201926,0.0187869
8.4,5.83711,241.838,201875,0.0187869
8.6,5.83645,241.865,201824,0.0187869
8.8,5.83579,241.892,201773,0.0187869
9,5.83512,241.92,201722,0.0187869
9.2,5.83446,241.947,201671,0.0187869
9.4,5.8338,241.974,201620,0.0187869
9.6,5.83314,242.001,201569,0.0187869
9.8,5.83247,242.029,201518,0.0187869
10,5.83247,242.029,201518,0.0187869
