x,rho,u,P,t
-10,5.89545,239.443,206385,0.0196998
-9.8,5.89545,239.443,206385,0.0196998
-9.6,5.89513,239.456,206360,0.0196998
-9.4,5.89466,239.476,206323,0.0196998
-9.2,5.8941,239.499,206280,0.0196998
-9,5.8935,239.523,206233,0.0196998
-8.8,5.89289,239.548,206185,0.0196998
-8.6,5.89226,239.574,206137,0.0196998
-8.4,5.89163,239.6,206088,0.0196998
-8.2,5.891,239.626,206038,0.0196998
-8,5.89036,239.652,205989,0.0196998
-7.8,5.88972,239.678,205940,0.0196998
-7.6,5.88909,239.704,205890,0.0196998
-7.4,5.88845,239.73,205841,0.0196998
-7.2,5.88782,239.756,205792,0.0196998
-7,5.88718,239.782,205742,0.0196998
-6.8,5.88654,239.808,205693,0.0196998
-6.6,5.88591,239.834,205643,0.0196998
-6.4,5.88527,239.86,205594,0.0196998
-6.2,5.88464,239.886,205545,0.0196998
-6,5.884,239.912,205495,0.0196998
-5.8,5.88337,239.939,205446,0.0196998
-5.6,5.88273,239.965,205397,0.0196998
-5.4,5.88209,239.991,205347,0.0196998
-5.2,5.88146,240.017,205298,0.0196998
-5,5.88082,240.043,205249,0.0196998
-4.8,5.88019,240.069,205199,0.0196998
-4.6,5.87955,240.095,205150,0.0196998
-4.4,5.87892,240.121,205101,0.0196998
-4.2,5.87828,240.147,205052,0.0196998
-4,5.87764,240.173,205002,0.0196998
-3.8,5.87701,240.199,204953,0.0196998
-3.6,5.87637,240.225,204904,0.0196998
-3.4,5.87574,240.251,204855,0.0196998
-3.2,5.8751,240.277,204805,0.0196998
-3,5.87447,240.304,204756,0.0196998
-2.8,5.87383,240.33,204707,0.0196998
-2.6,5.8732,240.356,204658,0.0196998
-2.4,5.87256,240.382,204609,0.0196998
-2.2,5.87192,240.408,204559,0.0196998
-2,5.87129,240.434,204510,0.0196998
-1.8,5.87065,240.46,204461,0.0196998
-1.6,5.87002,240.486,204412,0.0196998
-1.4,5.86938,240.512,204363,0.0196998
-1.2,5.86875,240.538,204314,0.0196998
-1,5.86811,240.564,204264,0.0196998
-0.8,5.86748,240.59,204215,0.0196998
-0.6,5.86684,240.616,204166,0.0196998
-0.4,5.86621,240.642,204117,0.0196998
-0.2,5.86557,240.668,204068,0.0196998
0,5.86494,240.695,204019,0.0196998
0.2,5.8643,240.721,203970,0.0196998
0.4,5.86367,240.747,203921,0.0196998
0.6,5.86303,240.773,203872,0.0196998
0.8,5.8624,240.799,203823,0.0196998
1,5.86177,240.825,203774,0.0196998
1.2,5.86113,240.851,203725,0.0196998
1.4,5.8605,240.877,203676,0.0196998
1.6,5.85986,240.903,203627,0.0196998
1.8,5.85923,240.929,203578,0.0196998
2,5.8586,240.955,203529,0.0196998
2.2,5.85796,240.981,203480,0.0196998
2.4,5.85733,241.007,203431,0.0196998
2.6,5.85669,241.033,203382,0.0196998
2.8,5.85606,241.059,203333,0.0196998
3,5.85543,241.085,203285,0.0196998
3.2,5.85479,241.111,203236,0.0196998
3.4,5.85416,241.137,203187,0.0196998
3.6,5.85353,241.163,203138,0.0196998
3.8,5.85289,241.189,203089,0.0196998
4,5.85226,241.215,203040,0.0196998
4.2,5.85163,241.241,202991,0.0196998
4.4,5.85099,241.267,202943,0.0196998
4.6,5.85036,241.293,202894,0.0196998
4.8,5.84973,241.319,202845,0.0196998
5,5.84909,241.345,202796,0.0196998
5.2,5.84846,241.371,202747,0.0196998
5.4,5.84783,241.397,202699,0.0196998
5.6,5.84719,241.423,202650,0.0196998
5.8,5.84656,241.449,202601,0.0196998
6,5.84593,241.475,202552,0.0196998
6.2,5.84529,241.501,202504,0.0196998
6.4,5.84466,241.527,202455,0.0196998
6.6,5.84403,241.553,202406,0.0196998
6.8,5.8434,241.579,202358,0.0196998
7,5.84276,241.606,202309,0.0196998
7.2,5.84213,241.632,202260,0.0196998
7.4,5.8415,241.658,202212,0.0196998
7.6,5.84086,241.684,202163,0.0196998
7.8,5.84023,241.71,202114,0.0196998
8,5.8396,241.736,202066,0.0196998
8.2,5.83897,241.762,202017,0.0196998
8.4,5.83833,241.788,201968,0.0196998
8.6,5.8377,241.814,201920,0.0196998
8.8,5.83707,241.84,201871,0.0196998
9,5.83644,241.866,201822,0.0196998
9.2,5.8358,241.892,201774,0.0196998
9.4,5.83517,241.918,201725,0.0196998
9.6,5.83454,241.944,201677,0.0196998
9.8,5.83391,241.97,201628,0.0196998
10,5.83391,241.97,201628,0.0196998
