x,rho,u,P,t
-10,5.91399,238.684,207830,0.0124398
-9.8,5.91399,238.684,207830,0.0124398
-9.6,5.91349,238.705,207790,0.0124398
-9.4,5.91273,238.736,207732,0.0124398
-9.2,5.91185,238.772,207663,0.0124398
-9,5.9109,238.81,207589,0.0124398
-8.8,5.90993,238.85,207513,0.0124398
-8.6,5.90894,238.891,207436,0.0124398
-8.4,5.90794,238.932,207358,0.0124398
-8.2,5.90694,238.973,207280,0.0124398
-8,5.90593,239.014,207201,0.0124398
-7.8,5.90493,239.055,207123,0.0124398
-7.6,5.90392,239.096,207044,0.0124398
-7.4,5.90291,239.137,206966,0.0124398
-7.2,5.90191,239.179,206888,0.0124398
-7,5.9009,239.22,206809,0.0124398
-6.8,5.89989,239.261,206731,0.0124398
-6.6,5.89889,239.302,206653,0.0124398
-6.4,5.89788,239.344,206574,0.0124398
-6.2,5.89688,239.385,206496,0.0124398
-6,5.89587,239.426,206418,0.0124398
-5.8,5.89486,239.467,206339,0.0124398
-5.6,5.89386,239.508,206261,0.0124398
-5.4,5.89285,239.55,206183,0.0124398
-5.2,5.89185,239.591,206105,0.0124398
-5,5.89084,239.632,206027,0.0124398
-4.8,5.88983,239.673,205949,0.0124398
-4.6,5.88883,239.714,205870,0.0124398
-4.4,5.88782,239.756,205792,0.0124398
-4.2,5.88682,239.797,205714,0.0124398
-4,5.88581,239.838,205636,0.0124398
-3.8,5.88481,239.879,205558,0.0124398
-3.6,5.8838,239.92,205480,0.0124398
-3.4,5.8828,239.962,205402,0.0124398
-3.2,5.88179,240.003,205324,0.0124398
-3,5.88079,240.044,205246,0.0124398
-2.8,5.87978,240.085,205168,0.0124398
-2.6,5.87878,240.127,205090,0.0124398
-2.4,5.87777,240.168,205013,0.0124398
-2.2,5.87677,240.209,204935,0.0124398
-2,5.87576,240.25,204857,0.0124398
-1.8,5.87476,240.291,204779,0.0124398
-1.6,5.87375,240.333,204701,0.0124398
-1.4,5.87275,240.374,204624,0.0124398
-1.2,5.87175,240.415,204546,0.0124398
-1,5.87074,240.456,204468,0.0124398
-0.8,5.86974,240.497,204390,0.0124398
-0.6,5.86873,240.539,204313,0.0124398
-0.4,5.86773,240.58,204235,0.0124398
-0.2,5.86673,240.621,204157,0.0124398
0,5.86572,240.662,204080,0.0124398
0.2,5.86472,240.703,204002,0.0124398
0.4,5.86371,240.745,203925,0.0124398
0.6,5.86271,240.786,203847,0.0124398
0.8,5.86171,240.827,203770,0.0124398
1,5.86071,240.868,203692,0.0124398
1.2,5.85971,240.909,203615,0.0124398
1.4,5.85871,240.95,203538,0.0124398
1.6,5.8577,240.991,203461,0.0124398
1.8,5.8567,241.032,203383,0.0124398
2,5.8557,241.074,203306,0.0124398
2.2,5.8547,241.115,203229,0.0124398
2.4,5.8537,241.156,203152,0.0124398
2.6,5.8527,241.197,203075,0.0124398
2.8,5.8517,241.238,202997,0.0124398
3,5.8507,241.279,202920,0.0124398
3.2,5.8497,241.32,202843,0.0124398
3.4,5.8487,241.361,202766,0.0124398
3.6,5.8477,241.402,202689,0.0124398
3.8,5.8467,241.444,202612,0.0124398
4,5.8457,241.485,202535,0.0124398
4.2,5.8447,241.526,202458,0.0124398
4.4,5.8437,241.567,202381,0.0124398
4.6,5.8427,241.608,202304,0.0124398
4.8,5.8417,241.649,202228,0.0124398
5,5.8407,241.69,202151,0.0124398
5.2,5.8397,241.731,202074,0.0124398
5.4,5.8387,241.772,201997,0.0124398
5.6,5.8377,241.813,201920,0.0124398
5.8,5.8367,241.854,201843,0.0124398
6,5.83571,241.896,201767,0.0124398
6.2,5.83471,241.937,201690,0.0124398
6.4,5.83371,241.978,201613,0.0124398
6.6,5.83271,242.019,201537,0.0124398
6.8,5.83171,242.06,201460,0.0124398
7,5.83071,242.101,201383,0.0124398
7.2,5.82971,242.142,201307,0.0124398
7.4,5.82872,242.183,201230,0.0124398
7.6,5.82772,242.224,201154,0.0124398
7.8,5.82672,242.265,201077,0.0124398
8,5.82572,242.306,201001,0.0124398
8.2,5.82472,242.347,200924,0.0124398
8.4,5.82372,242.388,200848,0.0124398
8.6,5.82273,242.43,200771,0.0124398
8.8,5.82173,242.471,200695,0.0124398
9,5.82073,242.512,200618,0.0124398
9.2,5.81973,242.553,200542,0.0124398
9.4,5.81874,242.594,200466,0.0124398
9.6,5.81774,242.635,200389,0.0124398
9.8,5.81674,242.676,200313,0.0124398
10,5.81674,242.676,200313,0.0124398
