x,rho,u,P,t
-10,5.90632,238.998,207231,0.0146795
-9.8,5.90632,238.998,207231,0.0146795
-9.6,5.90589,239.016,207198,0.0146795
-9.4,5.90525,239.042,207148,0.0146795
-9.2,5.9045,239.072,207090,0.0146795
-9,5.9037,239.105,207028,0.0146795
-8.8,5.90288,239.139,206963,0.0146795
-8.6,5.90204,239.173,206898,0.0146795
-8.4,5.90119,239.208,206832,0.0146795
-8.2,5.90034,239.243,206766,0.0146795
-8,5.89949,239.278,206699,0.0146795
-7.8,5.89864,239.313,206633,0.0146795
-7.6,5.89778,239.348,206567,0.0146795
-7.4,5.89693,239.383,206500,0.0146795
-7.2,5.89608,239.417,206434,0.0146795
-7,5.89522,239.452,206367,0.0146795
-6.8,5.89437,239.487,206301,0.0146795
-6.6,5.89352,239.522,206235,0.0146795
-6.4,5.89267,239.557,206168,0.0146795
-6.2,5.89181,239.592,206102,0.0146795
-6,5.89096,239.627,206036,0.0146795
-5.8,5.89011,239.662,205970,0.0146795
-5.6,5.88925,239.697,205903,0.0146795
-5.4,5.8884,239.732,205837,0.0146795
-5.2,5.88755,239.767,205771,0.0146795
-5,5.8867,239.802,205705,0.0146795
-4.8,5.88584,239.837,205638,0.0146795
-4.6,5.88499,239.872,205572,0.0146795
-4.4,5.88414,239.907,205506,0.0146795
-4.2,5.88329,239.942,205440,0.0146795
-4,5.88243,239.977,205374,0.0146795
-3.8,5.88158,240.012,205308,0.0146795
-3.6,5.88073,240.047,205242,0.0146795
-3.4,5.87988,240.082,205176,0.0146795
-3.2,5.87902,240.116,205109,0.0146795
-3,5.87817,240.151,205043,0.0146795
-2.8,5.87732,240.186,204977,0.0146795
-2.6,5.87647,240.221,204911,0.0146795
-2.4,5.87562,240.256,204845,0.0146795
-2.2,5.87476,240.291,204779,0.0146795
-2,5.87391,240.326,204713,0.0146795
-1.8,5.87306,240.361,204647,0.0146795
-1.6,5.87221,240.396,204582,0.0146795
-1.4,5.87136,240.431,204516,0.0146795
-1.2,5.87051,240.466,204450,0.0146795
-1,5.86965,240.501,204384,0.0146795
-0.8,5.8688,240.536,204318,0.0146795
-0.6,5.86795,240.571,204252,0.0146795
-0.4,5.8671,240.606,204186,0.0146795
-0.2,5.86625,240.641,204120,0.0146795
0,5.8654,240.676,204055,0.0146795
0.2,5.86455,240.711,203989,0.0146795
0.4,5.8637,240.745,203923,0.0146795
0.6,5.86285,240.78,203857,0.0146795
0.8,5.862,240.815,203792,0.0146795
1,5.86115,240.85,203726,0.0146795
1.2,5.8603,240.885,203660,0.0146795
1.4,5.85945,240.92,203595,0.0146795
1.6,5.8586,240.955,203529,0.0146795
1.8,5.85775,240.99,203464,0.0146795
2,5.8569,241.025,203398,0.0146795
2.2,5.85605,241.059,203333,0.0146795
2.4,5.8552,241.094,203267,0.0146795
2.6,5.85435,241.129,203202,0.0146795
2.8,5.8535,241.164,203136,0.0146795
3,5.85265,241.199,203071,0.0146795
3.2,5.85181,241.234,203005,0.0146795
3.4,5.85096,241.269,202940,0.0146795
3.6,5.85011,241.304,202875,0.0146795
3.8,5.84926,241.338,202809,0.0146795
4,5.84841,241.373,202744,0.0146795
4.2,5.84756,241.408,202679,0.0146795
4.4,5.84671,241.443,202613,0.0146795
4.6,5.84587,241.478,202548,0.0146795
4.8,5.84502,241.513,202483,0.0146795
5,5.84417,241.548,202417,0.0146795
5.2,5.84332,241.582,202352,0.0146795
5.4,5.84247,241.617,202287,0.0146795
5.6,5.84163,241.652,202222,0.0146795
5.8,5.84078,241.687,202156,0.0146795
6,5.83993,241.722,202091,0.0146795
6.2,5.83908,241.757,202026,0.0146795
6.4,5.83824,241.792,201961,0.0146795
6.6,5.83739,241.826,201896,0.0146795
6.8,5.83654,241.861,201831,0.0146795
7,5.83569,241.896,201766,0.0146795
7.2,5.83485,241.931,201700,0.0146795
7.4,5.834,241.966,201635,0.0146795
7.6,5.83315,242.001,201570,0.0146795
7.8,5.8323,242.036,201505,0.0146795
8,5.83146,242.07,201440,0.0146795
8.2,5.83061,242.105,201375,0.0146795
8.4,5.82976,242.14,201310,0.0146795
8.6,5.82892,242.175,201245,0.0146795
8.8,5.82807,242.21,201180,0.0146795
9,5.82722,242.245,201115,0.0146795
9.2,5.82637,242.279,201050,0.0146795
9.4,5.82553,242.314,200986,0.0146795
9.6,5.82468,242.349,200921,0.0146795
9.8,5.82383,242.384,200856,0.0146795
10,5.82383,242.384,200856,0.0146795
