x,rho,u,P,t
-10,5.91608,238.598,207993,0.0119421
-9.8,5.91608,238.598,207993,0.0119421
-9.6,5.91556,238.62,207952,0.0119421
-9.4,5.91477,238.652,207891,0.0119421
-9.2,5.91385,238.69,207819,0.0119421
-9,5.91287,238.73,207743,0.0119421
-8.8,5.91185,238.771,207663,0.0119421
-8.6,5.91082,238.814,207583,0.0119421
-8.4,5.90978,238.856,207501,0.0119421
-8.2,5.90874,238.899,207420,0.0119421
-8,5.90769,238.942,207338,0.0119421
-7.8,5.90664,238.985,207257,0.0119421
-7.6,5.90559,239.028,207175,0.0119421
-7.4,5.90455,239.071,207093,0.0119421
-7.2,5.9035,239.113,207012,0.0119421
-7,5.90245,239.156,206930,0.0119421
-6.8,5.9014,239.199,206848,0.0119421
-6.6,5.90035,239.242,206767,0.0119421
-6.4,5.89931,239.285,206685,0.0119421
-6.2,5.89826,239.328,206604,0.0119421
-6,5.89721,239.371,206522,0.0119421
-5.8,5.89616,239.414,206440,0.0119421
-5.6,5.89511,239.457,206359,0.0119421
-5.4,5.89407,239.5,206278,0.0119421
-5.2,5.89302,239.543,206196,0.0119421
-5,5.89197,239.586,206115,0.0119421
-4.8,5.89092,239.629,206033,0.0119421
-4.6,5.88988,239.671,205952,0.0119421
-4.4,5.88883,239.714,205871,0.0119421
-4.2,5.88778,239.757,205789,0.0119421
-4,5.88674,239.8,205708,0.0119421
-3.8,5.88569,239.843,205627,0.0119421
-3.6,5.88464,239.886,205545,0.0119421
-3.4,5.88359,239.929,205464,0.0119421
-3.2,5.88255,239.972,205383,0.0119421
-3,5.8815,240.015,205302,0.0119421
-2.8,5.88045,240.058,205221,0.0119421
-2.6,5.87941,240.101,205139,0.0119421
-2.4,5.87836,240.144,205058,0.0119421
-2.2,5.87731,240.187,204977,0.0119421
-2,5.87627,240.229,204896,0.0119421
-1.8,5.87522,240.272,204815,0.0119421
-1.6,5.87418,240.315,204734,0.0119421
-1.4,5.87313,240.358,204653,0.0119421
-1.2,5.87208,240.401,204572,0.0119421
-1,5.87104,240.444,204491,0.0119421
-0.8,5.86999,240.487,204410,0.0119421
-0.6,5.86895,240.53,204329,0.0119421
-0.4,5.8679,240.573,204248,0.0119421
-0.2,5.86686,240.616,204168,0.0119421
0,5.86581,240.659,204087,0.0119421
0.2,5.86476,240.701,204006,0.0119421
0.4,5.86372,240.744,203925,0.0119421
0.6,5.86268,240.787,203844,0.0119421
0.8,5.86163,240.83,203764,0.0119421
1,5.86059,240.873,203683,0.0119421
1.2,5.85955,240.916,203603,0.0119421
1.4,5.8585,240.959,203522,0.0119421
1.6,5.85746,241.001,203442,0.0119421
1.8,5.85642,241.044,203361,0.0119421
2,5.85538,241.087,203281,0.0119421
2.2,5.85433,241.13,203201,0.0119421
2.4,5.85329,241.173,203120,0.0119421
2.6,5.85225,241.215,203040,0.0119421
2.8,5.85121,241.258,202960,0.0119421
3,5.85017,241.301,202879,0.0119421
3.2,5.84912,241.344,202799,0.0119421
3.4,5.84808,241.387,202719,0.0119421
3.6,5.84704,241.429,202639,0.0119421
3.8,5.846,241.472,202558,0.0119421
4,5.84496,241.515,202478,0.0119421
4.2,5.84392,241.558,202398,0.0119421
4.4,5.84288,241.601,202318,0.0119421
4.6,5.84184,241.643,202238,0.0119421
4.8,5.8408,241.686,202158,0.0119421
5,5.83975,241.729,202078,0.0119421
5.2,5.83871,241.772,201998,0.0119421
5.4,5.83767,241.815,201918,0.0119421
5.6,5.83663,241.857,201838,0.0119421
5.8,5.83559,241.9,201758,0.0119421
6,5.83455,241.943,201678,0.0119421
6.2,5.83351,241.986,201598,0.0119421
6.4,5.83247,242.028,201519,0.0119421
6.6,5.83143,242.071,201439,0.0119421
6.8,5.83039,242.114,201359,0.0119421
7,5.82935,242.157,201279,0.0119421
7.2,5.82831,242.2,201199,0.0119421
7.4,5.82727,242.242,201120,0.0119421
7.6,5.82623,242.285,201040,0.0119421
7.8,5.8252,242.328,200960,0.0119421
8,5.82416,242.371,200881,0.0119421
8.2,5.82312,242.413,200801,0.0119421
8.4,5.82208,242.456,200721,0.0119421
8.6,5.82104,242.499,200642,0.0119421
8.8,5.82,242.542,200562,0.0119421
9,5.81896,242.585,200483,0.0119421
9.2,5.81792,242.627,200403,0.0119421
9.4,5.81688,242.67,200324,0.0119421
9.6,5.81585,242.713,200244,0.0119421
9.8,5.81481,242.756,200165,0.0119421
10,5.81481,242.756,200165,0.0119421
