x,rho,u,P,t
-10,6.02767,234.049,216810,0.00380214
-9.8,6.02767,234.049,216810,0.00380214
-9.6,6.02603,234.116,216679,0.00380214
-9.4,6.02356,234.216,216482,0.00380214
-9.2,6.02068,234.333,216252,0.00380214
-9,6.0176,234.458,216006,0.00380214
-8.8,6.01441,234.588,215752,0.00380214
-8.6,6.01117,234.719,215495,0.00380214
-8.4,6.00791,234.852,215235,0.00380214
-8.2,6.00464,234.985,214975,0.00380214
-8,6.00136,235.119,214714,0.00380214
-7.8,5.99807,235.252,214453,0.00380214
-7.6,5.99479,235.386,214193,0.00380214
-7.4,5.9915,235.519,213932,0.00380214
-7.2,5.98822,235.653,213672,0.00380214
-7,5.98494,235.787,213412,0.00380214
-6.8,5.98166,235.92,213152,0.00380214
-6.6,5.97837,236.054,212892,0.00380214
-6.4,5.97509,236.188,212633,0.00380214
-6.2,5.97181,236.321,212374,0.00380214
-6,5.96853,236.455,212115,0.00380214
-5.8,5.96525,236.589,211856,0.00380214
-5.6,5.96197,236.722,211598,0.00380214
-5.4,5.9587,236.856,211339,0.00380214
-5.2,5.95542,236.99,211081,0.00380214
-5,5.95214,237.123,210824,0.00380214
-4.8,5.94887,237.257,210566,0.00380214
-4.6,5.94559,237.391,210309,0.00380214
-4.4,5.94232,237.524,210052,0.00380214
-4.2,5.93905,237.658,209795,0.00380214
-4,5.93577,237.792,209538,0.00380214
-3.8,5.9325,237.925,209282,0.00380214
-3.6,5.92923,238.059,209026,0.00380214
-3.4,5.92596,238.193,208770,0.00380214
-3.2,5.92269,238.326,208514,0.00380214
-3,5.91942,238.46,208258,0.00380214
-2.8,5.91615,238.593,208003,0.00380214
-2.6,5.91289,238.727,207748,0.00380214
-2.4,5.90962,238.861,207493,0.00380214
-2.2,5.90636,238.994,207239,0.00380214
-2,5.90309,239.128,206984,0.00380214
-1.8,5.89983,239.262,206730,0.00380214
-1.6,5.89656,239.395,206476,0.00380214
-1.4,5.8933,239.529,206223,0.00380214
-1.2,5.89004,239.663,205969,0.00380214
-1,5.88678,239.796,205716,0.00380214
-0.8,5.88352,239.93,205463,0.00380214
-0.6,5.88026,240.063,205210,0.00380214
-0.4,5.877,240.197,204958,0.00380214
-0.2,5.87374,240.33,204706,0.00380214
0,5.87049,240.464,204454,0.00380214
0.2,5.86723,240.598,204202,0.00380214
0.4,5.86398,240.731,203950,0.00380214
0.6,5.86073,240.864,203700,0.00380214
0.8,5.85749,240.997,203450,0.00380214
1,5.85426,241.13,203200,0.00380214
1.2,5.85102,241.263,202951,0.00380214
1.4,5.84779,241.396,202702,0.00380214
1.6,5.84456,241.528,202454,0.00380214
1.8,5.84133,241.661,202205,0.00380214
2,5.83811,241.794,201957,0.00380214
2.2,5.83488,241.926,201710,0.00380214
2.4,5.83166,242.059,201462,0.00380214
2.6,5.82844,242.191,201215,0.00380214
2.8,5.82522,242.324,200968,0.00380214
3,5.822,242.456,200722,0.00380214
3.2,5.81878,242.589,200475,0.00380214
3.4,5.81556,242.721,200229,0.00380214
3.6,5.81234,242.854,199983,0.00380214
3.8,5.80913,242.986,199738,0.00380214
4,5.80591,243.118,199492,0.00380214
4.2,5.8027,243.251,199247,0.00380214
4.4,5.79949,243.383,199002,0.00380214
4.6,5.79628,243.516,198758,0.00380214
4.8,5.79307,243.648,198514,0.00380214
5,5.78986,243.78,198270,0.00380214
5.2,5.78666,243.912,198026,0.00380214
5.4,5.78345,244.045,197782,0.00380214
5.6,5.78024,244.177,197539,0.00380214
5.8,5.77704,244.309,197296,0.00380214
6,5.77384,244.441,197053,0.00380214
6.2,5.77064,244.574,196810,0.00380214
6.4,5.76743,244.706,196568,0.00380214
6.6,5.76424,244.838,196326,0.00380214
6.8,5.76104,244.97,196084,0.00380214
7,5.75784,245.102,195843,0.00380214
7.2,5.75464,245.234,195601,0.00380214
7.4,5.75145,245.366,195360,0.00380214
7.6,5.74825,245.499,195119,0.00380214
7.8,5.74506,245.631,194879,0.00380214
8,5.74187,245.763,194638,0.00380214
8.2,5.73868,245.895,194398,0.00380214
8.4,5.73548,246.027,194158,0.00380214
8.6,5.7323,246.159,193919,0.00380214
8.8,5.72911,246.291,193679,0.00380214
9,5.72592,246.423,193440,0.00380214
9.2,5.72273,246.555,193201,0.00380214
9.4,5.71955,246.687,192963,0.00380214
9.6,5.71636,246.819,192724,0.00380214
9.8,5.71318,246.951,192486,0.00380214
10,5.71318,246.951,192486,0.00380214
