x,rho,u,P,t
-10,5.90814,238.924,207373,0.0140781
-9.8,5.90814,238.924,207373,0.0140781
-9.6,5.90769,238.942,207339,0.0140781
-9.4,5.90703,238.969,207287,0.0140781
-9.2,5.90625,239.001,207226,0.0140781
-9,5.90541,239.035,207161,0.0140781
-8.8,5.90455,239.07,207094,0.0140781
-8.6,5.90368,239.106,207025,0.0140781
-8.4,5.90279,239.142,206957,0.0140781
-8.2,5.90191,239.179,206887,0.0140781
-8,5.90102,239.215,206818,0.0140781
-7.8,5.90013,239.252,206749,0.0140781
-7.6,5.89924,239.288,206680,0.0140781
-7.4,5.89835,239.324,206611,0.0140781
-7.2,5.89746,239.361,206541,0.0140781
-7,5.89657,239.397,206472,0.0140781
-6.8,5.89568,239.434,206403,0.0140781
-6.6,5.89479,239.47,206334,0.0140781
-6.4,5.8939,239.507,206265,0.0140781
-6.2,5.89301,239.543,206196,0.0140781
-6,5.89213,239.579,206126,0.0140781
-5.8,5.89124,239.616,206057,0.0140781
-5.6,5.89035,239.652,205988,0.0140781
-5.4,5.88946,239.689,205919,0.0140781
-5.2,5.88857,239.725,205850,0.0140781
-5,5.88768,239.762,205781,0.0140781
-4.8,5.88679,239.798,205712,0.0140781
-4.6,5.8859,239.834,205643,0.0140781
-4.4,5.88501,239.871,205574,0.0140781
-4.2,5.88412,239.907,205505,0.0140781
-4,5.88324,239.944,205436,0.0140781
-3.8,5.88235,239.98,205367,0.0140781
-3.6,5.88146,240.017,205298,0.0140781
-3.4,5.88057,240.053,205229,0.0140781
-3.2,5.87968,240.09,205160,0.0140781
-3,5.87879,240.126,205092,0.0140781
-2.8,5.8779,240.162,205023,0.0140781
-2.6,5.87702,240.199,204954,0.0140781
-2.4,5.87613,240.235,204885,0.0140781
-2.2,5.87524,240.272,204816,0.0140781
-2,5.87435,240.308,204747,0.0140781
-1.8,5.87346,240.345,204679,0.0140781
-1.6,5.87258,240.381,204610,0.0140781
-1.4,5.87169,240.417,204541,0.0140781
-1.2,5.8708,240.454,204473,0.0140781
-1,5.86991,240.49,204404,0.0140781
-0.8,5.86902,240.527,204335,0.0140781
-0.6,5.86814,240.563,204266,0.0140781
-0.4,5.86725,240.6,204198,0.0140781
-0.2,5.86636,240.636,204129,0.0140781
0,5.86547,240.672,204061,0.0140781
0.2,5.86459,240.709,203992,0.0140781
0.4,5.8637,240.745,203923,0.0140781
0.6,5.86281,240.782,203855,0.0140781
0.8,5.86193,240.818,203787,0.0140781
1,5.86104,240.854,203718,0.0140781
1.2,5.86016,240.891,203650,0.0140781
1.4,5.85927,240.927,203581,0.0140781
1.6,5.85839,240.963,203513,0.0140781
1.8,5.8575,241,203445,0.0140781
2,5.85661,241.036,203376,0.0140781
2.2,5.85573,241.073,203308,0.0140781
2.4,5.85484,241.109,203240,0.0140781
2.6,5.85396,241.145,203172,0.0140781
2.8,5.85307,241.182,203103,0.0140781
3,5.85219,241.218,203035,0.0140781
3.2,5.85131,241.254,202967,0.0140781
3.4,5.85042,241.291,202899,0.0140781
3.6,5.84954,241.327,202831,0.0140781
3.8,5.84865,241.363,202762,0.0140781
4,5.84777,241.4,202694,0.0140781
4.2,5.84688,241.436,202626,0.0140781
4.4,5.846,241.472,202558,0.0140781
4.6,5.84511,241.509,202490,0.0140781
4.8,5.84423,241.545,202422,0.0140781
5,5.84335,241.581,202354,0.0140781
5.2,5.84246,241.618,202286,0.0140781
5.4,5.84158,241.654,202218,0.0140781
5.6,5.84069,241.69,202150,0.0140781
5.8,5.83981,241.727,202082,0.0140781
6,5.83893,241.763,202014,0.0140781
6.2,5.83804,241.799,201946,0.0140781
6.4,5.83716,241.836,201878,0.0140781
6.6,5.83628,241.872,201810,0.0140781
6.8,5.83539,241.908,201743,0.0140781
7,5.83451,241.945,201675,0.0140781
7.2,5.83363,241.981,201607,0.0140781
7.4,5.83274,242.017,201539,0.0140781
7.6,5.83186,242.054,201471,0.0140781
7.8,5.83098,242.09,201404,0.0140781
8,5.83009,242.126,201336,0.0140781
8.2,5.82921,242.163,201268,0.0140781
8.4,5.82833,242.199,201200,0.0140781
8.6,5.82745,242.235,201133,0.0140781
8.8,5.82656,242.272,201065,0.0140781
9,5.82568,242.308,200997,0.0140781
9.2,5.8248,242.344,200930,0.0140781
9.4,5.82391,242.381,200862,0.0140781
9.6,5.82303,242.417,200794,0.0140781
9.8,5.82215,242.453,200727,0.0140781
10,5.82215,242.453,200727,0.0140781
