x,rho,u,P,t
-10,5.90223,239.165,206913,0.0162352
-9.8,5.90223,239.165,206913,0.0162352
-9.6,5.90185,239.181,206883,0.0162352
-9.4,5.90127,239.205,206838,0.0162352
-9.2,5.90059,239.233,206785,0.0162352
-9,5.89987,239.262,206729,0.0162352
-8.8,5.89912,239.293,206671,0.0162352
-8.6,5.89836,239.324,206612,0.0162352
-8.4,5.8976,239.355,206552,0.0162352
-8.2,5.89683,239.387,206492,0.0162352
-8,5.89606,239.418,206432,0.0162352
-7.8,5.89529,239.45,206372,0.0162352
-7.6,5.89452,239.481,206312,0.0162352
-7.4,5.89374,239.513,206252,0.0162352
-7.2,5.89297,239.545,206192,0.0162352
-7,5.8922,239.576,206132,0.0162352
-6.8,5.89143,239.608,206072,0.0162352
-6.6,5.89066,239.64,206012,0.0162352
-6.4,5.88989,239.671,205952,0.0162352
-6.2,5.88912,239.703,205893,0.0162352
-6,5.88834,239.734,205833,0.0162352
-5.8,5.88757,239.766,205773,0.0162352
-5.6,5.8868,239.798,205713,0.0162352
-5.4,5.88603,239.829,205653,0.0162352
-5.2,5.88526,239.861,205593,0.0162352
-5,5.88449,239.892,205533,0.0162352
-4.8,5.88372,239.924,205473,0.0162352
-4.6,5.88295,239.956,205414,0.0162352
-4.4,5.88218,239.987,205354,0.0162352
-4.2,5.8814,240.019,205294,0.0162352
-4,5.88063,240.051,205234,0.0162352
-3.8,5.87986,240.082,205174,0.0162352
-3.6,5.87909,240.114,205115,0.0162352
-3.4,5.87832,240.145,205055,0.0162352
-3.2,5.87755,240.177,204995,0.0162352
-3,5.87678,240.209,204935,0.0162352
-2.8,5.87601,240.24,204876,0.0162352
-2.6,5.87524,240.272,204816,0.0162352
-2.4,5.87447,240.303,204756,0.0162352
-2.2,5.8737,240.335,204697,0.0162352
-2,5.87293,240.367,204637,0.0162352
-1.8,5.87216,240.398,204577,0.0162352
-1.6,5.87139,240.43,204518,0.0162352
-1.4,5.87062,240.461,204458,0.0162352
-1.2,5.86985,240.493,204399,0.0162352
-1,5.86908,240.525,204339,0.0162352
-0.8,5.8683,240.556,204279,0.0162352
-0.6,5.86753,240.588,204220,0.0162352
-0.4,5.86676,240.619,204160,0.0162352
-0.2,5.86599,240.651,204101,0.0162352
0,5.86522,240.683,204041,0.0162352
0.2,5.86445,240.714,203982,0.0162352
0.4,5.86368,240.746,203922,0.0162352
0.6,5.86292,240.777,203863,0.0162352
0.8,5.86215,240.809,203803,0.0162352
1,5.86138,240.841,203744,0.0162352
1.2,5.86061,240.872,203685,0.0162352
1.4,5.85984,240.904,203625,0.0162352
1.6,5.85907,240.935,203566,0.0162352
1.8,5.8583,240.967,203507,0.0162352
2,5.85754,240.998,203447,0.0162352
2.2,5.85677,241.03,203388,0.0162352
2.4,5.856,241.061,203329,0.0162352
2.6,5.85523,241.093,203270,0.0162352
2.8,5.85446,241.125,203210,0.0162352
3,5.8537,241.156,203151,0.0162352
3.2,5.85293,241.188,203092,0.0162352
3.4,5.85216,241.219,203033,0.0162352
3.6,5.85139,241.251,202974,0.0162352
3.8,5.85062,241.282,202914,0.0162352
4,5.84986,241.314,202855,0.0162352
4.2,5.84909,241.345,202796,0.0162352
4.4,5.84832,241.377,202737,0.0162352
4.6,5.84755,241.408,202678,0.0162352
4.8,5.84679,241.44,202619,0.0162352
5,5.84602,241.472,202560,0.0162352
5.2,5.84525,241.503,202501,0.0162352
5.4,5.84448,241.535,202442,0.0162352
5.6,5.84372,241.566,202382,0.0162352
5.8,5.84295,241.598,202323,0.0162352
6,5.84218,241.629,202264,0.0162352
6.2,5.84142,241.661,202205,0.0162352
6.4,5.84065,241.692,202146,0.0162352
6.6,5.83988,241.724,202087,0.0162352
6.8,5.83912,241.755,202028,0.0162352
7,5.83835,241.787,201970,0.0162352
7.2,5.83758,241.818,201911,0.0162352
7.4,5.83681,241.85,201852,0.0162352
7.6,5.83605,241.882,201793,0.0162352
7.8,5.83528,241.913,201734,0.0162352
8,5.83451,241.945,201675,0.0162352
8.2,5.83375,241.976,201616,0.0162352
8.4,5.83298,242.008,201557,0.0162352
8.6,5.83222,242.039,201498,0.0162352
8.8,5.83145,242.071,201440,0.0162352
9,5.83068,242.102,201381,0.0162352
9.2,5.82992,242.134,201322,0.0162352
9.4,5.82915,242.165,201263,0.0162352
9.6,5.82838,242.197,201204,0.0162352
9.8,5.82762,242.228,201146,0.0162352
10,5.82762,242.228,201146,0.0162352
