x,rho,u,P,t
-10,6.06594,232.497,219879,0.00307926
-9.8,6.06594,232.497,219879,0.00307926
-9.6,6.06391,232.579,219716,0.00307926
-9.4,6.06087,232.702,219471,0.00307926
-9.2,6.05731,232.846,219185,0.00307926
-9,6.05351,233,218880,0.00307926
-8.8,6.04957,233.16,218564,0.00307926
-8.6,6.04558,233.322,218244,0.00307926
-8.4,6.04155,233.485,217921,0.00307926
-8.2,6.03751,233.649,217598,0.00307926
-8,6.03346,233.814,217274,0.00307926
-7.8,6.0294,233.978,216950,0.00307926
-7.6,6.02535,234.143,216626,0.00307926
-7.4,6.0213,234.307,216303,0.00307926
-7.2,6.01724,234.472,215980,0.00307926
-7,6.01319,234.637,215657,0.00307926
-6.8,6.00914,234.801,215335,0.00307926
-6.6,6.00509,234.966,215013,0.00307926
-6.4,6.00104,235.13,214691,0.00307926
-6.2,5.99699,235.295,214370,0.00307926
-6,5.99295,235.46,214049,0.00307926
-5.8,5.9889,235.624,213728,0.00307926
-5.6,5.98486,235.789,213408,0.00307926
-5.4,5.98081,235.954,213088,0.00307926
-5.2,5.97677,236.118,212768,0.00307926
-5,5.97273,236.283,212449,0.00307926
-4.8,5.96869,236.447,212130,0.00307926
-4.6,5.96465,236.612,211811,0.00307926
-4.4,5.96061,236.777,211493,0.00307926
-4.2,5.95658,236.941,211175,0.00307926
-4,5.95254,237.106,210857,0.00307926
-3.8,5.94851,237.271,210540,0.00307926
-3.6,5.94447,237.435,210223,0.00307926
-3.4,5.94044,237.6,209907,0.00307926
-3.2,5.93641,237.764,209591,0.00307926
-3,5.93238,237.929,209275,0.00307926
-2.8,5.92835,238.094,208959,0.00307926
-2.6,5.92433,238.258,208644,0.00307926
-2.4,5.9203,238.423,208329,0.00307926
-2.2,5.91627,238.587,208015,0.00307926
-2,5.91225,238.752,207701,0.00307926
-1.8,5.90823,238.916,207387,0.00307926
-1.6,5.9042,239.081,207074,0.00307926
-1.4,5.90018,239.246,206761,0.00307926
-1.2,5.89616,239.41,206448,0.00307926
-1,5.89215,239.575,206136,0.00307926
-0.8,5.88813,239.739,205824,0.00307926
-0.6,5.88411,239.904,205512,0.00307926
-0.4,5.8801,240.068,205201,0.00307926
-0.2,5.87609,240.233,204890,0.00307926
0,5.87207,240.397,204580,0.00307926
0.2,5.86806,240.562,204269,0.00307926
0.4,5.86406,240.726,203960,0.00307926
0.6,5.86006,240.89,203652,0.00307926
0.8,5.85608,241.054,203344,0.00307926
1,5.8521,241.217,203037,0.00307926
1.2,5.84812,241.381,202731,0.00307926
1.4,5.84415,241.544,202425,0.00307926
1.6,5.84018,241.707,202120,0.00307926
1.8,5.83621,241.87,201815,0.00307926
2,5.83224,242.033,201510,0.00307926
2.2,5.82828,242.196,201206,0.00307926
2.4,5.82432,242.359,200903,0.00307926
2.6,5.82036,242.522,200600,0.00307926
2.8,5.8164,242.685,200297,0.00307926
3,5.81244,242.848,199995,0.00307926
3.2,5.80849,243.011,199693,0.00307926
3.4,5.80454,243.173,199391,0.00307926
3.6,5.80059,243.336,199090,0.00307926
3.8,5.79664,243.499,198789,0.00307926
4,5.7927,243.661,198489,0.00307926
4.2,5.78875,243.824,198189,0.00307926
4.4,5.78481,243.987,197889,0.00307926
4.6,5.78087,244.149,197590,0.00307926
4.8,5.77693,244.312,197291,0.00307926
5,5.77299,244.474,196993,0.00307926
5.2,5.76906,244.637,196695,0.00307926
5.4,5.76512,244.799,196397,0.00307926
5.6,5.76119,244.962,196100,0.00307926
5.8,5.75726,245.124,195803,0.00307926
6,5.75333,245.286,195507,0.00307926
6.2,5.74941,245.449,195210,0.00307926
6.4,5.74548,245.611,194915,0.00307926
6.6,5.74156,245.773,194619,0.00307926
6.8,5.73764,245.936,194324,0.00307926
7,5.73372,246.098,194030,0.00307926
7.2,5.7298,246.26,193736,0.00307926
7.4,5.72588,246.422,193442,0.00307926
7.6,5.72197,246.584,193148,0.00307926
7.8,5.71805,246.747,192855,0.00307926
8,5.71414,246.909,192562,0.00307926
8.2,5.71023,247.071,192270,0.00307926
8.4,5.70632,247.233,191978,0.00307926
8.6,5.70242,247.395,191687,0.00307926
8.8,5.69851,247.557,191395,0.00307926
9,5.69461,247.719,191105,0.00307926
9.2,5.69071,247.881,190814,0.00307926
9.4,5.68681,248.042,190524,0.00307926
9.6,5.68291,248.204,190235,0.00307926
9.8,5.67902,248.366,189945,0.00307926
10,5.67902,248.366,189945,0.00307926
