x,rho,u,P,t
-10,5.89798,239.34,206582,0.0182475
-9.8,5.89798,239.34,206582,0.0182475
-9.6,5.89764,239.354,206555,0.0182475
-9.4,5.89712,239.375,206515,0.0182475
-9.2,5.89652,239.399,206468,0.0182475
-9,5.89588,239.426,206418,0.0182475
-8.8,5.89521,239.453,206366,0.0182475
-8.6,5.89454,239.481,206314,0.0182475
-8.4,5.89386,239.509,206261,0.0182475
-8.2,5.89317,239.537,206208,0.0182475
-8,5.89249,239.565,206154,0.0182475
-7.8,5.8918,239.593,206101,0.0182475
-7.6,5.89111,239.621,206048,0.0182475
-7.4,5.89043,239.649,205994,0.0182475
-7.2,5.88974,239.677,205941,0.0182475
-7,5.88905,239.705,205888,0.0182475
-6.8,5.88837,239.733,205834,0.0182475
-6.6,5.88768,239.762,205781,0.0182475
-6.4,5.88699,239.79,205728,0.0182475
-6.2,5.88631,239.818,205674,0.0182475
-6,5.88562,239.846,205621,0.0182475
-5.8,5.88494,239.874,205568,0.0182475
-5.6,5.88425,239.902,205515,0.0182475
-5.4,5.88356,239.93,205461,0.0182475
-5.2,5.88288,239.959,205408,0.0182475
-5,5.88219,239.987,205355,0.0182475
-4.8,5.8815,240.015,205302,0.0182475
-4.6,5.88082,240.043,205248,0.0182475
-4.4,5.88013,240.071,205195,0.0182475
-4.2,5.87945,240.099,205142,0.0182475
-4,5.87876,240.127,205089,0.0182475
-3.8,5.87807,240.156,205036,0.0182475
-3.6,5.87739,240.184,204982,0.0182475
-3.4,5.8767,240.212,204929,0.0182475
-3.2,5.87602,240.24,204876,0.0182475
-3,5.87533,240.268,204823,0.0182475
-2.8,5.87464,240.296,204770,0.0182475
-2.6,5.87396,240.324,204717,0.0182475
-2.4,5.87327,240.352,204664,0.0182475
-2.2,5.87259,240.381,204611,0.0182475
-2,5.8719,240.409,204557,0.0182475
-1.8,5.87121,240.437,204504,0.0182475
-1.6,5.87053,240.465,204451,0.0182475
-1.4,5.86984,240.493,204398,0.0182475
-1.2,5.86916,240.521,204345,0.0182475
-1,5.86847,240.549,204292,0.0182475
-0.8,5.86779,240.578,204239,0.0182475
-0.6,5.8671,240.606,204186,0.0182475
-0.4,5.86642,240.634,204133,0.0182475
-0.2,5.86573,240.662,204080,0.0182475
0,5.86504,240.69,204027,0.0182475
0.2,5.86436,240.718,203974,0.0182475
0.4,5.86367,240.746,203921,0.0182475
0.6,5.86299,240.774,203868,0.0182475
0.8,5.86231,240.803,203816,0.0182475
1,5.86162,240.831,203763,0.0182475
1.2,5.86094,240.859,203710,0.0182475
1.4,5.86025,240.887,203657,0.0182475
1.6,5.85957,240.915,203604,0.0182475
1.8,5.85888,240.943,203551,0.0182475
2,5.8582,240.971,203499,0.0182475
2.2,5.85752,240.999,203446,0.0182475
2.4,5.85683,241.027,203393,0.0182475
2.6,5.85615,241.055,203340,0.0182475
2.8,5.85547,241.084,203287,0.0182475
3,5.85478,241.112,203235,0.0182475
3.2,5.8541,241.14,203182,0.0182475
3.4,5.85341,241.168,203129,0.0182475
3.6,5.85273,241.196,203077,0.0182475
3.8,5.85205,241.224,203024,0.0182475
4,5.85136,241.252,202971,0.0182475
4.2,5.85068,241.28,202919,0.0182475
4.4,5.85,241.308,202866,0.0182475
4.6,5.84931,241.336,202813,0.0182475
4.8,5.84863,241.364,202761,0.0182475
5,5.84795,241.392,202708,0.0182475
5.2,5.84726,241.421,202655,0.0182475
5.4,5.84658,241.449,202603,0.0182475
5.6,5.8459,241.477,202550,0.0182475
5.8,5.84521,241.505,202498,0.0182475
6,5.84453,241.533,202445,0.0182475
6.2,5.84385,241.561,202392,0.0182475
6.4,5.84316,241.589,202340,0.0182475
6.6,5.84248,241.617,202287,0.0182475
6.8,5.8418,241.645,202235,0.0182475
7,5.84112,241.673,202182,0.0182475
7.2,5.84043,241.701,202130,0.0182475
7.4,5.83975,241.729,202077,0.0182475
7.6,5.83907,241.757,202025,0.0182475
7.8,5.83838,241.786,201972,0.0182475
8,5.8377,241.814,201920,0.0182475
8.2,5.83702,241.842,201867,0.0182475
8.4,5.83634,241.87,201815,0.0182475
8.6,5.83565,241.898,201762,0.0182475
8.8,5.83497,241.926,201710,0.0182475
9,5.83429,241.954,201658,0.0182475
9.2,5.83361,241.982,201605,0.0182475
9.4,5.83292,242.01,201553,0.0182475
9.6,5.83224,242.038,201500,0.0182475
9.8,5.83156,242.066,201448,0.0182475
10,5.83156,242.066,201448,0.0182475
