x,rho,u,P,t
-10,6.07292,232.214,220441,0.00297607
-9.8,6.07292,232.214,220441,0.00297607
-9.6,6.07082,232.299,220272,0.00297607
-9.4,6.06767,232.427,220018,0.00297607
-9.2,6.06399,232.576,219722,0.00297607
-9,6.06005,232.735,219406,0.00297607
-8.8,6.05598,232.9,219079,0.00297607
-8.6,6.05184,233.068,218747,0.00297607
-8.4,6.04768,233.237,218413,0.00297607
-8.2,6.04349,233.406,218077,0.00297607
-8,6.0393,233.576,217742,0.00297607
-7.8,6.03511,233.746,217406,0.00297607
-7.6,6.03092,233.917,217071,0.00297607
-7.4,6.02672,234.087,216736,0.00297607
-7.2,6.02253,234.257,216402,0.00297607
-7,6.01834,234.427,216067,0.00297607
-6.8,6.01415,234.598,215734,0.00297607
-6.6,6.00996,234.768,215400,0.00297607
-6.4,6.00577,234.938,215067,0.00297607
-6.2,6.00158,235.108,214734,0.00297607
-6,5.99739,235.279,214402,0.00297607
-5.8,5.99321,235.449,214070,0.00297607
-5.6,5.98902,235.619,213738,0.00297607
-5.4,5.98484,235.789,213407,0.00297607
-5.2,5.98066,235.96,213076,0.00297607
-5,5.97648,236.13,212745,0.00297607
-4.8,5.9723,236.3,212415,0.00297607
-4.6,5.96812,236.47,212085,0.00297607
-4.4,5.96395,236.641,211756,0.00297607
-4.2,5.95977,236.811,211427,0.00297607
-4,5.95559,236.981,211098,0.00297607
-3.8,5.95142,237.151,210770,0.00297607
-3.6,5.94725,237.322,210442,0.00297607
-3.4,5.94308,237.492,210114,0.00297607
-3.2,5.93891,237.662,209787,0.00297607
-3,5.93474,237.832,209460,0.00297607
-2.8,5.93057,238.003,209134,0.00297607
-2.6,5.92641,238.173,208808,0.00297607
-2.4,5.92224,238.343,208482,0.00297607
-2.2,5.91808,238.513,208156,0.00297607
-2,5.91392,238.683,207831,0.00297607
-1.8,5.90975,238.854,207507,0.00297607
-1.6,5.90559,239.024,207183,0.00297607
-1.4,5.90144,239.194,206859,0.00297607
-1.2,5.89728,239.364,206535,0.00297607
-1,5.89312,239.534,206212,0.00297607
-0.8,5.88897,239.705,205890,0.00297607
-0.6,5.88481,239.875,205567,0.00297607
-0.4,5.88066,240.045,205245,0.00297607
-0.2,5.87651,240.215,204924,0.00297607
0,5.87236,240.385,204603,0.00297607
0.2,5.86822,240.555,204282,0.00297607
0.4,5.86407,240.725,203962,0.00297607
0.6,5.85994,240.895,203643,0.00297607
0.8,5.85582,241.064,203325,0.00297607
1,5.85171,241.233,203008,0.00297607
1.2,5.84759,241.402,202691,0.00297607
1.4,5.84348,241.571,202375,0.00297607
1.6,5.83938,241.739,202059,0.00297607
1.8,5.83528,241.908,201744,0.00297607
2,5.83118,242.077,201429,0.00297607
2.2,5.82708,242.245,201115,0.00297607
2.4,5.82298,242.414,200801,0.00297607
2.6,5.81889,242.582,200488,0.00297607
2.8,5.8148,242.75,200175,0.00297607
3,5.81071,242.919,199863,0.00297607
3.2,5.80662,243.087,199551,0.00297607
3.4,5.80254,243.255,199239,0.00297607
3.6,5.79846,243.424,198928,0.00297607
3.8,5.79438,243.592,198617,0.00297607
4,5.7903,243.76,198307,0.00297607
4.2,5.78622,243.928,197997,0.00297607
4.4,5.78215,244.096,197688,0.00297607
4.6,5.77807,244.264,197379,0.00297607
4.8,5.774,244.432,197070,0.00297607
5,5.76993,244.6,196762,0.00297607
5.2,5.76587,244.768,196454,0.00297607
5.4,5.7618,244.936,196147,0.00297607
5.6,5.75774,245.104,195840,0.00297607
5.8,5.75368,245.272,195533,0.00297607
6,5.74962,245.44,195227,0.00297607
6.2,5.74556,245.607,194921,0.00297607
6.4,5.7415,245.775,194616,0.00297607
6.6,5.73745,245.943,194311,0.00297607
6.8,5.73339,246.111,194006,0.00297607
7,5.72934,246.278,193702,0.00297607
7.2,5.7253,246.446,193399,0.00297607
7.4,5.72125,246.614,193095,0.00297607
7.6,5.7172,246.781,192792,0.00297607
7.8,5.71316,246.949,192490,0.00297607
8,5.70912,247.116,192188,0.00297607
8.2,5.70508,247.284,191886,0.00297607
8.4,5.70104,247.451,191585,0.00297607
8.6,5.69701,247.619,191284,0.00297607
8.8,5.69297,247.786,190984,0.00297607
9,5.68894,247.954,190684,0.00297607
9.2,5.68491,248.121,190384,0.00297607
9.4,5.68089,248.288,190085,0.00297607
9.6,5.67686,248.455,189786,0.00297607
9.8,5.67284,248.623,189488,0.00297607
10,5.67284,248.623,189488,0.00297607
