x,rho,u,P,t
-10,5.9202,238.43,208315,0.0110713
-9.8,5.9202,238.43,208315,0.0110713
-9.6,5.91963,238.453,208271,0.0110713
-9.4,5.91878,238.488,208204,0.0110713
-9.2,5.91779,238.528,208127,0.0110713
-9,5.91673,238.572,208044,0.0110713
-8.8,5.91564,238.617,207959,0.0110713
-8.6,5.91452,238.662,207872,0.0110713
-8.4,5.9134,238.708,207784,0.0110713
-8.2,5.91228,238.754,207696,0.0110713
-8,5.91115,238.8,207608,0.0110713
-7.8,5.91002,238.847,207520,0.0110713
-7.6,5.90889,238.893,207432,0.0110713
-7.4,5.90776,238.939,207344,0.0110713
-7.2,5.90663,238.985,207255,0.0110713
-7,5.9055,239.032,207167,0.0110713
-6.8,5.90437,239.078,207079,0.0110713
-6.6,5.90323,239.124,206991,0.0110713
-6.4,5.9021,239.171,206903,0.0110713
-6.2,5.90097,239.217,206815,0.0110713
-6,5.89984,239.263,206727,0.0110713
-5.8,5.89871,239.309,206639,0.0110713
-5.6,5.89758,239.356,206551,0.0110713
-5.4,5.89645,239.402,206463,0.0110713
-5.2,5.89532,239.448,206375,0.0110713
-5,5.89419,239.494,206288,0.0110713
-4.8,5.89307,239.541,206200,0.0110713
-4.6,5.89194,239.587,206112,0.0110713
-4.4,5.89081,239.633,206024,0.0110713
-4.2,5.88968,239.68,205936,0.0110713
-4,5.88855,239.726,205849,0.0110713
-3.8,5.88742,239.772,205761,0.0110713
-3.6,5.88629,239.818,205673,0.0110713
-3.4,5.88516,239.865,205586,0.0110713
-3.2,5.88403,239.911,205498,0.0110713
-3,5.8829,239.957,205411,0.0110713
-2.8,5.88177,240.004,205323,0.0110713
-2.6,5.88065,240.05,205235,0.0110713
-2.4,5.87952,240.096,205148,0.0110713
-2.2,5.87839,240.142,205061,0.0110713
-2,5.87726,240.189,204973,0.0110713
-1.8,5.87613,240.235,204886,0.0110713
-1.6,5.875,240.281,204798,0.0110713
-1.4,5.87388,240.327,204711,0.0110713
-1.2,5.87275,240.374,204624,0.0110713
-1,5.87162,240.42,204536,0.0110713
-0.8,5.87049,240.466,204449,0.0110713
-0.6,5.86937,240.513,204362,0.0110713
-0.4,5.86824,240.559,204275,0.0110713
-0.2,5.86711,240.605,204187,0.0110713
0,5.86598,240.651,204100,0.0110713
0.2,5.86486,240.698,204013,0.0110713
0.4,5.86373,240.744,203926,0.0110713
0.6,5.8626,240.79,203839,0.0110713
0.8,5.86148,240.836,203752,0.0110713
1,5.86035,240.882,203665,0.0110713
1.2,5.85923,240.929,203579,0.0110713
1.4,5.85811,240.975,203492,0.0110713
1.6,5.85698,241.021,203405,0.0110713
1.8,5.85586,241.067,203318,0.0110713
2,5.85473,241.113,203232,0.0110713
2.2,5.85361,241.159,203145,0.0110713
2.4,5.85249,241.206,203058,0.0110713
2.6,5.85136,241.252,202972,0.0110713
2.8,5.85024,241.298,202885,0.0110713
3,5.84912,241.344,202799,0.0110713
3.2,5.848,241.39,202712,0.0110713
3.4,5.84687,241.436,202626,0.0110713
3.6,5.84575,241.482,202539,0.0110713
3.8,5.84463,241.529,202453,0.0110713
4,5.84351,241.575,202367,0.0110713
4.2,5.84238,241.621,202280,0.0110713
4.4,5.84126,241.667,202194,0.0110713
4.6,5.84014,241.713,202108,0.0110713
4.8,5.83902,241.759,202021,0.0110713
5,5.8379,241.805,201935,0.0110713
5.2,5.83677,241.851,201849,0.0110713
5.4,5.83565,241.898,201763,0.0110713
5.6,5.83453,241.944,201677,0.0110713
5.8,5.83341,241.99,201591,0.0110713
6,5.83229,242.036,201505,0.0110713
6.2,5.83117,242.082,201419,0.0110713
6.4,5.83005,242.128,201333,0.0110713
6.6,5.82893,242.174,201247,0.0110713
6.8,5.82781,242.22,201161,0.0110713
7,5.82669,242.266,201075,0.0110713
7.2,5.82556,242.313,200989,0.0110713
7.4,5.82444,242.359,200903,0.0110713
7.6,5.82332,242.405,200817,0.0110713
7.8,5.8222,242.451,200731,0.0110713
8,5.82108,242.497,200645,0.0110713
8.2,5.81996,242.543,200560,0.0110713
8.4,5.81884,242.589,200474,0.0110713
8.6,5.81772,242.635,200388,0.0110713
8.8,5.8166,242.681,200303,0.0110713
9,5.81549,242.728,200217,0.0110713
9.2,5.81437,242.774,200131,0.0110713
9.4,5.81325,242.82,200046,0.0110713
9.6,5.81213,242.866,199960,0.0110713
9.8,5.81101,242.912,199875,0.0110713
10,5.81101,242.912,199875,0.0110713
