x,rho,u,P,t
-10,5.95233,237.117,210836,0.00705094
-9.8,5.95233,237.117,210836,0.00705094
-9.6,5.95144,237.153,210766,0.00705094
-9.4,5.95011,237.208,210661,0.00705094
-9.2,5.94856,237.271,210539,0.00705094
-9,5.9469,237.339,210408,0.00705094
-8.8,5.94518,237.409,210273,0.00705094
-8.6,5.94343,237.48,210136,0.00705094
-8.4,5.94167,237.552,209998,0.00705094
-8.2,5.9399,237.625,209859,0.00705094
-8,5.93813,237.697,209720,0.00705094
-7.8,5.93636,237.769,209581,0.00705094
-7.6,5.93458,237.842,209442,0.00705094
-7.4,5.93281,237.914,209303,0.00705094
-7.2,5.93104,237.987,209164,0.00705094
-7,5.92926,238.059,209025,0.00705094
-6.8,5.92749,238.132,208886,0.00705094
-6.6,5.92572,238.204,208747,0.00705094
-6.4,5.92395,238.277,208609,0.00705094
-6.2,5.92217,238.349,208470,0.00705094
-6,5.9204,238.421,208331,0.00705094
-5.8,5.91863,238.494,208193,0.00705094
-5.6,5.91686,238.566,208055,0.00705094
-5.4,5.91509,238.639,207916,0.00705094
-5.2,5.91331,238.711,207778,0.00705094
-5,5.91154,238.784,207640,0.00705094
-4.8,5.90977,238.856,207501,0.00705094
-4.6,5.908,238.929,207363,0.00705094
-4.4,5.90623,239.001,207225,0.00705094
-4.2,5.90446,239.074,207087,0.00705094
-4,5.90269,239.146,206949,0.00705094
-3.8,5.90092,239.219,206812,0.00705094
-3.6,5.89915,239.291,206674,0.00705094
-3.4,5.89738,239.364,206536,0.00705094
-3.2,5.89561,239.436,206399,0.00705094
-3,5.89384,239.509,206261,0.00705094
-2.8,5.89207,239.581,206124,0.00705094
-2.6,5.89031,239.653,205986,0.00705094
-2.4,5.88854,239.726,205849,0.00705094
-2.2,5.88677,239.798,205711,0.00705094
-2,5.885,239.871,205574,0.00705094
-1.8,5.88323,239.943,205437,0.00705094
-1.6,5.88147,240.016,205300,0.00705094
-1.4,5.8797,240.088,205163,0.00705094
-1.2,5.87793,240.161,205026,0.00705094
-1,5.87617,240.233,204889,0.00705094
-0.8,5.8744,240.306,204752,0.00705094
-0.6,5.87263,240.378,204616,0.00705094
-0.4,5.87087,240.45,204479,0.00705094
-0.2,5.8691,240.523,204342,0.00705094
0,5.86734,240.595,204206,0.00705094
0.2,5.86557,240.668,204069,0.00705094
0.4,5.86381,240.74,203933,0.00705094
0.6,5.86205,240.813,203797,0.00705094
0.8,5.86029,240.885,203661,0.00705094
1,5.85853,240.957,203525,0.00705094
1.2,5.85677,241.029,203390,0.00705094
1.4,5.85501,241.101,203254,0.00705094
1.6,5.85325,241.174,203118,0.00705094
1.8,5.8515,241.246,202983,0.00705094
2,5.84974,241.318,202848,0.00705094
2.2,5.84798,241.39,202712,0.00705094
2.4,5.84623,241.462,202577,0.00705094
2.6,5.84447,241.534,202442,0.00705094
2.8,5.84272,241.607,202307,0.00705094
3,5.84096,241.679,202172,0.00705094
3.2,5.83921,241.751,202037,0.00705094
3.4,5.83745,241.823,201902,0.00705094
3.6,5.8357,241.895,201768,0.00705094
3.8,5.83395,241.967,201633,0.00705094
4,5.83219,242.039,201499,0.00705094
4.2,5.83044,242.111,201364,0.00705094
4.4,5.82869,242.183,201230,0.00705094
4.6,5.82694,242.256,201095,0.00705094
4.8,5.82518,242.328,200961,0.00705094
5,5.82343,242.4,200827,0.00705094
5.2,5.82168,242.472,200693,0.00705094
5.4,5.81993,242.544,200559,0.00705094
5.6,5.81818,242.616,200425,0.00705094
5.8,5.81643,242.688,200291,0.00705094
6,5.81468,242.76,200157,0.00705094
6.2,5.81293,242.832,200023,0.00705094
6.4,5.81118,242.904,199889,0.00705094
6.6,5.80943,242.976,199756,0.00705094
6.8,5.80768,243.048,199622,0.00705094
7,5.80593,243.12,199489,0.00705094
7.2,5.80418,243.192,199355,0.00705094
7.4,5.80244,243.264,199222,0.00705094
7.6,5.80069,243.337,199088,0.00705094
7.8,5.79894,243.409,198955,0.00705094
8,5.79719,243.481,198822,0.00705094
8.2,5.79545,243.553,198689,0.00705094
8.4,5.7937,243.625,198556,0.00705094
8.6,5.79195,243.697,198423,0.00705094
8.8,5.79021,243.769,198290,0.00705094
9,5.78846,243.841,198157,0.00705094
9.2,5.78672,243.913,198025,0.00705094
9.4,5.78497,243.985,197892,0.00705094
9.6,5.78322,244.057,197759,0.00705094
9.8,5.78148,244.129,197627,0.00705094
10,5.78148,244.129,197627,0.00705094
