x,rho,u,P,t
-10,5.94409,237.454,210188,0.00777595
-9.8,5.94409,237.454,210188,0.00777595
-9.6,5.94328,237.486,210124,0.00777595
-9.4,5.94208,237.536,210030,0.00777595
-9.2,5.94067,237.593,209919,0.00777595
-9,5.93916,237.655,209800,0.00777595
-8.8,5.9376,237.719,209678,0.00777595
-8.6,5.93602,237.783,209554,0.00777595
-8.4,5.93442,237.849,209429,0.00777595
-8.2,5.93282,237.914,209303,0.00777595
-8,5.93121,237.98,209177,0.00777595
-7.8,5.9296,238.045,209051,0.00777595
-7.6,5.92799,238.111,208925,0.00777595
-7.4,5.92639,238.177,208799,0.00777595
-7.2,5.92478,238.243,208673,0.00777595
-7,5.92317,238.308,208548,0.00777595
-6.8,5.92156,238.374,208422,0.00777595
-6.6,5.91995,238.44,208296,0.00777595
-6.4,5.91834,238.506,208171,0.00777595
-6.2,5.91674,238.571,208045,0.00777595
-6,5.91513,238.637,207919,0.00777595
-5.8,5.91352,238.703,207794,0.00777595
-5.6,5.91191,238.769,207668,0.00777595
-5.4,5.91031,238.834,207543,0.00777595
-5.2,5.9087,238.9,207418,0.00777595
-5,5.90709,238.966,207292,0.00777595
-4.8,5.90549,239.032,207167,0.00777595
-4.6,5.90388,239.098,207042,0.00777595
-4.4,5.90228,239.163,206917,0.00777595
-4.2,5.90067,239.229,206792,0.00777595
-4,5.89906,239.295,206667,0.00777595
-3.8,5.89746,239.361,206542,0.00777595
-3.6,5.89585,239.426,206417,0.00777595
-3.4,5.89425,239.492,206292,0.00777595
-3.2,5.89264,239.558,206167,0.00777595
-3,5.89104,239.624,206043,0.00777595
-2.8,5.88943,239.689,205918,0.00777595
-2.6,5.88783,239.755,205793,0.00777595
-2.4,5.88623,239.821,205669,0.00777595
-2.2,5.88462,239.887,205544,0.00777595
-2,5.88302,239.952,205420,0.00777595
-1.8,5.88141,240.018,205296,0.00777595
-1.6,5.87981,240.084,205171,0.00777595
-1.4,5.87821,240.15,205047,0.00777595
-1.2,5.8766,240.215,204923,0.00777595
-1,5.875,240.281,204799,0.00777595
-0.8,5.8734,240.347,204675,0.00777595
-0.6,5.8718,240.413,204550,0.00777595
-0.4,5.87019,240.478,204427,0.00777595
-0.2,5.86859,240.544,204303,0.00777595
0,5.86699,240.61,204179,0.00777595
0.2,5.86539,240.675,204055,0.00777595
0.4,5.86379,240.741,203931,0.00777595
0.6,5.86219,240.807,203808,0.00777595
0.8,5.86059,240.872,203684,0.00777595
1,5.859,240.938,203561,0.00777595
1.2,5.8574,241.003,203438,0.00777595
1.4,5.8558,241.069,203315,0.00777595
1.6,5.85421,241.135,203192,0.00777595
1.8,5.85261,241.2,203069,0.00777595
2,5.85102,241.266,202946,0.00777595
2.2,5.84942,241.331,202823,0.00777595
2.4,5.84783,241.397,202700,0.00777595
2.6,5.84624,241.462,202578,0.00777595
2.8,5.84464,241.527,202455,0.00777595
3,5.84305,241.593,202332,0.00777595
3.2,5.84146,241.658,202210,0.00777595
3.4,5.83987,241.724,202087,0.00777595
3.6,5.83827,241.789,201965,0.00777595
3.8,5.83668,241.855,201843,0.00777595
4,5.83509,241.92,201720,0.00777595
4.2,5.8335,241.986,201598,0.00777595
4.4,5.83191,242.051,201476,0.00777595
4.6,5.83032,242.117,201354,0.00777595
4.8,5.82872,242.182,201232,0.00777595
5,5.82713,242.248,201110,0.00777595
5.2,5.82554,242.313,200988,0.00777595
5.4,5.82395,242.378,200866,0.00777595
5.6,5.82236,242.444,200745,0.00777595
5.8,5.82077,242.509,200623,0.00777595
6,5.81919,242.575,200501,0.00777595
6.2,5.8176,242.64,200379,0.00777595
6.4,5.81601,242.706,200258,0.00777595
6.6,5.81442,242.771,200136,0.00777595
6.8,5.81283,242.836,200015,0.00777595
7,5.81124,242.902,199894,0.00777595
7.2,5.80965,242.967,199772,0.00777595
7.4,5.80807,243.033,199651,0.00777595
7.6,5.80648,243.098,199530,0.00777595
7.8,5.80489,243.163,199409,0.00777595
8,5.80331,243.229,199288,0.00777595
8.2,5.80172,243.294,199167,0.00777595
8.4,5.80013,243.36,199046,0.00777595
8.6,5.79855,243.425,198925,0.00777595
8.8,5.79696,243.49,198804,0.00777595
9,5.79537,243.556,198683,0.00777595
9.2,5.79379,243.621,198562,0.00777595
9.4,5.7922,243.687,198442,0.00777595
9.6,5.79062,243.752,198321,0.00777595
9.8,5.78903,243.817,198200,0.00777595
10,5.78903,243.817,198200,0.00777595
