x,rho,u,P,t
-10,6.54992,213.181,260620,0.000900387
-9.8,6.54992,213.181,260620,0.000900387
-9.6,6.54296,213.455,260009,0.000900387
-9.4,6.53249,213.866,259094,0.000900387
-9.2,6.52028,214.346,258028,0.000900387
-9,6.50719,214.861,256888,0.000900387
-8.8,6.49367,215.394,255712,0.000900387
-8.6,6.47993,215.935,254521,0.000900387
-8.4,6.46609,216.48,253325,0.000900387
-8.2,6.45221,217.028,252127,0.000900387
-8,6.43832,217.577,250930,0.000900387
-7.8,6.42442,218.126,249737,0.000900387
-7.6,6.41052,218.676,248546,0.000900387
-7.4,6.39664,219.226,247359,0.000900387
-7.2,6.38277,219.776,246176,0.000900387
-7,6.3689,220.326,244997,0.000900387
-6.8,6.35505,220.875,243822,0.000900387
-6.6,6.34122,221.425,242651,0.000900387
-6.4,6.32739,221.975,241483,0.000900387
-6.2,6.31358,222.525,240320,0.000900387
-6,6.29978,223.074,239160,0.000900387
-5.8,6.28599,223.624,238004,0.000900387
-5.6,6.27221,224.174,236853,0.000900387
-5.4,6.25845,224.723,235705,0.000900387
-5.2,6.2447,225.273,234561,0.000900387
-5,6.23096,225.823,233421,0.000900387
-4.8,6.21724,226.372,232284,0.000900387
-4.6,6.20352,226.922,231152,0.000900387
-4.4,6.18982,227.471,230024,0.000900387
-4.2,6.17613,228.021,228899,0.000900387
-4,6.16246,228.57,227779,0.000900387
-3.8,6.14879,229.119,226662,0.000900387
-3.6,6.13514,229.669,225549,0.000900387
-3.4,6.1215,230.218,224440,0.000900387
-3.2,6.10787,230.768,223335,0.000900387
-3,6.09425,231.317,222234,0.000900387
-2.8,6.08065,231.866,221136,0.000900387
-2.6,6.06706,232.416,220043,0.000900387
-2.4,6.05348,232.965,218953,0.000900387
-2.2,6.03991,233.514,217868,0.000900387
-2,6.02636,234.064,216786,0.000900387
-1.8,6.01281,234.613,215708,0.000900387
-1.6,5.99928,235.162,214634,0.000900387
-1.4,5.98577,235.711,213563,0.000900387
-1.2,5.97226,236.26,212497,0.000900387
-1,5.95877,236.809,211435,0.000900387
-0.8,5.94529,237.358,210376,0.000900387
-0.6,5.93182,237.907,209322,0.000900387
-0.4,5.91837,238.456,208271,0.000900387
-0.2,5.90493,239.005,207224,0.000900387
0,5.89151,239.554,206182,0.000900387
0.2,5.87811,240.102,205144,0.000900387
0.4,5.86473,240.65,204111,0.000900387
0.6,5.85145,241.194,203087,0.000900387
0.8,5.83829,241.734,202077,0.000900387
1,5.8252,242.271,201074,0.000900387
1.2,5.81217,242.807,200079,0.000900387
1.4,5.79918,243.341,199089,0.000900387
1.6,5.78623,243.874,198105,0.000900387
1.8,5.77332,244.406,197127,0.000900387
2,5.76044,244.937,196154,0.000900387
2.2,5.74759,245.467,195187,0.000900387
2.4,5.73478,245.996,194224,0.000900387
2.6,5.72201,246.524,193267,0.000900387
2.8,5.70927,247.051,192316,0.000900387
3,5.69656,247.577,191369,0.000900387
3.2,5.68389,248.102,190428,0.000900387
3.4,5.67126,248.626,189492,0.000900387
3.6,5.65867,249.149,188562,0.000900387
3.8,5.64611,249.671,187637,0.000900387
4,5.6336,250.191,186718,0.000900387
4.2,5.62114,250.71,185805,0.000900387
4.4,5.60872,251.227,184898,0.000900387
4.6,5.59635,251.743,183997,0.000900387
4.8,5.58403,252.257,183103,0.000900387
5,5.57177,252.769,182215,0.000900387
5.2,5.55957,253.279,181334,0.000900387
5.4,5.54744,253.786,180461,0.000900387
5.6,5.53538,254.291,179595,0.000900387
5.8,5.5234,254.794,178736,0.000900387
6,5.5115,255.293,177887,0.000900387
6.2,5.49969,255.788,177046,0.000900387
6.4,5.48798,256.28,176215,0.000900387
6.6,5.47638,256.768,175393,0.000900387
6.8,5.4649,257.251,174583,0.000900387
7,5.45355,257.729,173783,0.000900387
7.2,5.44235,258.201,172997,0.000900387
7.4,5.43131,258.667,172223,0.000900387
7.6,5.42044,259.126,171465,0.000900387
7.8,5.40978,259.576,170722,0.000900387
8,5.39934,260.018,169996,0.000900387
8.2,5.38913,260.449,169289,0.000900387
8.4,5.3792,260.87,168602,0.000900387
8.6,5.36956,261.278,167937,0.000900387
8.8,5.36026,261.673,167297,0.000900387
9,5.35132,262.052,166683,0.000900387
9.2,5.34277,262.415,166098,0.000900387
9.4,5.33466,262.76,165543,0.000900387
9.6,5.32702,263.085,165022,0.000900387
9.8,5.31988,263.388,164536,0.000900387
10,5.31988,263.388,164536,0.000900387
