x,rho,u,P,t
-10,6.00219,235.085,214780,0.00450503
-9.8,6.00219,235.085,214780,0.00450503
-9.6,6.00081,235.141,214669,0.00450503
-9.4,5.99872,235.226,214504,0.00450503
-9.2,5.9963,235.325,214311,0.00450503
-9,5.99369,235.431,214105,0.00450503
-8.8,5.991,235.54,213891,0.00450503
-8.6,5.98827,235.652,213675,0.00450503
-8.4,5.98552,235.764,213457,0.00450503
-8.2,5.98275,235.876,213238,0.00450503
-8,5.97998,235.989,213019,0.00450503
-7.8,5.97721,236.102,212799,0.00450503
-7.6,5.97444,236.215,212580,0.00450503
-7.4,5.97167,236.328,212361,0.00450503
-7.2,5.96889,236.441,212142,0.00450503
-7,5.96612,236.554,211924,0.00450503
-6.8,5.96335,236.667,211705,0.00450503
-6.6,5.96058,236.78,211486,0.00450503
-6.4,5.95781,236.893,211268,0.00450503
-6.2,5.95504,237.006,211050,0.00450503
-6,5.95227,237.119,210832,0.00450503
-5.8,5.9495,237.232,210614,0.00450503
-5.6,5.94673,237.345,210397,0.00450503
-5.4,5.94396,237.458,210179,0.00450503
-5.2,5.94119,237.571,209962,0.00450503
-5,5.93843,237.684,209745,0.00450503
-4.8,5.93566,237.797,209528,0.00450503
-4.6,5.93289,237.91,209311,0.00450503
-4.4,5.93013,238.023,209094,0.00450503
-4.2,5.92736,238.136,208878,0.00450503
-4,5.9246,238.249,208662,0.00450503
-3.8,5.92183,238.362,208445,0.00450503
-3.6,5.91907,238.475,208229,0.00450503
-3.4,5.91631,238.588,208014,0.00450503
-3.2,5.91355,238.701,207798,0.00450503
-3,5.91078,238.814,207582,0.00450503
-2.8,5.90802,238.927,207367,0.00450503
-2.6,5.90526,239.04,207152,0.00450503
-2.4,5.9025,239.153,206937,0.00450503
-2.2,5.89974,239.266,206722,0.00450503
-2,5.89698,239.379,206507,0.00450503
-1.8,5.89422,239.492,206293,0.00450503
-1.6,5.89147,239.605,206079,0.00450503
-1.4,5.88871,239.718,205864,0.00450503
-1.2,5.88595,239.831,205650,0.00450503
-1,5.8832,239.944,205436,0.00450503
-0.8,5.88044,240.057,205223,0.00450503
-0.6,5.87769,240.17,205009,0.00450503
-0.4,5.87493,240.283,204796,0.00450503
-0.2,5.87218,240.396,204583,0.00450503
0,5.86942,240.508,204370,0.00450503
0.2,5.86667,240.621,204157,0.00450503
0.4,5.86392,240.734,203944,0.00450503
0.6,5.86118,240.847,203733,0.00450503
0.8,5.85844,240.959,203521,0.00450503
1,5.8557,241.072,203310,0.00450503
1.2,5.85296,241.184,203099,0.00450503
1.4,5.85023,241.297,202888,0.00450503
1.6,5.84749,241.409,202677,0.00450503
1.8,5.84476,241.521,202467,0.00450503
2,5.84203,241.633,202257,0.00450503
2.2,5.8393,241.746,202047,0.00450503
2.4,5.83657,241.858,201837,0.00450503
2.6,5.83384,241.97,201628,0.00450503
2.8,5.83111,242.082,201418,0.00450503
3,5.82838,242.194,201209,0.00450503
3.2,5.82566,242.307,201000,0.00450503
3.4,5.82293,242.419,200791,0.00450503
3.6,5.82021,242.531,200583,0.00450503
3.8,5.81748,242.643,200374,0.00450503
4,5.81476,242.755,200166,0.00450503
4.2,5.81204,242.867,199958,0.00450503
4.4,5.80932,242.979,199750,0.00450503
4.6,5.8066,243.091,199543,0.00450503
4.8,5.80388,243.203,199335,0.00450503
5,5.80116,243.315,199128,0.00450503
5.2,5.79844,243.427,198920,0.00450503
5.4,5.79572,243.539,198714,0.00450503
5.6,5.79301,243.652,198507,0.00450503
5.8,5.79029,243.764,198300,0.00450503
6,5.78758,243.875,198094,0.00450503
6.2,5.78486,243.987,197887,0.00450503
6.4,5.78215,244.099,197681,0.00450503
6.6,5.77944,244.211,197475,0.00450503
6.8,5.77672,244.323,197270,0.00450503
7,5.77401,244.435,197064,0.00450503
7.2,5.7713,244.547,196859,0.00450503
7.4,5.76859,244.659,196653,0.00450503
7.6,5.76588,244.771,196448,0.00450503
7.8,5.76317,244.883,196243,0.00450503
8,5.76047,244.995,196039,0.00450503
8.2,5.75776,245.107,195834,0.00450503
8.4,5.75505,245.219,195630,0.00450503
8.6,5.75235,245.331,195426,0.00450503
8.8,5.74964,245.442,195221,0.00450503
9,5.74694,245.554,195018,0.00450503
9.2,5.74423,245.666,194814,0.00450503
9.4,5.74153,245.778,194610,0.00450503
9.6,5.73883,245.89,194407,0.00450503
9.8,5.73613,246.002,194204,0.00450503
10,5.73613,246.002,194204,0.00450503
