x,rho,u,P,t
-10,5.90273,239.145,206952,0.0160278
-9.8,5.90273,239.145,206952,0.0160278
-9.6,5.90234,239.161,206921,0.0160278
-9.4,5.90176,239.185,206876,0.0160278
-9.2,5.90107,239.213,206822,0.0160278
-9,5.90034,239.243,206765,0.0160278
-8.8,5.89958,239.274,206706,0.0160278
-8.6,5.89881,239.306,206646,0.0160278
-8.4,5.89804,239.337,206586,0.0160278
-8.2,5.89726,239.369,206525,0.0160278
-8,5.89648,239.401,206465,0.0160278
-7.8,5.8957,239.433,206404,0.0160278
-7.6,5.89491,239.465,206343,0.0160278
-7.4,5.89413,239.497,206283,0.0160278
-7.2,5.89335,239.529,206222,0.0160278
-7,5.89257,239.561,206161,0.0160278
-6.8,5.89179,239.593,206100,0.0160278
-6.6,5.89101,239.625,206040,0.0160278
-6.4,5.89023,239.657,205979,0.0160278
-6.2,5.88944,239.689,205918,0.0160278
-6,5.88866,239.721,205857,0.0160278
-5.8,5.88788,239.753,205797,0.0160278
-5.6,5.8871,239.785,205736,0.0160278
-5.4,5.88632,239.817,205675,0.0160278
-5.2,5.88554,239.849,205615,0.0160278
-5,5.88476,239.881,205554,0.0160278
-4.8,5.88398,239.913,205494,0.0160278
-4.6,5.8832,239.945,205433,0.0160278
-4.4,5.88242,239.977,205372,0.0160278
-4.2,5.88163,240.009,205312,0.0160278
-4,5.88085,240.041,205251,0.0160278
-3.8,5.88007,240.074,205191,0.0160278
-3.6,5.87929,240.106,205130,0.0160278
-3.4,5.87851,240.138,205070,0.0160278
-3.2,5.87773,240.17,205009,0.0160278
-3,5.87695,240.202,204949,0.0160278
-2.8,5.87617,240.234,204888,0.0160278
-2.6,5.87539,240.266,204828,0.0160278
-2.4,5.87461,240.298,204767,0.0160278
-2.2,5.87383,240.33,204707,0.0160278
-2,5.87305,240.362,204646,0.0160278
-1.8,5.87227,240.394,204586,0.0160278
-1.6,5.87149,240.426,204526,0.0160278
-1.4,5.87071,240.458,204465,0.0160278
-1.2,5.86993,240.49,204405,0.0160278
-1,5.86915,240.522,204344,0.0160278
-0.8,5.86837,240.554,204284,0.0160278
-0.6,5.86759,240.586,204224,0.0160278
-0.4,5.86681,240.618,204163,0.0160278
-0.2,5.86603,240.65,204103,0.0160278
0,5.86525,240.682,204043,0.0160278
0.2,5.86447,240.714,203983,0.0160278
0.4,5.86369,240.746,203922,0.0160278
0.6,5.86291,240.778,203862,0.0160278
0.8,5.86213,240.81,203802,0.0160278
1,5.86135,240.842,203742,0.0160278
1.2,5.86057,240.874,203682,0.0160278
1.4,5.85979,240.906,203622,0.0160278
1.6,5.85901,240.938,203562,0.0160278
1.8,5.85824,240.97,203501,0.0160278
2,5.85746,241.002,203441,0.0160278
2.2,5.85668,241.034,203381,0.0160278
2.4,5.8559,241.066,203321,0.0160278
2.6,5.85512,241.097,203261,0.0160278
2.8,5.85435,241.129,203201,0.0160278
3,5.85357,241.161,203141,0.0160278
3.2,5.85279,241.193,203081,0.0160278
3.4,5.85201,241.225,203021,0.0160278
3.6,5.85124,241.257,202961,0.0160278
3.8,5.85046,241.289,202902,0.0160278
4,5.84968,241.321,202842,0.0160278
4.2,5.8489,241.353,202782,0.0160278
4.4,5.84813,241.385,202722,0.0160278
4.6,5.84735,241.417,202662,0.0160278
4.8,5.84657,241.449,202602,0.0160278
5,5.84579,241.481,202542,0.0160278
5.2,5.84502,241.513,202482,0.0160278
5.4,5.84424,241.545,202423,0.0160278
5.6,5.84346,241.577,202363,0.0160278
5.8,5.84269,241.609,202303,0.0160278
6,5.84191,241.641,202243,0.0160278
6.2,5.84113,241.673,202183,0.0160278
6.4,5.84035,241.704,202124,0.0160278
6.6,5.83958,241.736,202064,0.0160278
6.8,5.8388,241.768,202004,0.0160278
7,5.83802,241.8,201945,0.0160278
7.2,5.83725,241.832,201885,0.0160278
7.4,5.83647,241.864,201825,0.0160278
7.6,5.83569,241.896,201766,0.0160278
7.8,5.83492,241.928,201706,0.0160278
8,5.83414,241.96,201646,0.0160278
8.2,5.83336,241.992,201587,0.0160278
8.4,5.83259,242.024,201527,0.0160278
8.6,5.83181,242.056,201467,0.0160278
8.8,5.83104,242.088,201408,0.0160278
9,5.83026,242.12,201348,0.0160278
9.2,5.82948,242.152,201289,0.0160278
9.4,5.82871,242.184,201229,0.0160278
9.6,5.82793,242.215,201170,0.0160278
9.8,5.82715,242.247,201110,0.0160278
10,5.82715,242.247,201110,0.0160278
