# t = 4.320000e+05 s = 5.000000e+00 days
# x(m) p(Pa) p(atm)
0.000000e+00 1.519875e+07 1.500000e+02
5.050505e+00 1.509001e+07 1.489268e+02
1.010101e+01 1.498128e+07 1.478537e+02
1.515152e+01 1.487260e+07 1.467811e+02
2.020202e+01 1.476398e+07 1.457092e+02
2.525253e+01 1.465546e+07 1.446382e+02
3.030303e+01 1.454707e+07 1.435684e+02
3.535354e+01 1.443882e+07 1.425000e+02
4.040404e+01 1.433074e+07 1.414334e+02
4.545455e+01 1.422286e+07 1.403687e+02
5.050505e+01 1.411521e+07 1.393062e+02
5.555556e+01 1.400779e+07 1.382461e+02
6.060606e+01 1.390064e+07 1.371887e+02
6.565657e+01 1.379378e+07 1.361340e+02
7.070707e+01 1.368722e+07 1.350823e+02
7.575758e+01 1.358098e+07 1.340339e+02
8.080808e+01 1.347508e+07 1.329887e+02
8.585859e+01 1.336954e+07 1.319471e+02
9.090909e+01 1.326437e+07 1.309091e+02
9.595960e+01 1.315957e+07 1.298749e+02
1.010101e+02 1.305517e+07 1.288445e+02
1.060606e+02 1.295117e+07 1.278181e+02
1.111111e+02 1.284758e+07 1.267958e+02
1.161616e+02 1.274440e+07 1.257775e+02
1.212121e+02 1.264164e+07 1.247633e+02
1.262626e+02 1.253931e+07 1.237533e+02
1.313131e+02 1.243739e+07 1.227475e+02
1.363636e+02 1.233590e+07 1.217459e+02
1.414141e+02 1.223482e+07 1.207483e+02
1.464646e+02 1.213416e+07 1.197549e+02
1.515152e+02 1.203391e+07 1.187654e+02
1.565657e+02 1.193405e+07 1.177800e+02
1.616162e+02 1.183459e+07 1.167983e+02
1.666667e+02 1.173551e+07 1.158205e+02
1.717172e+02 1.163679e+07 1.148462e+02
1.767677e+02 1.153843e+07 1.138754e+02
1.818182e+02 1.144040e+07 1.129080e+02
1.868687e+02 1.134270e+07 1.119437e+02
1.919192e+02 1.124530e+07 1.109825e+02
1.969697e+02 1.114818e+07 1.100240e+02
2.020202e+02 1.105132e+07 1.090681e+02
2.070707e+02 1.095470e+07 1.081145e+02
2.121212e+02 1.085831e+07 1.071631e+02
2.171717e+02 1.076210e+07 1.062137e+02
2.222222e+02 1.066607e+07 1.052659e+02
2.272727e+02 1.057017e+07 1.043195e+02
2.323232e+02 1.047440e+07 1.033743e+02
2.373737e+02 1.037872e+07 1.024300e+02
2.424242e+02 1.028311e+07 1.014864e+02
2.474747e+02 1.018753e+07 1.005431e+02
2.525253e+02 1.009197e+07 9.959996e+01
2.575758e+02 9.996385e+06 9.865665e+01
2.626263e+02 9.900760e+06 9.771291e+01
2.676768e+02 9.805065e+06 9.676847e+01
2.727273e+02 9.709273e+06 9.582307e+01
2.777778e+02 9.613357e+06 9.487645e+01
2.828283e+02 9.517290e+06 9.392835e+01
2.878788e+02 9.421049e+06 9.297852e+01
2.929293e+02 9.324607e+06 9.202671e+01
2.979798e+02 9.227940e+06 9.107269e+01
3.030303e+02 9.131026e+06 9.011622e+01
3.080808e+02 9.033842e+06 8.915709e+01
3.131313e+02 8.936367e+06 8.819509e+01
3.181818e+02 8.838581e+06 8.723001e+01
3.232323e+02 8.740465e+06 8.626168e+01
3.282828e+02 8.642002e+06 8.528993e+01
3.333333e+02 8.543175e+06 8.431458e+01
3.383838e+02 8.443970e+06 8.333550e+01
3.434343e+02 8.344373e+06 8.235256e+01
3.484848e+02 8.244373e+06 8.136563e+01
3.535354e+02 8.143959e+06 8.037463e+01
3.585859e+02 8.043124e+06 7.937946e+01
3.636364e+02 7.941860e+06 7.838007e+01
3.686869e+02 7.840162e+06 7.737639e+01
3.737374e+02 7.738028e+06 7.636839e+01
3.787879e+02 7.635454e+06 7.535607e+01
3.838384e+02 7.532441e+06 7.433942e+01
3.888889e+02 7.428992e+06 7.331845e+01
3.939394e+02 7.325109e+06 7.229321e+01
3.989899e+02 7.220798e+06 7.126374e+01
4.040404e+02 7.116066e+06 7.023011e+01
4.090909e+02 7.010922e+06 6.919242e+01
4.141414e+02 6.905375e+06 6.815075e+01
4.191919e+02 6.799437e+06 6.710523e+01
4.242424e+02 6.693123e+06 6.605599e+01
4.292929e+02 6.586447e+06 6.500318e+01
4.343434e+02 6.479425e+06 6.394695e+01
4.393939e+02 6.372075e+06 6.288749e+01
4.444444e+02 6.264415e+06 6.182497e+01
4.494949e+02 6.156467e+06 6.075961e+01
4.545455e+02 6.048252e+06 5.969161e+01
4.595960e+02 5.939792e+06 5.862119e+01
4.646465e+02 5.831110e+06 5.754858e+01
4.696970e+02 5.722230e+06 5.647402e+01
4.747475e+02 5.613178e+06 5.539776e+01
4.797980e+02 5.503980e+06 5.432006e+01
4.848485e+02 5.394661e+06 5.324116e+01
4.898990e+02 5.285248e+06 5.216134e+01
4.949495e+02 5.175769e+06 5.108087e+01
5.000000e+02 5.066250e+06 5.000000e+01
