# t = 2.592000e+05 s = 3.000000e+00 days
# x(m) p(Pa) p(atm)
0.000000e+00 1.519875e+07 1.500000e+02
5.050505e+00 1.507026e+07 1.487319e+02
1.010101e+01 1.494187e+07 1.474648e+02
1.515152e+01 1.481367e+07 1.461996e+02
2.020202e+01 1.468578e+07 1.449374e+02
2.525253e+01 1.455829e+07 1.436792e+02
3.030303e+01 1.443132e+07 1.424260e+02
3.535354e+01 1.430495e+07 1.411789e+02
4.040404e+01 1.417930e+07 1.399388e+02
4.545455e+01 1.405446e+07 1.387067e+02
5.050505e+01 1.393051e+07 1.374834e+02
5.555556e+01 1.380755e+07 1.362699e+02
6.060606e+01 1.368565e+07 1.350669e+02
6.565657e+01 1.356491e+07 1.338753e+02
7.070707e+01 1.344540e+07 1.326958e+02
7.575758e+01 1.332718e+07 1.315291e+02
8.080808e+01 1.321032e+07 1.303758e+02
8.585859e+01 1.309489e+07 1.292365e+02
9.090909e+01 1.298092e+07 1.281117e+02
9.595960e+01 1.286848e+07 1.270020e+02
1.010101e+02 1.275759e+07 1.259077e+02
1.060606e+02 1.264831e+07 1.248291e+02
1.111111e+02 1.254065e+07 1.237666e+02
1.161616e+02 1.243463e+07 1.227203e+02
1.212121e+02 1.233028e+07 1.216904e+02
1.262626e+02 1.222760e+07 1.206770e+02
1.313131e+02 1.212658e+07 1.196801e+02
1.363636e+02 1.202724e+07 1.186996e+02
1.414141e+02 1.192954e+07 1.177354e+02
1.464646e+02 1.183348e+07 1.167874e+02
1.515152e+02 1.173903e+07 1.158552e+02
1.565657e+02 1.164616e+07 1.149387e+02
1.616162e+02 1.155483e+07 1.140373e+02
1.666667e+02 1.146499e+07 1.131507e+02
1.717172e+02 1.137660e+07 1.122783e+02
1.767677e+02 1.128959e+07 1.114196e+02
1.818182e+02 1.120392e+07 1.105741e+02
1.868687e+02 1.111950e+07 1.097410e+02
1.919192e+02 1.103628e+07 1.089196e+02
1.969697e+02 1.095417e+07 1.081092e+02
2.020202e+02 1.087309e+07 1.073090e+02
2.070707e+02 1.079295e+07 1.065182e+02
2.121212e+02 1.071368e+07 1.057358e+02
2.171717e+02 1.063517e+07 1.049609e+02
2.222222e+02 1.055733e+07 1.041927e+02
2.272727e+02 1.048006e+07 1.034302e+02
2.323232e+02 1.040327e+07 1.026723e+02
2.373737e+02 1.032685e+07 1.019181e+02
2.424242e+02 1.025070e+07 1.011665e+02
2.474747e+02 1.017471e+07 1.004166e+02
2.525253e+02 1.009878e+07 9.966723e+01
2.575758e+02 1.002281e+07 9.891740e+01
2.626263e+02 9.946676e+06 9.816606e+01
2.676768e+02 9.870290e+06 9.741219e+01
2.727273e+02 9.793543e+06 9.665476e+01
2.777778e+02 9.716333e+06 9.589275e+01
2.828283e+02 9.638560e+06 9.512519e+01
2.878788e+02 9.560124e+06 9.435108e+01
2.929293e+02 9.480929e+06 9.356950e+01
2.979798e+02 9.400884e+06 9.277951e+01
3.030303e+02 9.319897e+06 9.198024e+01
3.080808e+02 9.237884e+06 9.117082e+01
3.131313e+02 9.154761e+06 9.035046e+01
3.181818e+02 9.070450e+06 8.951839e+01
3.232323e+02 8.984880e+06 8.867387e+01
3.282828e+02 8.897980e+06 8.781624e+01
3.333333e+02 8.809689e+06 8.694487e+01
3.383838e+02 8.719948e+06 8.605919e+01
3.434343e+02 8.628705e+06 8.515869e+01
3.484848e+02 8.535914e+06 8.424292e+01
3.535354e+02 8.441536e+06 8.331148e+01
3.585859e+02 8.345536e+06 8.236403e+01
3.636364e+02 8.247887e+06 8.140032e+01
3.686869e+02 8.148569e+06 8.042012e+01
3.737374e+02 8.047567e+06 7.942331e+01
3.787879e+02 7.944873e+06 7.840980e+01
3.838384e+02 7.840489e+06 7.737961e+01
3.888889e+02 7.734418e+06 7.633277e+01
3.939394e+02 7.626676e+06 7.526944e+01
3.989899e+02 7.517280e+06 7.418979e+01
4.040404e+02 7.406258e+06 7.309409e+01
4.090909e+02 7.293643e+06 7.198266e+01
4.141414e+02 7.179474e+06 7.085590e+01
4.191919e+02 7.063797e+06 6.971426e+01
4.242424e+02 6.946665e+06 6.855825e+01
4.292929e+02 6.828134e+06 6.738844e+01
4.343434e+02 6.708269e+06 6.620547e+01
4.393939e+02 6.587139e+06 6.501001e+01
4.444444e+02 6.464818e+06 6.380280e+01
4.494949e+02 6.341387e+06 6.258462e+01
4.545455e+02 6.216928e+06 6.135631e+01
4.595960e+02 6.091530e+06 6.011873e+01
4.646465e+02 5.965286e+06 5.887279e+01
4.696970e+02 5.838290e+06 5.761945e+01
4.747475e+02 5.710643e+06 5.635966e+01
4.797980e+02 5.582445e+06 5.509444e+01
4.848485e+02 5.453800e+06 5.382482e+01
4.898990e+02 5.324814e+06 5.255183e+01
4.949495e+02 5.195595e+06 5.127653e+01
5.000000e+02 5.066250e+06 5.000000e+01
