# t = 6.048000e+05 s = 7.000000e+00 days
# x(m) p(Pa) p(atm)
0.000000e+00 1.519875e+07 1.500000e+02
5.050505e+00 1.509507e+07 1.489767e+02
1.010101e+01 1.499138e+07 1.479534e+02
1.515152e+01 1.488770e+07 1.469302e+02
2.020202e+01 1.478403e+07 1.459070e+02
2.525253e+01 1.468038e+07 1.448841e+02
3.030303e+01 1.457675e+07 1.438613e+02
3.535354e+01 1.447315e+07 1.428389e+02
4.040404e+01 1.436959e+07 1.418168e+02
4.545455e+01 1.426607e+07 1.407951e+02
5.050505e+01 1.416260e+07 1.397740e+02
5.555556e+01 1.405918e+07 1.387534e+02
6.060606e+01 1.395583e+07 1.377333e+02
6.565657e+01 1.385254e+07 1.367140e+02
7.070707e+01 1.374933e+07 1.356953e+02
7.575758e+01 1.364619e+07 1.346774e+02
8.080808e+01 1.354313e+07 1.336603e+02
8.585859e+01 1.344015e+07 1.326440e+02
9.090909e+01 1.333727e+07 1.316286e+02
9.595960e+01 1.323447e+07 1.306141e+02
1.010101e+02 1.313177e+07 1.296005e+02
1.060606e+02 1.302916e+07 1.285878e+02
1.111111e+02 1.292666e+07 1.275762e+02
1.161616e+02 1.282425e+07 1.265655e+02
1.212121e+02 1.272194e+07 1.255558e+02
1.262626e+02 1.261974e+07 1.245471e+02
1.313131e+02 1.251763e+07 1.235394e+02
1.363636e+02 1.241563e+07 1.225328e+02
1.414141e+02 1.231373e+07 1.215271e+02
1.464646e+02 1.221193e+07 1.205224e+02
1.515152e+02 1.211023e+07 1.195187e+02
1.565657e+02 1.200863e+07 1.185159e+02
1.616162e+02 1.190712e+07 1.175141e+02
1.666667e+02 1.180570e+07 1.165132e+02
1.717172e+02 1.170437e+07 1.155131e+02
1.767677e+02 1.160312e+07 1.145139e+02
1.818182e+02 1.150196e+07 1.135155e+02
1.868687e+02 1.140087e+07 1.125178e+02
1.919192e+02 1.129985e+07 1.115209e+02
1.969697e+02 1.119890e+07 1.105246e+02
2.020202e+02 1.109801e+07 1.095289e+02
2.070707e+02 1.099718e+07 1.085338e+02
2.121212e+02 1.089640e+07 1.075391e+02
2.171717e+02 1.079566e+07 1.065449e+02
2.222222e+02 1.069496e+07 1.055511e+02
2.272727e+02 1.059430e+07 1.045576e+02
2.323232e+02 1.049365e+07 1.035643e+02
2.373737e+02 1.039303e+07 1.025712e+02
2.424242e+02 1.029242e+07 1.015782e+02
2.474747e+02 1.019181e+07 1.005853e+02
2.525253e+02 1.009120e+07 9.959236e+01
2.575758e+02 9.990575e+06 9.859931e+01
2.626263e+02 9.889938e+06 9.760610e+01
2.676768e+02 9.789277e+06 9.661266e+01
2.727273e+02 9.688586e+06 9.561891e+01
2.777778e+02 9.587858e+06 9.462480e+01
2.828283e+02 9.487086e+06 9.363026e+01
2.878788e+02 9.386264e+06 9.263523e+01
2.929293e+02 9.285385e+06 9.163963e+01
2.979798e+02 9.184443e+06 9.064341e+01
3.030303e+02 9.083433e+06 8.964651e+01
3.080808e+02 8.982347e+06 8.864887e+01
3.131313e+02 8.881182e+06 8.765045e+01
3.181818e+02 8.779931e+06 8.665118e+01
3.232323e+02 8.678590e+06 8.565103e+01
3.282828e+02 8.577155e+06 8.464994e+01
3.333333e+02 8.475621e+06 8.364787e+01
3.383838e+02 8.373984e+06 8.264479e+01
3.434343e+02 8.272241e+06 8.164067e+01
3.484848e+02 8.170389e+06 8.063547e+01
3.535354e+02 8.068426e+06 7.962917e+01
3.585859e+02 7.966348e+06 7.862174e+01
3.636364e+02 7.864155e+06 7.761317e+01
3.686869e+02 7.761845e+06 7.660345e+01
3.737374e+02 7.659416e+06 7.559256e+01
3.787879e+02 7.556870e+06 7.458050e+01
3.838384e+02 7.454204e+06 7.356728e+01
3.888889e+02 7.351421e+06 7.255288e+01
3.939394e+02 7.248520e+06 7.153733e+01
3.989899e+02 7.145504e+06 7.052064e+01
4.040404e+02 7.042373e+06 6.950282e+01
4.090909e+02 6.939130e+06 6.848389e+01
4.141414e+02 6.835778e+06 6.746388e+01
4.191919e+02 6.732319e+06 6.644282e+01
4.242424e+02 6.628757e+06 6.542075e+01
4.292929e+02 6.525096e+06 6.439769e+01
4.343434e+02 6.421339e+06 6.337369e+01
4.393939e+02 6.317491e+06 6.234879e+01
4.444444e+02 6.213558e+06 6.132305e+01
4.494949e+02 6.109543e+06 6.029651e+01
4.545455e+02 6.005453e+06 5.926922e+01
4.595960e+02 5.901294e+06 5.824124e+01
4.646465e+02 5.797070e+06 5.721263e+01
4.696970e+02 5.692788e+06 5.618345e+01
4.747475e+02 5.588455e+06 5.515376e+01
4.797980e+02 5.484077e+06 5.412363e+01
4.848485e+02 5.379661e+06 5.309312e+01
4.898990e+02 5.275213e+06 5.206230e+01
4.949495e+02 5.170740e+06 5.103124e+01
5.000000e+02 5.066250e+06 5.000000e+01
